"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2016-02-21 00:00:00",255,630,987,946,1978,12107772,808,5
"2016-02-22 00:00:00",355,1042,1284,1291,3264,14131030,1373,6
"2016-02-23 00:00:00",385,1063,1298,1287,3374,12943842,1346,9
"2016-02-24 00:00:00",365,1036,1253,1161,3120,12810551,1281,12
"2016-02-25 00:00:00",498,977,1249,1296,3082,13156065,1300,11
"2016-02-26 00:00:00",329,977,1153,1055,2776,11859438,1229,16
"2016-02-27 00:00:00",241,589,1394,880,2167,12522905,777,16
"2016-02-28 00:00:00",272,677,838,978,1943,13392437,1044,14
"2016-02-29 00:00:00",386,944,1222,1317,3127,15252636,1430,11
"2016-03-01 00:00:00",436,937,1239,1305,3344,13765380,1426,15
"2016-03-02 00:00:00",411,1067,1220,1354,3179,13246391,1484,6
"2016-03-03 00:00:00",340,942,1268,1260,3117,12850407,1279,10
"2016-03-04 00:00:00",332,836,1016,1191,2579,11539456,1032,11
"2016-03-05 00:00:00",243,561,752,924,1660,12477828,692,10
"2016-03-06 00:00:00",193,579,833,1014,1967,12040153,802,11
"2016-03-07 00:00:00",368,857,1290,1208,3048,13101778,1295,7
"2016-03-08 00:00:00",389,1057,1223,1313,3063,12311050,1105,13
"2016-03-09 00:00:00",331,894,1107,1253,2994,11555128,1030,11
"2016-03-10 00:00:00",385,886,1083,1284,2919,11031137,1342,9
"2016-03-11 00:00:00",295,805,964,1064,2392,9728754,789,8
"2016-03-12 00:00:00",220,628,657,847,1532,10178068,594,13
"2016-03-13 00:00:00",227,724,845,963,2037,8539462,609,11
"2016-03-14 00:00:00",353,890,1185,1274,2781,12700251,893,10
"2016-03-15 00:00:00",336,876,1089,1172,2651,10937058,838,16
"2016-03-16 00:00:00",346,948,1102,1258,2621,10460199,885,12
"2016-03-17 00:00:00",374,867,1037,1081,2533,10202999,846,16
"2016-03-18 00:00:00",259,785,887,966,2075,10136238,717,10
"2016-03-19 00:00:00",192,529,653,785,1357,8606652,580,6
"2016-03-20 00:00:00",257,603,719,882,1579,7965803,627,10
"2016-03-21 00:00:00",318,904,1057,1089,2590,9458377,805,11
"2016-03-22 00:00:00",317,809,981,1068,2417,8702007,743,10
"2016-03-23 00:00:00",303,900,954,1007,2264,9144891,791,9
"2016-03-24 00:00:00",263,741,846,944,2008,8819244,673,15
"2016-03-25 00:00:00",207,583,717,847,1737,8266316,476,10
"2016-03-26 00:00:00",182,469,593,718,1308,8619170,441,4
"2016-03-27 00:00:00",183,551,602,751,1238,9208449,469,10
"2016-03-28 00:00:00",261,903,879,1101,2182,11432812,845,9
"2016-03-29 00:00:00",329,959,1007,1240,2446,9890125,786,16
"2016-03-30 00:00:00",303,897,1041,1090,2340,9526930,682,11
"2016-03-31 00:00:00",280,776,884,974,2116,8811831,597,9
"2016-04-01 00:00:00",239,674,839,988,1822,7906931,753,15
"2016-04-02 00:00:00",211,560,570,733,1335,9270569,1140,6
"2016-04-03 00:00:00",180,551,653,844,1376,10296277,1088,7
"2016-04-04 00:00:00",269,767,990,1074,2132,12347185,1108,15
"2016-04-05 00:00:00",307,835,1051,1093,2172,11359117,1078,20
"2016-04-06 00:00:00",238,865,1037,1065,2163,11342338,862,12
"2016-04-07 00:00:00",299,785,919,1010,2062,11216692,846,7
"2016-04-08 00:00:00",268,730,858,945,1862,10589353,719,5
"2016-04-09 00:00:00",200,477,585,738,1320,11437002,590,14
"2016-04-10 00:00:00",196,577,720,872,1582,11566464,715,10
"2016-04-11 00:00:00",345,1082,1046,1166,2240,13537507,854,4
"2016-04-12 00:00:00",299,1128,997,1096,2254,12670776,813,6
"2016-04-13 00:00:00",344,1071,942,1192,2450,11294681,830,16
"2016-04-14 00:00:00",306,1221,978,1074,2176,11240030,827,7
"2016-04-15 00:00:00",260,880,842,1085,1724,10669753,711,11
"2016-04-16 00:00:00",173,542,547,794,1214,11283933,488,7
"2016-04-17 00:00:00",207,618,588,795,1361,11544028,671,6
"2016-04-18 00:00:00",290,984,971,1135,2246,14305065,875,7
"2016-04-19 00:00:00",279,983,1001,1203,2011,12800301,966,4
"2016-04-20 00:00:00",285,995,935,1045,1974,12142350,856,8
"2016-04-21 00:00:00",313,897,930,1013,3927,10068421,802,10
"2016-04-22 00:00:00",246,715,809,935,5507,9932843,780,9
"2016-04-23 00:00:00",235,575,639,698,4709,11021389,553,4
"2016-04-24 00:00:00",282,554,615,769,3673,12103988,664,7
"2016-04-25 00:00:00",379,881,1051,1081,3698,14531840,869,14
"2016-04-26 00:00:00",416,901,951,1039,3026,12275624,1035,14
"2016-04-27 00:00:00",435,851,870,1020,2743,12066579,1181,6
"2016-04-28 00:00:00",278,857,950,969,2294,12343082,1030,7
"2016-04-29 00:00:00",228,720,815,720,2032,10498710,810,9
"2016-04-30 00:00:00",173,490,585,609,1330,11615561,587,2
"2016-05-01 00:00:00",284,648,616,665,1444,12476002,674,13
"2016-05-02 00:00:00",293,1032,961,929,2178,13967768,1440,12
"2016-05-03 00:00:00",279,975,995,1083,2217,13485310,833,8
"2016-05-04 00:00:00",306,999,946,914,2030,12993137,819,8
"2016-05-05 00:00:00",243,769,944,899,1960,11203507,868,7
"2016-05-06 00:00:00",216,651,834,771,1570,10905536,652,8
"2016-05-07 00:00:00",194,442,563,650,1144,11655499,636,9
"2016-05-08 00:00:00",237,493,624,676,1299,12103743,695,6
"2016-05-09 00:00:00",404,972,873,1043,2035,13561602,921,8
"2016-05-10 00:00:00",385,832,947,1053,2060,12851501,953,11
"2016-05-11 00:00:00",376,888,1018,946,2092,12306933,872,5
"2016-05-12 00:00:00",448,738,850,910,1801,12751457,835,6
"2016-05-13 00:00:00",306,682,776,812,1631,11123887,848,6
"2016-05-14 00:00:00",206,488,533,662,1098,12391538,633,4
"2016-05-15 00:00:00",260,597,560,752,1196,13197297,684,10
"2016-05-16 00:00:00",343,828,863,879,1762,15295264,947,12
"2016-05-17 00:00:00",278,804,866,893,1851,13395998,893,9
"2016-05-18 00:00:00",346,769,886,966,1842,12557265,846,12
"2016-05-19 00:00:00",303,822,850,865,2049,12166712,870,9
"2016-05-20 00:00:00",277,756,738,821,1489,10786556,811,7
"2016-05-21 00:00:00",208,527,528,618,1364,12340291,564,9
"2016-05-22 00:00:00",207,480,601,747,1213,9935926,612,4
"2016-05-23 00:00:00",298,776,885,860,1888,13943719,837,4
"2016-05-24 00:00:00",292,814,887,1113,1765,12870011,854,10
"2016-05-25 00:00:00",350,700,845,887,1728,13303153,815,9
"2016-05-26 00:00:00",294,784,839,850,1762,12573677,834,87
"2016-05-27 00:00:00",292,706,743,698,1405,10827100,700,143
"2016-05-28 00:00:00",181,505,505,646,1025,12507034,623,105
"2016-05-29 00:00:00",216,508,528,670,1061,13424487,601,177
"2016-05-30 00:00:00",261,522,730,796,1737,14000285,711,254
"2016-05-31 00:00:00",266,720,846,866,1535,13640593,779,361
"2016-06-01 00:00:00",269,817,843,810,1636,13265410,809,358
"2016-06-02 00:00:00",257,716,772,800,1524,11835716,748,288
"2016-06-03 00:00:00",222,613,676,879,1452,10690986,665,262
"2016-06-04 00:00:00",152,422,489,635,954,10197167,499,180
"2016-06-05 00:00:00",173,508,499,737,1004,13177665,671,186
"2016-06-06 00:00:00",246,716,762,902,1501,14853898,816,310
"2016-06-07 00:00:00",297,697,805,971,1447,12732849,794,316
"2016-06-08 00:00:00",323,916,782,961,1561,12991658,818,322
"2016-06-09 00:00:00",239,715,761,797,1412,12221032,754,312
"2016-06-10 00:00:00",204,564,714,770,1116,10860074,672,231
"2016-06-11 00:00:00",142,421,496,647,827,12420540,502,184
"2016-06-12 00:00:00",162,482,530,642,982,13630981,570,155
"2016-06-13 00:00:00",223,730,738,831,1403,15979430,716,265
"2016-06-14 00:00:00",235,800,768,849,1451,15038959,682,263
"2016-06-15 00:00:00",235,858,724,988,1363,13257937,655,269
"2016-06-16 00:00:00",244,742,731,842,1361,12212752,685,282
"2016-06-17 00:00:00",218,691,633,878,1095,10919699,592,235
"2016-06-18 00:00:00",172,452,443,734,814,13117034,470,163
"2016-06-19 00:00:00",218,460,450,704,886,13634195,593,168
"2016-06-20 00:00:00",248,743,749,865,1239,15451893,790,346
"2016-06-21 00:00:00",271,728,779,1014,1317,14302339,824,325
"2016-06-22 00:00:00",266,706,744,849,1277,14345705,738,269
"2016-06-23 00:00:00",259,743,694,794,1271,14130261,680,290
"2016-06-24 00:00:00",188,671,535,882,1217,12321707,462,245
"2016-06-25 00:00:00",167,552,455,606,1075,13894282,435,179
"2016-06-26 00:00:00",152,453,575,629,833,14612543,465,190
"2016-06-27 00:00:00",215,684,686,806,1201,13170379,544,253
"2016-06-28 00:00:00",229,711,723,787,1193,14765754,683,283
"2016-06-29 00:00:00",207,861,790,814,1217,14193050,569,263
"2016-06-30 00:00:00",172,725,669,713,1107,15011598,521,240
"2016-07-01 00:00:00",172,512,571,601,864,11705263,509,252
"2016-07-02 00:00:00",119,365,537,508,729,14480215,501,179
"2016-07-03 00:00:00",137,438,562,563,799,14768119,576,178
"2016-07-04 00:00:00",160,537,663,700,956,16103424,534,191
"2016-07-05 00:00:00",187,644,627,702,996,13547963,607,344
"2016-07-06 00:00:00",172,597,687,725,1096,9215588,577,372
"2016-07-07 00:00:00",189,642,654,733,1221,9522760,563,308
"2016-07-08 00:00:00",241,600,561,600,882,10740782,517,362
"2016-07-09 00:00:00",142,366,399,579,679,13176916,444,171
"2016-07-10 00:00:00",139,355,482,548,687,14730713,436,158
"2016-07-11 00:00:00",210,618,656,747,1067,16045171,590,292
"2016-07-12 00:00:00",193,641,622,784,1121,14889325,518,292
"2016-07-13 00:00:00",227,585,665,723,1024,14011018,490,298
"2016-07-14 00:00:00",184,566,684,787,1052,14016966,499,325
"2016-07-15 00:00:00",170,537,534,657,855,12727519,475,361
"2016-07-16 00:00:00",116,350,428,514,630,14994360,357,256
"2016-07-17 00:00:00",128,370,526,542,741,15456986,408,194
"2016-07-18 00:00:00",205,623,665,776,1134,175180,515,316
"2016-07-19 00:00:00",208,632,782,917,1147,15608521,490,326
"2016-07-20 00:00:00",173,558,680,875,1163,11624533,489,319
"2016-07-21 00:00:00",220,533,608,784,1057,12151971,508,323
"2016-07-22 00:00:00",165,681,516,735,829,2905033,410,356
"2016-07-23 00:00:00",147,392,393,547,748,3643435,408,246
"2016-07-24 00:00:00",161,386,499,633,831,6271498,431,217
"2016-07-25 00:00:00",154,588,652,862,1629,11507238,540,351
"2016-07-26 00:00:00",205,596,617,778,1156,11676035,510,333
"2016-07-27 00:00:00",205,597,687,792,1093,9639784,506,327
"2016-07-28 00:00:00",187,539,608,765,1049,8870688,517,461
"2016-07-29 00:00:00",169,524,510,695,879,5107171,521,493
"2016-07-30 00:00:00",126,433,401,554,692,3584510,440,390
"2016-07-31 00:00:00",176,434,431,1133,801,6527868,407,275
"2016-08-01 00:00:00",245,664,670,917,1055,10401052,607,503
"2016-08-02 00:00:00",251,787,669,1065,1101,7803408,685,436
"2016-08-03 00:00:00",179,616,660,973,1101,14387597,580,575
"2016-08-04 00:00:00",220,631,627,967,1053,7089765,581,593
"2016-08-05 00:00:00",207,613,532,999,928,8774519,580,634
"2016-08-06 00:00:00",173,390,444,777,706,12539598,463,346
"2016-08-07 00:00:00",152,453,449,774,834,14590272,446,322
"2016-08-08 00:00:00",214,632,622,1175,1121,3495217,569,500
"2016-08-09 00:00:00",202,605,704,1189,1116,3373150,567,606
"2016-08-10 00:00:00",204,697,627,1118,1064,5456516,520,666
"2016-08-11 00:00:00",163,564,618,987,1065,4990411,445,388
"2016-08-12 00:00:00",168,471,537,836,875,3691064,497,316
"2016-08-13 00:00:00",135,402,459,568,693,4295741,419,249
"2016-08-14 00:00:00",130,435,471,600,782,4100326,420,186
"2016-08-15 00:00:00",199,533,586,809,1224,7570094,504,401
"2016-08-16 00:00:00",214,537,720,1019,1127,2192018,531,453
"2016-08-17 00:00:00",256,550,689,880,1216,3208639,490,497
"2016-08-18 00:00:00",226,550,597,763,1152,723005,490,448
"2016-08-19 00:00:00",183,515,563,710,989,15473614,466,407
"2016-08-20 00:00:00",144,366,443,577,757,1444440,382,290
"2016-08-21 00:00:00",191,436,498,626,854,2119775,609,220
"2016-08-22 00:00:00",245,713,706,884,1276,4125421,645,460
"2016-08-23 00:00:00",244,645,737,918,1264,3744403,630,514
"2016-08-24 00:00:00",225,670,762,908,1271,2478873,620,456
"2016-08-25 00:00:00",272,664,699,890,1302,571222,622,369
"2016-08-26 00:00:00",247,759,624,825,1140,15956726,665,405
"2016-08-27 00:00:00",138,439,498,662,803,1935077,424,231
"2016-08-28 00:00:00",170,460,591,711,862,2947527,495,211
"2016-08-29 00:00:00",255,718,787,926,1316,5068705,626,478
"2016-08-30 00:00:00",258,927,827,979,1387,4667067,592,577
"2016-08-31 00:00:00",267,845,824,1018,1360,2886337,628,495
"2016-09-01 00:00:00",246,757,707,901,1315,2158783,647,500
"2016-09-02 00:00:00",231,728,620,782,1231,15803649,606,423
"2016-09-03 00:00:00",177,437,527,621,829,1682793,458,217
"2016-09-04 00:00:00",160,438,518,708,1012,1810718,499,204
"2016-09-05 00:00:00",173,704,743,963,1325,3783932,660,290
"2016-09-06 00:00:00",236,817,947,1194,1592,3722399,660,408
"2016-09-07 00:00:00",298,875,1006,1154,1566,2420628,667,459
"2016-09-08 00:00:00",310,804,973,1152,1660,1530214,954,531
"2016-09-09 00:00:00",250,772,805,1009,1346,15861174,752,445
"2016-09-10 00:00:00",188,477,610,733,899,1541728,491,295
"2016-09-11 00:00:00",247,534,683,888,1114,1808894,510,261
"2016-09-12 00:00:00",271,882,1060,1146,1828,16071705,651,515
"2016-09-13 00:00:00",279,851,969,1099,1625,1788940,814,515
"2016-09-14 00:00:00",296,862,959,1067,1707,2276960,689,449
"2016-09-15 00:00:00",367,773,952,1050,1737,2118553,572,566
"2016-09-16 00:00:00",328,663,834,1032,1502,16122954,520,416
"2016-09-17 00:00:00",243,423,629,719,946,1942864,413,209
"2016-09-18 00:00:00",283,569,646,808,1235,2391450,461,233
"2016-09-19 00:00:00",322,849,1007,1187,1865,4006008,649,405
"2016-09-20 00:00:00",332,839,1092,1108,1826,16095915,711,530
"2016-09-21 00:00:00",347,808,1051,1010,1824,1584943,589,553
"2016-09-22 00:00:00",316,916,1089,986,2423,971832,635,445
"2016-09-23 00:00:00",241,697,970,923,1489,15739405,523,312
"2016-09-24 00:00:00",215,447,681,679,988,1392185,406,241
"2016-09-25 00:00:00",239,476,724,799,1180,2020473,457,166
"2016-09-26 00:00:00",345,793,1210,1206,2164,2958639,675,313
"2016-09-27 00:00:00",302,793,1144,1126,1895,3310262,639,313
"2016-09-28 00:00:00",320,981,1115,1127,1805,2282924,616,348
"2016-09-29 00:00:00",310,761,1166,1488,1837,1129361,662,396
"2016-09-30 00:00:00",221,676,980,925,1546,16074749,530,288
"2016-10-01 00:00:00",188,400,735,846,984,2374654,426,218
"2016-10-02 00:00:00",225,481,817,787,1411,2009194,490,179
"2016-10-03 00:00:00",301,743,1169,1132,1834,4316808,574,281
"2016-10-04 00:00:00",271,801,1285,1143,1984,5199200,661,304
"2016-10-05 00:00:00",312,754,1294,1050,1959,10800073,682,328
"2016-10-06 00:00:00",252,778,1166,1032,1937,12642930,581,302
"2016-10-07 00:00:00",212,663,976,996,1603,16745270,589,264
"2016-10-08 00:00:00",210,466,699,808,1138,1996592,396,136
"2016-10-09 00:00:00",203,512,821,820,1259,2959236,445,163
"2016-10-10 00:00:00",267,698,1038,1025,1815,3879230,640,240
"2016-10-11 00:00:00",283,736,1454,1134,1986,15626644,640,380
"2016-10-12 00:00:00",306,720,1258,1149,2046,13827548,678,290
"2016-10-13 00:00:00",260,790,1132,1187,1903,572165,689,291
"2016-10-14 00:00:00",264,754,1018,1012,1714,516871,591,241
"2016-10-15 00:00:00",182,445,738,782,1159,3373275,380,140
"2016-10-16 00:00:00",206,516,711,851,1405,3594067,452,211
"2016-10-17 00:00:00",256,842,1189,1047,2158,6104377,663,454
"2016-10-18 00:00:00",318,866,1231,1147,1974,4376235,727,395
"2016-10-19 00:00:00",338,815,1109,1136,2249,2812391,667,334
"2016-10-20 00:00:00",380,886,1069,1070,2023,1326185,616,336
"2016-10-21 00:00:00",658,732,970,903,1684,16251157,594,269
"2016-10-22 00:00:00",386,457,691,701,1139,2449844,397,347
"2016-10-23 00:00:00",635,534,805,798,1234,2620487,459,430
"2016-10-24 00:00:00",568,892,1169,1233,2309,4454830,678,328
"2016-10-25 00:00:00",682,980,1144,1139,2213,3226729,616,258
"2016-10-26 00:00:00",627,962,1175,1065,2129,2571879,672,247
"2016-10-27 00:00:00",558,1066,1155,1025,2050,1433046,750,259
"2016-10-28 00:00:00",378,780,843,871,1575,15750948,560,213
"2016-10-29 00:00:00",255,535,676,1335,1056,1711935,347,132
"2016-10-30 00:00:00",303,561,738,784,1186,1824184,490,198
"2016-10-31 00:00:00",382,888,1017,1005,1873,4144009,649,250
"2016-11-01 00:00:00",415,806,1031,1030,2018,3188327,580,246
"2016-11-02 00:00:00",473,888,1156,1175,2018,2947305,676,313
"2016-11-03 00:00:00",427,850,1069,1239,1921,1759766,588,252
"2016-11-04 00:00:00",373,825,926,970,1687,6400,541,241
"2016-11-05 00:00:00",296,589,675,757,1174,2109089,393,118
"2016-11-06 00:00:00",283,528,1217,868,1489,2274463,502,265
"2016-11-07 00:00:00",420,915,1433,1105,2131,4095834,731,379
"2016-11-08 00:00:00",386,919,1160,1099,2087,3451381,677,308
"2016-11-09 00:00:00",368,787,931,977,1970,2662131,539,266
"2016-11-10 00:00:00",380,846,1068,1054,2041,1660832,576,262
"2016-11-11 00:00:00",379,630,851,968,1700,16641887,507,198
"2016-11-12 00:00:00",292,490,697,711,1238,2624155,374,156
"2016-11-13 00:00:00",321,556,789,873,1541,3409157,489,204
"2016-11-14 00:00:00",485,986,1212,1018,2345,4734419,743,302
"2016-11-15 00:00:00",504,927,1270,1094,2377,3347465,670,400
"2016-11-16 00:00:00",500,937,1230,1069,2276,3107053,744,356
"2016-11-17 00:00:00",441,870,1134,949,2204,1465392,691,252
"2016-11-18 00:00:00",311,778,964,873,1705,16427490,550,249
"2016-11-19 00:00:00",267,519,770,736,1333,2050947,409,137
"2016-11-20 00:00:00",259,562,839,802,1474,16226661,463,204
"2016-11-21 00:00:00",431,1038,1154,1047,2159,3655960,659,263
"2016-11-22 00:00:00",480,819,1183,1040,2156,3197676,653,233
"2016-11-23 00:00:00",342,672,1051,905,1944,1842806,513,191
"2016-11-24 00:00:00",373,494,848,866,1616,355882,422,149
"2016-11-25 00:00:00",310,478,744,696,1384,15887083,463,167
"2016-11-26 00:00:00",387,537,814,632,1402,1889425,446,164
"2016-11-27 00:00:00",502,620,897,797,1552,1145675,508,162
"2016-11-28 00:00:00",548,872,1359,1137,2268,452692,737,268
"2016-11-29 00:00:00",572,962,1246,1132,2381,1823867,726,299
"2016-11-30 00:00:00",613,958,1723,1100,2201,16324496,719,247
"2016-12-01 00:00:00",511,910,1409,1042,2294,421094,761,277
"2016-12-02 00:00:00",392,724,1139,873,1856,15628263,597,225
"2016-12-03 00:00:00",232,521,745,713,1143,1784309,404,132
"2016-12-04 00:00:00",283,574,962,828,1539,1655205,453,143
"2016-12-05 00:00:00",424,855,1245,1047,2260,4210288,673,250
"2016-12-06 00:00:00",453,901,1265,1142,2282,2731475,652,270
"2016-12-07 00:00:00",691,864,1243,1004,2225,1907819,694,276
"2016-12-08 00:00:00",688,839,1272,995,2075,1118395,676,222
"2016-12-09 00:00:00",419,695,1075,986,1808,15473130,580,218
"2016-12-10 00:00:00",298,456,834,670,1317,1951995,380,120
"2016-12-11 00:00:00",313,561,858,819,1418,1939813,491,147
"2016-12-12 00:00:00",465,774,1295,995,2139,3789459,708,249
"2016-12-13 00:00:00",469,775,1332,1030,2216,2795160,676,252
"2016-12-14 00:00:00",468,787,1297,1001,2072,1780195,700,210
"2016-12-15 00:00:00",410,663,1196,941,2087,704,647,240
"2016-12-16 00:00:00",462,535,948,796,1662,15655975,570,174
"2016-12-17 00:00:00",326,396,714,614,1106,14510636,380,101
"2016-12-18 00:00:00",333,490,788,694,1233,1341884,464,121
"2016-12-19 00:00:00",518,640,1074,897,1970,4057561,538,186
"2016-12-20 00:00:00",407,598,1105,972,1775,3315598,464,152
"2016-12-21 00:00:00",429,583,1145,852,1747,3807314,500,111
"2016-12-22 00:00:00",396,501,1047,766,1501,1648259,498,114
"2016-12-23 00:00:00",343,434,867,827,1814,16524311,338,78
"2016-12-24 00:00:00",248,288,695,560,1007,1628575,308,54
"2016-12-25 00:00:00",231,251,611,504,1060,1956441,316,72
"2016-12-26 00:00:00",265,314,754,612,1801,4502006,335,61
"2016-12-27 00:00:00",433,435,998,778,1595,3180203,493,106
"2016-12-28 00:00:00",423,496,1187,843,1692,2874761,540,105
"2016-12-29 00:00:00",394,503,1160,872,1664,2292049,509,116
"2016-12-30 00:00:00",414,579,1041,758,1585,146251,508,112
"2016-12-31 00:00:00",269,309,823,583,1158,2760793,442,84
"2017-01-01 00:00:00",242,289,739,509,1102,2297498,344,60
"2017-01-02 00:00:00",373,454,1040,821,1632,5077663,491,114
"2017-01-03 00:00:00",512,605,1482,1024,2261,3482009,574,127
"2017-01-04 00:00:00",801,663,1432,1027,2568,3227428,604,171
"2017-01-05 00:00:00",923,668,1427,1113,2778,1035742,728,232
"2017-01-06 00:00:00",646,585,1282,959,2286,16048020,667,175
"2017-01-07 00:00:00",590,430,1003,771,1830,2377850,377,116
"2017-01-08 00:00:00",449,446,1056,834,1887,1871786,470,142
"2017-01-09 00:00:00",663,664,1448,1247,2628,4679578,694,244
"2017-01-10 00:00:00",542,724,1492,1180,2539,436837,622,201
"2017-01-11 00:00:00",554,746,1416,1040,2473,2811666,536,207
"2017-01-12 00:00:00",516,736,1236,983,2711,609570,705,225
"2017-01-13 00:00:00",477,725,1142,874,2188,16059225,627,176
"2017-01-14 00:00:00",398,471,812,743,1483,1851710,407,122
"2017-01-15 00:00:00",327,523,966,810,1726,2794499,501,139
"2017-01-16 00:00:00",564,791,1139,1012,2303,4760986,580,170
"2017-01-17 00:00:00",533,866,1267,1115,2679,4476040,623,184
"2017-01-18 00:00:00",544,813,1273,1097,2619,3242486,649,213
"2017-01-19 00:00:00",457,780,1224,1014,2459,1859271,644,194
"2017-01-20 00:00:00",363,782,986,902,1901,16449869,497,173
"2017-01-21 00:00:00",232,539,778,732,1413,2861844,417,136
"2017-01-22 00:00:00",268,625,783,801,1609,4038398,455,124
"2017-01-23 00:00:00",510,901,1146,1104,2312,5116972,630,229
"2017-01-24 00:00:00",473,1107,1222,1094,2430,5007011,634,217
"2017-01-25 00:00:00",555,925,1131,1082,2393,4233784,650,289
"2017-01-26 00:00:00",491,911,1157,1017,2360,2594205,633,261
"2017-01-27 00:00:00",425,704,991,843,1892,177518,563,155
"2017-01-28 00:00:00",280,504,741,755,1394,3254145,438,121
"2017-01-29 00:00:00",304,564,750,785,1593,5129933,458,137
"2017-01-30 00:00:00",433,826,1189,1287,2422,7116578,632,239
"2017-01-31 00:00:00",488,814,1165,1064,2445,5530401,642,190
"2017-02-01 00:00:00",463,802,1188,1067,2311,4306158,622,206
"2017-02-02 00:00:00",636,840,1147,1048,2479,827444,735,246
"2017-02-03 00:00:00",396,759,1009,950,2264,646128,752,211
"2017-02-04 00:00:00",267,450,712,767,1344,2621040,389,132
"2017-02-05 00:00:00",313,530,817,816,1645,2949522,459,109
"2017-02-06 00:00:00",446,733,1105,978,2372,4959966,582,239
"2017-02-07 00:00:00",417,894,1416,1133,2508,2470795,657,232
"2017-02-08 00:00:00",455,817,1266,1301,2387,645701,702,304
"2017-02-09 00:00:00",433,787,1144,1152,2517,244920,656,308
"2017-02-10 00:00:00",347,758,964,922,2134,14919666,610,300
"2017-02-11 00:00:00",261,520,756,711,1457,1584698,457,203
"2017-02-12 00:00:00",288,657,863,814,1616,1199027,498,165
"2017-02-13 00:00:00",463,840,1143,1153,2514,2697085,684,285
"2017-02-14 00:00:00",496,922,1133,1119,2312,2264805,728,290
"2017-02-15 00:00:00",485,867,1093,1039,2409,3467290,684,307
"2017-02-16 00:00:00",545,859,1183,1105,2531,547280,658,256
"2017-02-17 00:00:00",469,759,929,926,2084,14751160,620,225
"2017-02-18 00:00:00",351,624,722,695,1366,723243,592,171
"2017-02-19 00:00:00",404,585,770,838,1644,1404216,676,157
"2017-02-20 00:00:00",504,768,1037,1047,2151,3672797,693,233
"2017-02-21 00:00:00",539,910,1279,1139,2491,2206816,678,232
"2017-02-22 00:00:00",532,916,1179,1077,2447,1411072,775,269
"2017-02-23 00:00:00",442,833,1050,932,2365,709310,677,243
"2017-02-24 00:00:00",426,743,949,881,1935,14940697,598,207
"2017-02-25 00:00:00",312,540,727,664,1284,1869514,471,118
"2017-02-26 00:00:00",346,775,1399,814,3270,2013794,1138,150
"2017-02-27 00:00:00",494,818,1047,1041,2193,4328550,716,299
"2017-02-28 00:00:00",551,886,1181,1020,2279,2131882,697,265
"2017-03-01 00:00:00",482,816,978,890,2103,1607600,741,297
"2017-03-02 00:00:00",450,843,1004,971,2051,14873970,716,253
"2017-03-03 00:00:00",461,698,889,894,1903,15102430,596,222
"2017-03-04 00:00:00",346,468,550,619,1278,1850901,483,155
"2017-03-05 00:00:00",354,565,748,749,1451,1645712,500,136
"2017-03-06 00:00:00",941,895,1028,1036,2113,4078213,793,273
"2017-03-07 00:00:00",680,859,979,994,2225,3284745,731,226
"2017-03-08 00:00:00",581,804,989,990,1854,2655004,736,248
"2017-03-09 00:00:00",495,834,1011,909,2026,1907334,749,191
"2017-03-10 00:00:00",469,746,899,854,1758,15064533,650,194
"2017-03-11 00:00:00",272,486,634,654,1072,1678286,374,122
"2017-03-12 00:00:00",310,540,664,724,1267,3471254,628,161
"2017-03-13 00:00:00",437,819,905,924,1986,3399657,659,242
"2017-03-14 00:00:00",469,793,979,978,1933,650950,776,236
"2017-03-15 00:00:00",429,764,928,905,1871,334478,699,229
"2017-03-16 00:00:00",455,820,903,875,1827,16400327,649,215
"2017-03-17 00:00:00",421,678,763,764,1550,15068241,583,177
"2017-03-18 00:00:00",254,490,668,650,1071,458353,447,116
"2017-03-19 00:00:00",265,493,590,718,1306,14550660,552,157
"2017-03-20 00:00:00",402,750,910,1087,1898,14452128,751,269
"2017-03-21 00:00:00",443,852,970,946,2002,13288790,731,294
"2017-03-22 00:00:00",439,898,926,992,2030,12700131,733,301
"2017-03-23 00:00:00",431,730,982,829,1807,11723046,696,272
"2017-03-24 00:00:00",406,677,812,724,1744,12564649,607,198
"2017-03-25 00:00:00",266,467,525,650,1018,15089300,395,115
"2017-03-26 00:00:00",276,567,591,671,1194,14870085,548,149
"2017-03-27 00:00:00",437,773,940,937,1965,16456595,790,279
"2017-03-28 00:00:00",476,807,766,1016,2035,15903539,716,256
"2017-03-29 00:00:00",397,833,968,884,2182,3322488,621,298
"2017-03-30 00:00:00",426,738,851,874,1875,14381030,646,317
"2017-03-31 00:00:00",348,704,688,754,1612,13329993,531,231
"2017-04-01 00:00:00",171,425,510,579,1053,13248931,385,147
"2017-04-02 00:00:00",235,509,600,639,1319,11815175,429,244
"2017-04-03 00:00:00",353,695,882,927,1978,1954804,757,264
"2017-04-04 00:00:00",341,785,878,919,1758,2290711,690,271
"2017-04-05 00:00:00",316,798,821,910,1763,2280776,646,270
"2017-04-06 00:00:00",323,823,802,826,1686,645237,672,247
"2017-04-07 00:00:00",273,650,734,732,1325,14655985,597,227
"2017-04-08 00:00:00",194,502,489,541,1054,2320764,483,137
"2017-04-09 00:00:00",211,559,529,677,1022,2205548,448,136
