DateTime, Centers for Disease Control and Prevention[en]
2015-05-20, 836
2015-05-21, 767
2015-05-22, 772
2015-05-23, 469
2015-05-24, 631
2015-05-25, 760
2015-05-26, 825
2015-05-27, 796
2015-05-28, 965
2015-05-29, 798
2015-05-30, 625
2015-05-31, 620
2015-06-01, 868
2015-06-02, 897
2015-06-03, 914
2015-06-04, 884
2015-06-05, 750
2015-06-06, 935
2015-06-07, 724
2015-06-08, 880
2015-06-09, 843
2015-06-10, 1049
2015-06-11, 1249
2015-06-12, 983
2015-06-13, 631
2015-06-14, 498
2015-06-15, 700
2015-06-16, 610
2015-06-17, 594
2015-06-18, 578
2015-06-19, 515
2015-06-20, 343
2015-06-21, 365
2015-06-22, 519
2015-06-23, 608
2015-06-24, 537
2015-06-25, 527
2015-06-26, 523
2015-06-27, 458
2015-06-28, 472
2015-06-29, 602
2015-06-30, 659
2015-07-01, 678
2015-07-02, 692
2015-07-03, 553
2015-07-04, 405
2015-07-05, 391
2015-07-06, 633
2015-07-07, 761
2015-07-08, 723
2015-07-09, 667
2015-07-10, 576
2015-07-11, 484
2015-07-12, 564
2015-07-13, 634
2015-07-14, 660
2015-07-15, 607
2015-07-16, 596
2015-07-17, 607
2015-07-18, 416
2015-07-19, 428
2015-07-20, 619
2015-07-21, 580
2015-07-22, 619
2015-07-23, 662
2015-07-24, 530
2015-07-25, 437
2015-07-26, 503
2015-07-27, 754
2015-07-28, 647
2015-07-29, 742
2015-07-30, 647
2015-07-31, 568
2015-08-01, 471
2015-08-02, 450
2015-08-03, 657
2015-08-04, 805
2015-08-05, 765
2015-08-06, 621
2015-08-07, 566
2015-08-08, 370
2015-08-09, 391
2015-08-10, 539
2015-08-11, 615
2015-08-12, 594
2015-08-13, 604
2015-08-14, 535
2015-08-15, 455
2015-08-16, 475
2015-08-17, 617
2015-08-18, 570
2015-08-19, 605
2015-08-20, 666
2015-08-21, 583
2015-08-22, 383
2015-08-23, 437
2015-08-24, 675
2015-08-25, 674
2015-08-26, 652
2015-08-27, 675
2015-08-28, 670
2015-08-29, 535
2015-08-30, 522
2015-08-31, 791
2015-09-01, 845
2015-09-02, 757
2015-09-03, 696
2015-09-04, 611
2015-09-05, 516
2015-09-06, 555
2015-09-07, 684
2015-09-08, 796
2015-09-09, 767
2015-09-10, 845
2015-09-11, 670
2015-09-12, 517
2015-09-13, 572
2015-09-14, 904
2015-09-15, 849
2015-09-16, 914
2015-09-17, 783
2015-09-18, 753
2015-09-19, 515
2015-09-20, 632
2015-09-21, 907
2015-09-22, 810
2015-09-23, 827
2015-09-24, 808
2015-09-25, 746
2015-09-26, 582
2015-09-27, 658
2015-09-28, 885
2015-09-29, 781
2015-09-30, 807
2015-10-01, 913
2015-10-02, 765
2015-10-03, 614
2015-10-04, 732
2015-10-05, 992
2015-10-06, 1159
2015-10-07, 1075
2015-10-08, 961
2015-10-09, 970
2015-10-10, 799
2015-10-11, 614
2015-10-12, 974
2015-10-13, 1049
2015-10-14, 940
2015-10-15, 903
2015-10-16, 814
2015-10-17, 567
2015-10-18, 560
2015-10-19, 897
2015-10-20, 878
2015-10-21, 924
2015-10-22, 905
2015-10-23, 841
2015-10-24, 603
2015-10-25, 572
2015-10-26, 949
2015-10-27, 1170
2015-10-28, 984
2015-10-29, 869
2015-10-30, 837
2015-10-31, 598
2015-11-01, 586
2015-11-02, 897
2015-11-03, 906
2015-11-04, 923
2015-11-05, 896
2015-11-06, 874
2015-11-07, 561
2015-11-08, 650
2015-11-09, 947
2015-11-10, 997
2015-11-11, 876
2015-11-12, 856
2015-11-13, 808
2015-11-14, 632
2015-11-15, 669
2015-11-16, 980
2015-11-17, 951
2015-11-18, 1025
2015-11-19, 932
2015-11-20, 852
2015-11-21, 607
2015-11-22, 628
2015-11-23, 932
2015-11-24, 951
2015-11-25, 680
2015-11-26, 532
2015-11-27, 504
2015-11-28, 476
2015-11-29, 648
2015-11-30, 962
2015-12-01, 1005
2015-12-02, 1066
2015-12-03, 1261
2015-12-04, 1191
2015-12-05, 721
2015-12-06, 703
2015-12-07, 1101
2015-12-08, 1035
2015-12-09, 975
2015-12-10, 1001
2015-12-11, 802
2015-12-12, 518
2015-12-13, 638
2015-12-14, 953
2015-12-15, 842
2015-12-16, 801
2015-12-17, 724
2015-12-18, 566
2015-12-19, 486
2015-12-20, 468
2015-12-21, 568
2015-12-22, 535
2015-12-23, 555
2015-12-24, 464
2015-12-25, 317
2015-12-26, 359
2015-12-27, 406
2015-12-28, 506
2015-12-29, 598
2015-12-30, 683
2015-12-31, 460
2016-01-01, 285
2016-01-02, 368
2016-01-03, 405
2016-01-04, 560
2016-01-05, 669
2016-01-06, 703
2016-01-07, 667
2016-01-08, 596
2016-01-09, 442
2016-01-10, 429
2016-01-11, 638
2016-01-12, 757
2016-01-13, 645
2016-01-14, 756
2016-01-15, 638
2016-01-16, 535
2016-01-17, 609
2016-01-18, 841
2016-01-19, 854
2016-01-20, 921
2016-01-21, 971
2016-01-22, 792
2016-01-23, 601
2016-01-24, 711
2016-01-25, 1182
2016-01-26, 1153
2016-01-27, 1427
2016-01-28, 1562
2016-01-29, 1203
2016-01-30, 634
2016-01-31, 686
2016-02-01, 1302
2016-02-02, 1335
2016-02-03, 1510
2016-02-04, 1399
2016-02-05, 1279
2016-02-06, 775
2016-02-07, 825
2016-02-08, 1159
2016-02-09, 1136
2016-02-10, 1092
2016-02-11, 950
2016-02-12, 866
2016-02-13, 686
2016-02-14, 571
2016-02-15, 870
2016-02-16, 951
2016-02-17, 865
2016-02-18, 861
2016-02-19, 854
2016-02-20, 563
2016-02-21, 630
2016-02-22, 1042
2016-02-23, 1063
2016-02-24, 1036
2016-02-25, 977
2016-02-26, 977
2016-02-27, 589
2016-02-28, 677
2016-02-29, 944
2016-03-01, 937
2016-03-02, 1067
2016-03-03, 942
2016-03-04, 836
2016-03-05, 561
2016-03-06, 579
2016-03-07, 857
2016-03-08, 1057
2016-03-09, 894
2016-03-10, 886
2016-03-11, 805
2016-03-12, 628
2016-03-13, 724
2016-03-14, 890
2016-03-15, 876
2016-03-16, 948
2016-03-17, 867
2016-03-18, 785
2016-03-19, 529
2016-03-20, 603
2016-03-21, 904
2016-03-22, 809
2016-03-23, 900
2016-03-24, 741
2016-03-25, 583
2016-03-26, 469
2016-03-27, 551
2016-03-28, 903
2016-03-29, 959
2016-03-30, 897
2016-03-31, 776
2016-04-01, 674
2016-04-02, 560
2016-04-03, 551
2016-04-04, 767
2016-04-05, 835
2016-04-06, 865
2016-04-07, 785
2016-04-08, 730
2016-04-09, 477
2016-04-10, 577
2016-04-11, 1082
2016-04-12, 1128
2016-04-13, 1071
2016-04-14, 1221
2016-04-15, 880
2016-04-16, 542
2016-04-17, 618
2016-04-18, 984
2016-04-19, 983
2016-04-20, 995
2016-04-21, 897
2016-04-22, 715
2016-04-23, 575
2016-04-24, 554
2016-04-25, 881
2016-04-26, 901
2016-04-27, 851
2016-04-28, 857
2016-04-29, 720
2016-04-30, 490
2016-05-01, 648
2016-05-02, 1032
2016-05-03, 975
2016-05-04, 999
2016-05-05, 769
2016-05-06, 651
2016-05-07, 442
2016-05-08, 493
2016-05-09, 972
2016-05-10, 832
2016-05-11, 888
2016-05-12, 738
2016-05-13, 682
2016-05-14, 488
2016-05-15, 597
2016-05-16, 828
2016-05-17, 804
2016-05-18, 769
2016-05-19, 822
2016-05-20, 756
2016-05-21, 527
2016-05-22, 480
2016-05-23, 776
2016-05-24, 814
2016-05-25, 700
2016-05-26, 784
2016-05-27, 706
2016-05-28, 505
2016-05-29, 508
2016-05-30, 522
2016-05-31, 720
2016-06-01, 817
2016-06-02, 716
2016-06-03, 613
2016-06-04, 422
2016-06-05, 508
2016-06-06, 716
2016-06-07, 697
2016-06-08, 916
2016-06-09, 715
2016-06-10, 564
2016-06-11, 421
2016-06-12, 482
2016-06-13, 730
2016-06-14, 800
2016-06-15, 858
2016-06-16, 742
2016-06-17, 691
2016-06-18, 452
2016-06-19, 460
2016-06-20, 743
2016-06-21, 728
2016-06-22, 706
2016-06-23, 743
2016-06-24, 671
2016-06-25, 552
2016-06-26, 453
2016-06-27, 684
2016-06-28, 711
2016-06-29, 861
2016-06-30, 725
2016-07-01, 512
2016-07-02, 365
2016-07-03, 438
2016-07-04, 537
2016-07-05, 644
2016-07-06, 597
2016-07-07, 642
2016-07-08, 600
2016-07-09, 366
2016-07-10, 355
2016-07-11, 618
2016-07-12, 641
2016-07-13, 585
2016-07-14, 566
2016-07-15, 537
2016-07-16, 350
2016-07-17, 370
2016-07-18, 623
2016-07-19, 632
2016-07-20, 558
2016-07-21, 533
2016-07-22, 681
2016-07-23, 392
2016-07-24, 386
2016-07-25, 588
2016-07-26, 596
2016-07-27, 597
2016-07-28, 539
2016-07-29, 524
2016-07-30, 433
2016-07-31, 434
2016-08-01, 664
2016-08-02, 787
2016-08-03, 616
2016-08-04, 631
2016-08-05, 613
2016-08-06, 390
2016-08-07, 453
2016-08-08, 632
2016-08-09, 605
2016-08-10, 697
2016-08-11, 564
2016-08-12, 471
2016-08-13, 402
2016-08-14, 435
2016-08-15, 533
2016-08-16, 537
2016-08-17, 550
2016-08-18, 550
2016-08-19, 515
2016-08-20, 366
2016-08-21, 436
2016-08-22, 713
2016-08-23, 645
2016-08-24, 670
2016-08-25, 664
2016-08-26, 759
2016-08-27, 439
2016-08-28, 460
2016-08-29, 718
2016-08-30, 927
2016-08-31, 845
2016-09-01, 757
2016-09-02, 728
2016-09-03, 437
2016-09-04, 438
2016-09-05, 704
2016-09-06, 817
2016-09-07, 875
2016-09-08, 804
2016-09-09, 772
2016-09-10, 477
2016-09-11, 534
2016-09-12, 882
2016-09-13, 851
2016-09-14, 862
2016-09-15, 773
2016-09-16, 663
2016-09-17, 423
2016-09-18, 569
2016-09-19, 849
2016-09-20, 839
2016-09-21, 808
2016-09-22, 916
2016-09-23, 697
2016-09-24, 447
2016-09-25, 476
2016-09-26, 793
2016-09-27, 793
2016-09-28, 981
2016-09-29, 761
2016-09-30, 676
2016-10-01, 400
2016-10-02, 481
2016-10-03, 743
2016-10-04, 801
2016-10-05, 754
2016-10-06, 778
2016-10-07, 663
2016-10-08, 466
2016-10-09, 512
2016-10-10, 698
2016-10-11, 736
2016-10-12, 720
2016-10-13, 790
2016-10-14, 754
2016-10-15, 445
2016-10-16, 516
2016-10-17, 842
2016-10-18, 866
2016-10-19, 815
2016-10-20, 886
2016-10-21, 732
2016-10-22, 457
2016-10-23, 534
2016-10-24, 892
2016-10-25, 980
2016-10-26, 962
2016-10-27, 1066
2016-10-28, 780
2016-10-29, 535
2016-10-30, 561
2016-10-31, 888
2016-11-01, 806
2016-11-02, 888
2016-11-03, 850
2016-11-04, 825
2016-11-05, 589
2016-11-06, 528
2016-11-07, 915
2016-11-08, 919
2016-11-09, 787
2016-11-10, 846
2016-11-11, 630
2016-11-12, 490
2016-11-13, 556
2016-11-14, 986
2016-11-15, 927
2016-11-16, 937
2016-11-17, 870
2016-11-18, 778
2016-11-19, 519
2016-11-20, 562
2016-11-21, 1038
2016-11-22, 819
2016-11-23, 672
2016-11-24, 494
2016-11-25, 478
2016-11-26, 537
2016-11-27, 620
2016-11-28, 872
2016-11-29, 962
2016-11-30, 958
2016-12-01, 910
2016-12-02, 724
2016-12-03, 521
2016-12-04, 574
2016-12-05, 855
2016-12-06, 901
2016-12-07, 864
2016-12-08, 839
2016-12-09, 695
2016-12-10, 456
2016-12-11, 561
2016-12-12, 774
2016-12-13, 775
2016-12-14, 787
2016-12-15, 663
2016-12-16, 535
2016-12-17, 396
2016-12-18, 490
2016-12-19, 640
2016-12-20, 598
2016-12-21, 583
2016-12-22, 501
2016-12-23, 434
2016-12-24, 288
2016-12-25, 251
2016-12-26, 314
2016-12-27, 435
2016-12-28, 496
2016-12-29, 503
2016-12-30, 579
2016-12-31, 309
2017-01-01, 289
2017-01-02, 454
2017-01-03, 605
2017-01-04, 663
2017-01-05, 668
2017-01-06, 585
2017-01-07, 430
2017-01-08, 446
2017-01-09, 664
2017-01-10, 724
2017-01-11, 746
2017-01-12, 736
2017-01-13, 725
2017-01-14, 471
2017-01-15, 523
2017-01-16, 791
2017-01-17, 866
2017-01-18, 813
2017-01-19, 780
2017-01-20, 782
2017-01-21, 539
2017-01-22, 625
2017-01-23, 901
2017-01-24, 1107
2017-01-25, 925
2017-01-26, 911
2017-01-27, 704
2017-01-28, 504
2017-01-29, 564
2017-01-30, 826
2017-01-31, 814
2017-02-01, 802
2017-02-02, 840
2017-02-03, 759
2017-02-04, 450
2017-02-05, 530
2017-02-06, 733
2017-02-07, 894
2017-02-08, 817
2017-02-09, 787
2017-02-10, 758
2017-02-11, 520
2017-02-12, 657
2017-02-13, 840
2017-02-14, 922
2017-02-15, 867
2017-02-16, 859
2017-02-17, 759
2017-02-18, 624
2017-02-19, 585
2017-02-20, 768
2017-02-21, 910
2017-02-22, 916
2017-02-23, 833
2017-02-24, 743
2017-02-25, 540
2017-02-26, 775
2017-02-27, 818
2017-02-28, 886
2017-03-01, 816
2017-03-02, 843
2017-03-03, 698
2017-03-04, 468
2017-03-05, 565
2017-03-06, 895
2017-03-07, 859
2017-03-08, 804
2017-03-09, 834
2017-03-10, 746
2017-03-11, 486
2017-03-12, 540
2017-03-13, 819
2017-03-14, 793
2017-03-15, 764
2017-03-16, 820
2017-03-17, 678
2017-03-18, 490
2017-03-19, 493
2017-03-20, 750
2017-03-21, 852
2017-03-22, 898
2017-03-23, 730
2017-03-24, 677
2017-03-25, 467
2017-03-26, 567
2017-03-27, 773
2017-03-28, 807
2017-03-29, 833
2017-03-30, 738
2017-03-31, 704
2017-04-01, 425
2017-04-02, 509
2017-04-03, 695
2017-04-04, 785
2017-04-05, 798
2017-04-06, 823
2017-04-07, 650
2017-04-08, 502
2017-04-09, 559
2017-04-10, 795
2017-04-11, 724
2017-04-12, 716
2017-04-13, 657
2017-04-14, 542
2017-04-15, 422
2017-04-16, 422
2017-04-17, 758
2017-04-18, 809
2017-04-19, 845
2017-04-20, 801
2017-04-21, 636
2017-04-22, 569
2017-04-23, 520
2017-04-24, 837
2017-04-25, 830
2017-04-26, 713
2017-04-27, 774
2017-04-28, 686
2017-04-29, 394
2017-04-30, 428
2017-05-01, 692
2017-05-02, 806
2017-05-03, 671
2017-05-04, 667
2017-05-05, 596
2017-05-06, 392
2017-05-07, 455
2017-05-08, 736
2017-05-09, 673
2017-05-10, 656
2017-05-11, 591
2017-05-12, 556
2017-05-13, 399
2017-05-14, 428
2017-05-15, 645
2017-05-16, 647
2017-05-17, 677
2017-05-18, 643
2017-05-19, 592
2017-05-20, 562
2017-05-21, 599
2017-05-22, 713
2017-05-23, 679
2017-05-24, 704
2017-05-25, 570
2017-05-26, 502
2017-05-27, 397
2017-05-28, 540
2017-05-29, 470
2017-05-30, 665
2017-05-31, 744
2017-06-01, 582
2017-06-02, 539
2017-06-03, 343
2017-06-04, 390
2017-06-05, 572
2017-06-06, 593
2017-06-07, 589
2017-06-08, 580
2017-06-09, 507
2017-06-10, 382
2017-06-11, 427
2017-06-12, 579
2017-06-13, 627
2017-06-14, 599
2017-06-15, 547
2017-06-16, 497
2017-06-17, 356
2017-06-18, 398
2017-06-19, 559
2017-06-20, 548
2017-06-21, 701
2017-06-22, 512
2017-06-23, 454
2017-06-24, 318
2017-06-25, 368
2017-06-26, 571
2017-06-27, 554
2017-06-28, 567
2017-06-29, 553
2017-06-30, 474
2017-07-01, 303
2017-07-02, 297
2017-07-03, 494
2017-07-04, 441
2017-07-05, 533
2017-07-06, 500
2017-07-07, 652
2017-07-08, 421
2017-07-09, 410
2017-07-10, 656
2017-07-11, 604
2017-07-12, 589
2017-07-13, 584
2017-07-14, 486
2017-07-15, 371
2017-07-16, 402
2017-07-17, 567
2017-07-18, 630
2017-07-19, 639
2017-07-20, 553
2017-07-21, 467
2017-07-22, 375
2017-07-23, 367
2017-07-24, 610
2017-07-25, 590
2017-07-26, 551
2017-07-27, 559
2017-07-28, 465
2017-07-29, 349
2017-07-30, 410
2017-07-31, 525
2017-08-01, 583
2017-08-02, 585
2017-08-03, 517
2017-08-04, 456
2017-08-05, 320
2017-08-06, 379
2017-08-07, 566
2017-08-08, 504
2017-08-09, 581
2017-08-10, 558
2017-08-11, 516
2017-08-12, 359
2017-08-13, 361
2017-08-14, 507
2017-08-15, 503
2017-08-16, 530
2017-08-17, 515
2017-08-18, 421
2017-08-19, 340
2017-08-20, 323
2017-08-21, 486
2017-08-22, 536
2017-08-23, 595
2017-08-24, 606
2017-08-25, 470
2017-08-26, 322
2017-08-27, 369
2017-08-28, 591
2017-08-29, 630
2017-08-30, 635
2017-08-31, 551
2017-09-01, 485
2017-09-02, 470
2017-09-03, 363
2017-09-04, 428
2017-09-05, 590
2017-09-06, 583
2017-09-07, 684
2017-09-08, 548
2017-09-09, 361
2017-09-10, 399
2017-09-11, 584
2017-09-12, 617
2017-09-13, 674
2017-09-14, 632
2017-09-15, 531
2017-09-16, 381
2017-09-17, 433
2017-09-18, 689
2017-09-19, 702
2017-09-20, 723
2017-09-21, 667
2017-09-22, 547
2017-09-23, 405
2017-09-24, 442
2017-09-25, 656
2017-09-26, 646
2017-09-27, 694
2017-09-28, 680
2017-09-29, 590
2017-09-30, 400
2017-10-01, 392
2017-10-02, 716
2017-10-03, 788
2017-10-04, 758
2017-10-05, 820
2017-10-06, 676
2017-10-07, 427
2017-10-08, 559
2017-10-09, 705
2017-10-10, 819
2017-10-11, 724
2017-10-12, 789
2017-10-13, 750
2017-10-14, 499
2017-10-15, 501
2017-10-16, 790
2017-10-17, 742
2017-10-18, 740
2017-10-19, 688
2017-10-20, 673
2017-10-21, 478
2017-10-22, 565
2017-10-23, 819
2017-10-24, 784
2017-10-25, 787
2017-10-26, 805
2017-10-27, 757
2017-10-28, 497
2017-10-29, 516
2017-10-30, 767
2017-10-31, 721
2017-11-01, 743
2017-11-02, 751
2017-11-03, 700
2017-11-04, 475
2017-11-05, 539
2017-11-06, 917
2017-11-07, 961
2017-11-08, 765
2017-11-09, 713
2017-11-10, 599
2017-11-11, 505
2017-11-12, 578
2017-11-13, 795
2017-11-14, 937
2017-11-15, 822
2017-11-16, 765
2017-11-17, 649
2017-11-18, 496
2017-11-19, 510
2017-11-20, 763
2017-11-21, 823
2017-11-22, 628
2017-11-23, 500
2017-11-24, 488
2017-11-25, 503
2017-11-26, 575
2017-11-27, 749
2017-11-28, 933
2017-11-29, 713
2017-11-30, 761
2017-12-01, 729
2017-12-02, 462
2017-12-03, 550
2017-12-04, 777
2017-12-05, 812
2017-12-06, 678
2017-12-07, 710
2017-12-08, 588
2017-12-09, 526
2017-12-10, 482
2017-12-11, 671
2017-12-12, 708
2017-12-13, 638
2017-12-14, 672
2017-12-15, 605
2017-12-16, 1914
2017-12-17, 1231
2017-12-18, 1177
2017-12-19, 880
2017-12-20, 679
2017-12-21, 638
2017-12-22, 458
2017-12-23, 368
2017-12-24, 299
2017-12-25, 333
2017-12-26, 374
2017-12-27, 447
2017-12-28, 432
2017-12-29, 349
2017-12-30, 310
2017-12-31, 315
2018-01-01, 285
2018-01-02, 508
2018-01-03, 525
2018-01-04, 514
2018-01-05, 559
2018-01-06, 516
2018-01-07, 472
2018-01-08, 651
2018-01-09, 730
2018-01-10, 804
2018-01-11, 703
2018-01-12, 615
2018-01-13, 420
2018-01-14, 403
2018-01-15, 586
2018-01-16, 630
2018-01-17, 708
2018-01-18, 655
2018-01-19, 685
2018-01-20, 524
2018-01-21, 542
2018-01-22, 843
2018-01-23, 786
2018-01-24, 747
2018-01-25, 700
2018-01-26, 719
2018-01-27, 549
2018-01-28, 567
2018-01-29, 1010
2018-01-30, 821
2018-01-31, 1885
2018-02-01, 1286
2018-02-02, 888
2018-02-03, 663
2018-02-04, 810
2018-02-05, 928
2018-02-06, 919
2018-02-07, 775
2018-02-08, 1242
2018-02-09, 1293
2018-02-10, 580
2018-02-11, 559
2018-02-12, 886
2018-02-13, 917
2018-02-14, 787
2018-02-15, 877
2018-02-16, 763
2018-02-17, 535
2018-02-18, 514
2018-02-19, 828
2018-02-20, 845
2018-02-21, 902
2018-02-22, 952
2018-02-23, 874
2018-02-24, 624
2018-02-25, 730
2018-02-26, 983
2018-02-27, 1056
2018-02-28, 1010
2018-03-01, 899
2018-03-02, 702
2018-03-03, 553
2018-03-04, 620
2018-03-05, 791
2018-03-06, 794
2018-03-07, 1020
2018-03-08, 951
2018-03-09, 730
2018-03-10, 466
2018-03-11, 605
2018-03-12, 935
2018-03-13, 874
2018-03-14, 881
2018-03-15, 823
2018-03-16, 664
2018-03-17, 495
2018-03-18, 519
2018-03-19, 724
2018-03-20, 868
2018-03-21, 802
2018-03-22, 885
2018-03-23, 737
2018-03-24, 503
2018-03-25, 558
2018-03-26, 852
2018-03-27, 788
2018-03-28, 794
2018-03-29, 741
2018-03-30, 569
2018-03-31, 478
2018-04-01, 399
2018-04-02, 654
2018-04-03, 842
2018-04-04, 852
2018-04-05, 907
2018-04-06, 828
2018-04-07, 446
2018-04-08, 451
2018-04-09, 801
2018-04-10, 735
2018-04-11, 795
2018-04-12, 848
2018-04-13, 676
2018-04-14, 453
2018-04-15, 539
2018-04-16, 800
2018-04-17, 832
2018-04-18, 773
2018-04-19, 777
2018-04-20, 668
2018-04-21, 521
2018-04-22, 554
2018-04-23, 844
2018-04-24, 788
2018-04-25, 807
2018-04-26, 750
2018-04-27, 623
2018-04-28, 477
2018-04-29, 452
2018-04-30, 814
2018-05-01, 710
2018-05-02, 739
2018-05-03, 732
2018-05-04, 568
2018-05-05, 439
2018-05-06, 468
2018-05-07, 780
2018-05-08, 714
2018-05-09, 782
2018-05-10, 720
2018-05-11, 616
2018-05-12, 480
2018-05-13, 508
2018-05-14, 938
2018-05-15, 966
2018-05-16, 777
2018-05-17, 751
2018-05-18, 626
2018-05-19, 452
2018-05-20, 651
2018-05-21, 884
2018-05-22, 800
2018-05-23, 745
2018-05-24, 698
2018-05-25, 548
2018-05-26, 379
2018-05-27, 439
2018-05-28, 528
2018-05-29, 756
2018-05-30, 658
2018-05-31, 674
2018-06-01, 534
2018-06-02, 421
2018-06-03, 471
2018-06-04, 725
2018-06-05, 654
2018-06-06, 666
2018-06-07, 790
2018-06-08, 555
2018-06-09, 418
2018-06-10, 415
2018-06-11, 739
2018-06-12, 560
2018-06-13, 641
2018-06-14, 546
2018-06-15, 497
2018-06-16, 331
2018-06-17, 345
2018-06-18, 596
2018-06-19, 547
2018-06-20, 769
2018-06-21, 524
2018-06-22, 474
2018-06-23, 364
2018-06-24, 394
2018-06-25, 558
2018-06-26, 527
2018-06-27, 590
2018-06-28, 593
2018-06-29, 567
2018-06-30, 407
2018-07-01, 361
2018-07-02, 611
2018-07-03, 536
2018-07-04, 443
2018-07-05, 514
2018-07-06, 455
2018-07-07, 326
2018-07-08, 394
2018-07-09, 649
2018-07-10, 568
2018-07-11, 593
2018-07-12, 573
2018-07-13, 519
2018-07-14, 406
2018-07-15, 443
2018-07-16, 579
2018-07-17, 587
2018-07-18, 539
2018-07-19, 551
2018-07-20, 492
2018-07-21, 321
2018-07-22, 376
2018-07-23, 591
2018-07-24, 578
2018-07-25, 539
2018-07-26, 607
2018-07-27, 455
2018-07-28, 309
2018-07-29, 413
2018-07-30, 575
2018-07-31, 519
2018-08-01, 577
2018-08-02, 557
2018-08-03, 428
2018-08-04, 320
2018-08-05, 372
2018-08-06, 582
2018-08-07, 616
2018-08-08, 513
2018-08-09, 579
2018-08-10, 474
2018-08-11, 365
2018-08-12, 381
2018-08-13, 541
2018-08-14, 486
2018-08-15, 472
2018-08-16, 545
2018-08-17, 517
2018-08-18, 350
2018-08-19, 372
2018-08-20, 577
2018-08-21, 489
2018-08-22, 631
2018-08-23, 594
2018-08-24, 745
2018-08-25, 441
2018-08-26, 403
2018-08-27, 619
2018-08-28, 689
2018-08-29, 688
2018-08-30, 682
2018-08-31, 545
2018-09-01, 375
2018-09-02, 427
2018-09-03, 526
2018-09-04, 675
2018-09-05, 787
2018-09-06, 701
2018-09-07, 613
2018-09-08, 388
2018-09-09, 460
2018-09-10, 732
2018-09-11, 952
2018-09-12, 802
2018-09-13, 593
2018-09-14, 621
2018-09-15, 387
2018-09-16, 463
2018-09-17, 680
2018-09-18, 694
2018-09-19, 685
2018-09-20, 741
2018-09-21, 590
2018-09-22, 644
2018-09-23, 785
2018-09-24, 921
2018-09-25, 682
2018-09-26, 743
2018-09-27, 703
2018-09-28, 593
2018-09-29, 440
2018-09-30, 473
2018-10-01, 944
2018-10-02, 638
2018-10-03, 658
2018-10-04, 673
2018-10-05, 573
2018-10-06, 365
2018-10-07, 459
2018-10-08, 724
2018-10-09, 722
2018-10-10, 703
2018-10-11, 738
2018-10-12, 622
2018-10-13, 400
2018-10-14, 501
2018-10-15, 741
2018-10-16, 738
2018-10-17, 770
2018-10-18, 725
2018-10-19, 569
2018-10-20, 391
2018-10-21, 465
2018-10-22, 753
2018-10-23, 703
2018-10-24, 787
2018-10-25, 721
2018-10-26, 643
2018-10-27, 456
2018-10-28, 460
2018-10-29, 868
2018-10-30, 997
2018-10-31, 703
2018-11-01, 696
2018-11-02, 826
2018-11-03, 443
2018-11-04, 394
2018-11-05, 768
2018-11-06, 640
2018-11-07, 661
2018-11-08, 703
2018-11-09, 617
2018-11-10, 413
2018-11-11, 481
2018-11-12, 732
2018-11-13, 826
2018-11-14, 763
2018-11-15, 733
2018-11-16, 583
2018-11-17, 457
2018-11-18, 507
2018-11-19, 664
2018-11-20, 761
2018-11-21, 875
2018-11-22, 538
2018-11-23, 474
2018-11-24, 414
2018-11-25, 511
2018-11-26, 742
2018-11-27, 758
2018-11-28, 793
2018-11-29, 819
2018-11-30, 745
2018-12-01, 659
2018-12-02, 567
2018-12-03, 2226
2018-12-04, 938
2018-12-05, 836
2018-12-06, 837
2018-12-07, 663
2018-12-08, 697
2018-12-09, 1194
2018-12-10, 3460
2018-12-11, 2248
2018-12-12, 693
2018-12-13, 705
2018-12-14, 558
2018-12-15, 330
2018-12-16, 592
2018-12-17, 594
2018-12-18, 530
2018-12-19, 511
2018-12-20, 493
2018-12-21, 414
2018-12-22, 261
2018-12-23, 300
2018-12-24, 321
2018-12-25, 223
2018-12-26, 363
2018-12-27, 410
2018-12-28, 378
2018-12-29, 282
2018-12-30, 274
2018-12-31, 338
2019-01-01, 281
2019-01-02, 505
2019-01-03, 499
2019-01-04, 490
2019-01-05, 340
2019-01-06, 443
2019-01-07, 503
2019-01-08, 562
2019-01-09, 566
2019-01-10, 654
2019-01-11, 612
2019-01-12, 642
2019-01-13, 436
2019-01-14, 663
2019-01-15, 651
2019-01-16, 848
2019-01-17, 632
2019-01-18, 591
2019-01-19, 409
2019-01-20, 422
2019-01-21, 509
2019-01-22, 592
2019-01-23, 582
2019-01-24, 612
2019-01-25, 534
2019-01-26, 416
2019-01-27, 454
2019-01-28, 688
2019-01-29, 646
2019-01-30, 697
2019-01-31, 656
2019-02-01, 575
2019-02-02, 408
2019-02-03, 450
2019-02-04, 687
2019-02-05, 612
2019-02-06, 637
2019-02-07, 709
2019-02-08, 637
2019-02-09, 388
2019-02-10, 441
2019-02-11, 780
2019-02-12, 790
2019-02-13, 710
2019-02-14, 737
2019-02-15, 578
2019-02-16, 431
2019-02-17, 505
2019-02-18, 757
2019-02-19, 768
2019-02-20, 679
2019-02-21, 669
2019-02-22, 628
2019-02-23, 448
2019-02-24, 488
2019-02-25, 728
2019-02-26, 651
2019-02-27, 683
2019-02-28, 817
2019-03-01, 614
2019-03-02, 392
2019-03-03, 498
2019-03-04, 667
2019-03-05, 646
2019-03-06, 645
2019-03-07, 770
2019-03-08, 590
2019-03-09, 436
2019-03-10, 527
2019-03-11, 709
