year,month,statefp,countyfp,rate/trap_night
2015,8,6,83,2.4871794871794872
2015,8,6,85,3.1179391845633693
2015,8,6,89,29.742024382882114
2015,8,6,97,44.19761904761904
2015,8,6,99,60.85497835497835
2015,8,6,101,38.62142857142857
2015,8,6,107,29.98825968825969
2015,8,6,111,0.4051704415465567
2015,8,6,113,120.07500264746373
2015,8,6,115,35.423469387755105
2015,8,34,1,7.451612903225806
2015,8,34,3,1.967741935483871
2015,8,34,7,0.0
2015,8,34,9,5.908602150537635
2015,8,34,11,7.877419354838709
2015,8,34,13,0.064516129032258
2015,8,34,15,0.0
2015,8,34,17,8.0
2015,8,34,19,0.032258064516129
2015,8,34,21,1.3096774193548384
2015,8,34,23,0.3638814016172507
2015,8,34,25,2.967741935483871
2015,8,34,27,0.7612903225806451
2015,8,34,29,5.5032258064516135
2015,8,34,31,0.0
2015,8,34,33,14.691756272401433
2015,8,34,35,0.032258064516129
2015,8,34,37,6.78494623655914
2015,8,38,105,8.0
2015,8,49,11,338.31089743589746
2015,8,49,35,662.92054366727
2015,8,53,67,7.6
2015,9,4,13,1.379184418746196
2015,9,6,1,9.688473027587419
2015,9,6,7,5.4311144645651686
2015,9,6,11,6.345864661654136
2015,9,6,13,80.02335963705687
2015,9,6,19,96.98516513634611
2015,9,6,21,22.345238095238095
2015,9,6,29,126.85702505151991
2015,9,6,31,8.666666666666668
2015,9,6,37,30.998593858241872
2015,9,6,41,7.452651515151516
2015,9,6,47,28.25
2015,9,6,61,17.80769230769231
2015,9,6,65,43.17023106380217
2015,9,6,67,62.27374481147811
2015,9,6,71,52.49862882653061
2015,9,6,83,2.7894736842105265
2015,9,6,85,2.2590472260903947
2015,9,6,89,16.824448547660175
2015,9,6,97,32.04672739541161
2015,9,6,99,131.00933328797106
2015,9,6,101,49.86891863182495
2015,9,6,107,36.22366522366522
2015,9,6,111,6.140404659717965
2015,9,6,113,138.83586952669413
2015,9,6,115,21.277981171548117
2015,9,34,1,3.791666666666667
2015,9,34,3,1.5333333333333334
2015,9,34,7,0.0
2015,9,34,9,2.966666666666667
2015,9,34,11,2.6533333333333333
2015,9,34,13,0.0888888888888888
2015,9,34,15,0.0
2015,9,34,17,3.0999999999999996
2015,9,34,19,0.0746268656716417
2015,9,34,21,0.3933333333333332
2015,9,34,23,0.3549295774647887
2015,9,34,25,2.1066666666666665
2015,9,34,27,0.56
2015,9,34,29,2.6133333333333333
2015,9,34,31,0.0
2015,9,34,33,9.586466165413531
2015,9,34,35,0.0
2015,9,34,37,1.3222222222222222
2015,9,49,11,73.16363636363636
2015,9,49,35,140.7962962962963
2015,9,53,67,0.75
2015,10,4,13,2.2583382094792275
2015,10,6,1,9.466836734693878
2015,10,6,7,6.665178571428571
2015,10,6,11,25.142857142857142
2015,10,6,13,162.56694041252865
2015,10,6,19,94.37641204498055
2015,10,6,21,29.257142857142856
2015,10,6,29,62.82552348588622
2015,10,6,31,6.0
2015,10,6,37,75.74529391932332
2015,10,6,41,5.210144927536232
2015,10,6,47,30.0
2015,10,6,61,12.245714285714284
2015,10,6,65,152.98027103002084
2015,10,6,67,48.71133668769736
2015,10,6,71,73.40062119712154
2015,10,6,83,2.27027027027027
2015,10,6,85,1.2802996855976985
2015,10,6,89,3.177078720905608
2015,10,6,97,7.93442848621117
2015,10,6,99,120.70089285714286
2015,10,6,101,20.922619047619047
2015,10,6,107,23.159160215810466
2015,10,6,111,6.537000439174352
2015,10,6,113,155.6206103949725
2015,10,6,115,2.40625
2015,10,34,1,1.137096774193548
2015,10,34,3,0.3612903225806451
2015,10,34,7,0.0
2015,10,34,9,0.6774193548387096
2015,10,34,11,1.0451612903225806
2015,10,34,15,0.0
2015,10,34,17,1.064516129032258
2015,10,34,19,0.0103092783505154
2015,10,34,21,0.0709677419354838
2015,10,34,23,0.041025641025640894
2015,10,34,25,0.2451612903225806
2015,10,34,27,0.0387096774193548
2015,10,34,29,0.0
2015,10,34,31,0.0
2015,10,34,33,1.6736401673640169
2015,10,34,35,0.0
2015,10,34,37,0.0
2015,11,4,13,0.8461538461538461
2015,11,6,1,2.2846115288220545
2015,11,6,7,2.533730158730159
2015,11,6,13,1.7564935064935063
2015,11,6,19,13.232184265010352
2015,11,6,21,2.357142857142857
2015,11,6,29,0.119047619047619
2015,11,6,37,36.63420162243692
2015,11,6,61,0.41025641025641024
2015,11,6,65,38.79334028864545
2015,11,6,67,7.533054680625408
2015,11,6,71,25.870195363034235
2015,11,6,85,0.1938775510204081
2015,11,6,89,0.3283582089552237
2015,11,6,97,0.1
2015,11,6,101,11.416666666666668
2015,11,6,111,0.23614035087719282
2015,11,6,113,15.869546628507608
2015,11,6,115,2.125
2015,12,4,13,0.1036804308797126
2015,12,6,1,0.3949579831932772
2015,12,6,13,0.0733249051833122
2015,12,6,19,0.0057142857142857
2015,12,6,29,0.0464285714285714
2015,12,6,37,86.18181818181819
2015,12,6,65,14.524096385542169
2015,12,6,67,1.5141451725523638
2015,12,6,71,0.1052631578947368
2015,12,6,85,0.0552995391705068
2015,12,6,111,0.015957446808510498
2015,12,6,113,1.1054082903397968
2016,1,4,13,0.0675359411568037
2016,1,6,1,0.1194805194805193
2016,1,6,13,0.0791925465838509
2016,1,6,19,0.0
2016,1,6,37,0.40615254951538127
2016,1,6,61,6.6
2016,1,6,65,47.20772058823529
2016,1,6,67,0.5880379822421267
2016,1,6,71,4.881118881118882
2016,1,6,85,0.1084745762711863
2016,1,6,111,0.0026666666666666
2016,1,6,113,0.7106881379161104
2016,2,4,13,0.3030506201810257
2016,2,6,1,1.0890269151138716
2016,2,6,13,0.37362637362637363
2016,2,6,19,3.375
2016,2,6,37,5.5
2016,2,6,61,1.7692307692307694
2016,2,6,65,168.86450216450214
2016,2,6,67,1.4548402800881952
2016,2,6,71,13.101409666283084
2016,2,6,83,1.8181818181818181
2016,2,6,85,0.2886597938144329
2016,2,6,111,0.013752455795677701
2016,2,6,113,2.416012558869701
2016,3,4,13,1.3205164187482459
2016,3,6,1,3.1239042880833923
2016,3,6,13,0.28944099378881977
2016,3,6,19,10.471539274649171
2016,3,6,37,32.73575838769804
2016,3,6,47,1.0
2016,3,6,65,220.25151515151512
2016,3,6,67,2.0193522284119485
2016,3,6,71,16.587761170041787
2016,3,6,83,1.3333333333333333
2016,3,6,85,0.1790540540540539
2016,3,6,89,1.2857142857142856
2016,3,6,99,2.0
2016,3,6,107,4.2
2016,3,6,111,0.0247252747252746
2016,3,6,113,1.781441949164603
2016,4,4,13,3.9650682756430613
2016,4,6,1,18.609508905283555
2016,4,6,7,3.445436507936508
2016,4,6,13,80.08771486349849
2016,4,6,19,64.81334010696698
2016,4,6,21,4.857142857142858
2016,4,6,29,55.026785714285715
2016,4,6,31,10.928571428571429
2016,4,6,37,70.05476277144189
2016,4,6,41,10.666666666666668
2016,4,6,47,24.5
2016,4,6,61,17.34468524251806
2016,4,6,65,151.66229242693586
2016,4,6,67,51.89739865500782
2016,4,6,71,41.12885679797444
2016,4,6,83,7.021739130434783
2016,4,6,85,2.15406162464986
2016,4,6,89,4.83266253869969
2016,4,6,97,64.5
2016,4,6,99,26.397664835164836
2016,4,6,101,1.8599999999999999
2016,4,6,107,15.934554973821989
2016,4,6,111,0.0669546436285096
2016,4,6,113,13.054552590266876
2016,4,6,115,1.7908163265306123
2016,4,34,21,0.0
2016,4,34,33,0.0
2016,4,49,11,17.916666666666664
2016,4,56,39,0.0
2016,5,4,13,9.33305785123967
2016,5,6,1,19.690893901420218
2016,5,6,7,6.480887837062536
2016,5,6,11,6.181818181818182
2016,5,6,13,47.57608695652174
2016,5,6,19,75.41140684052482
2016,5,6,21,5.924603174603174
2016,5,6,29,75.70568495514148
2016,5,6,31,21.0
2016,5,6,37,83.60999780509219
2016,5,6,41,13.902777777777779
2016,5,6,47,18.0
2016,5,6,61,6.2609396111844084
2016,5,6,65,86.90154270020847
2016,5,6,67,39.04559261920561
2016,5,6,71,44.392712550607285
2016,5,6,83,5.622641509433962
2016,5,6,85,6.327011438068237
2016,5,6,89,6.07683373175047
2016,5,6,97,60.65559947299078
2016,5,6,99,38.63142857142857
2016,5,6,101,3.1305418719211824
2016,5,6,107,29.745588235294115
2016,5,6,111,0.08754208754208749
2016,5,6,113,29.478666281146094
2016,5,6,115,3.193069306930693
2016,5,34,1,1.805194805194805
2016,5,34,3,0.56
2016,5,34,7,1.3699999999999999
2016,5,34,9,1.6569444444444446
2016,5,34,11,3.5354838709677416
2016,5,34,13,0.1827956989247312
2016,5,34,15,0.0
2016,5,34,17,1.8
2016,5,34,19,0.048780487804878
2016,5,34,21,0.1290322580645161
2016,5,34,23,1.6437908496732025
2016,5,34,25,2.329032258064516
2016,5,34,27,0.48
2016,5,34,29,1.3225806451612903
2016,5,34,31,0.0
2016,5,34,33,2.2825688073394494
2016,5,34,35,0.0
2016,5,34,37,1.7
2016,5,38,105,1.0218579234972678
2016,5,49,11,29.50144927536232
2016,5,49,35,48.30429292929293
2016,5,53,67,8.5
2016,5,56,39,0.0
2016,6,4,13,3.912594768388044
2016,6,6,1,37.849169619717564
2016,6,6,7,17.051620370370372
2016,6,6,11,20.3265306122449
2016,6,6,13,53.63742386781644
2016,6,6,19,95.81261885395018
2016,6,6,21,39.93227513227514
2016,6,6,29,151.97964233841685
2016,6,6,31,35.5
2016,6,6,37,180.28567137707108
2016,6,6,41,14.86111111111111
2016,6,6,47,40.0
2016,6,6,61,34.60612203112203
2016,6,6,65,117.02643330973955
2016,6,6,67,40.6951192850387
2016,6,6,71,62.95889242336611
2016,6,6,83,5.518518518518519
2016,6,6,85,5.849925335988054
2016,6,6,89,20.700449479711843
2016,6,6,97,51.96336206896552
2016,6,6,99,88.43537002081958
2016,6,6,101,216.52574002574005
2016,6,6,107,81.32506527415144
2016,6,6,111,1.0255530129672004
2016,6,6,113,130.5305860805861
2016,6,6,115,226.1234693877551
2016,6,34,1,3.7499999999999996
2016,6,34,3,1.52
2016,6,34,7,5.673333333333333
2016,6,34,9,10.116684841875683
2016,6,34,11,31.233333333333334
2016,6,34,13,0.1222222222222222
2016,6,34,15,0.0
2016,6,34,17,61.46666666666666
2016,6,34,19,0.0909090909090909
2016,6,34,21,0.4133333333333333
2016,6,34,23,3.4441913439635536
2016,6,34,25,5.7
2016,6,34,27,0.6866666666666666
2016,6,34,29,5.8533333333333335
2016,6,34,31,0.0
2016,6,34,33,12.129593810444874
2016,6,34,35,0.0083333333333333
2016,6,34,37,1.9333333333333331
2016,6,38,105,6.401923076923077
2016,6,49,11,149.77541371158392
2016,6,49,35,421.0227272727273
2016,6,53,67,93.4
2016,7,4,13,1.3593685397481676
2016,7,6,1,10.158152719541723
2016,7,6,7,22.669642857142858
2016,7,6,11,16.439560439560438
2016,7,6,13,25.142356241234225
2016,7,6,19,96.0758647474998
2016,7,6,21,36.11904761904762
2016,7,6,29,87.9917957228847
2016,7,6,31,17.0
2016,7,6,37,62.220492785557944
2016,7,6,41,24.441860465116278
2016,7,6,47,62.666666666666664
2016,7,6,61,59.11863121796612
2016,7,6,65,110.13334574407149
2016,7,6,67,43.31963576782487
2016,7,6,71,87.16735520118979
2016,7,6,83,6.32
2016,7,6,85,3.502411748440813
2016,7,6,89,45.85149572649573
2016,7,6,97,55.3026076674135
2016,7,6,99,77.16354040770284
2016,7,6,101,105.02318591670245
2016,7,6,107,85.45705100497082
2016,7,6,111,0.724235963041933
2016,7,6,113,310.9762703532197
2016,7,6,115,109.1514170040486
2016,7,34,1,6.870967741935484
2016,7,34,3,2.296774193548387
2016,7,34,7,4.032258064516129
2016,7,34,9,12.195675675675675
2016,7,34,11,15.258064516129032
2016,7,34,13,0.010752688172043
2016,7,34,15,0.0
2016,7,34,17,64.12903225806451
2016,7,34,19,0.1006711409395973
2016,7,34,21,1.335483870967742
2016,7,34,23,1.789598108747045
2016,7,34,25,6.193548387096774
2016,7,34,27,1.5548387096774194
2016,7,34,29,6.903225806451613
2016,7,34,31,9.129032258064516
2016,7,34,33,10.143362831858408
2016,7,34,35,0.1532258064516129
2016,7,34,37,2.4408602150537635
2016,7,38,105,2.8824027072758036
2016,7,49,11,209.37193763919822
2016,7,49,35,702.4572729451233
2016,7,53,67,18.125
2016,7,56,39,0.3168316831683168
2016,8,4,13,1.5655569920275803
2016,8,6,1,32.33282791705832
2016,8,6,7,11.18952380952381
2016,8,6,11,7.809523809523809
2016,8,6,13,13.826311468325988
2016,8,6,19,91.47851045510595
2016,8,6,21,10.876190476190477
2016,8,6,29,72.07752698029816
2016,8,6,31,12.0
2016,8,6,37,56.14193007121577
2016,8,6,41,11.915384615384616
2016,8,6,47,205.0
2016,8,6,61,64.15529641096205
2016,8,6,65,91.41513279231002
2016,8,6,67,36.55897639473377
2016,8,6,71,54.15775978407557
2016,8,6,83,5.706896551724138
2016,8,6,85,3.6424407016145106
2016,8,6,89,14.356898656898657
2016,8,6,97,14.197538200339558
2016,8,6,99,52.723290560102946
2016,8,6,101,39.17904761904762
2016,8,6,107,51.170421245421245
2016,8,6,111,0.9984984984984984
2016,8,6,113,145.48910058850106
2016,8,6,115,48.14795918367347
2016,8,34,1,2.669354838709677
2016,8,34,3,2.8838709677419354
2016,8,34,7,3.664516129032258
2016,8,34,9,4.651785714285714
2016,8,34,11,13.316129032258065
2016,8,34,13,0.032258064516129
2016,8,34,15,0.0
2016,8,34,17,10.387096774193548
2016,8,34,19,0.1695652173913043
2016,8,34,21,1.6258064516129032
2016,8,34,23,0.4439140811455847
2016,8,34,25,1.270967741935484
2016,8,34,27,2.967741935483871
2016,8,34,29,10.890322580645162
2016,8,34,31,6.645161290322581
2016,8,34,33,15.170529801324504
2016,8,34,35,0.0241935483870967
2016,8,34,37,6.010752688172043
2016,8,38,105,28.35311059907834
2016,8,49,11,456.278431372549
2016,8,49,35,714.4154362972794
2016,8,53,67,7.0
2016,8,56,39,0.1808510638297871
2016,9,4,13,2.963970014235202
2016,9,6,1,10.209896480331263
2016,9,6,7,3.2516361832525242
2016,9,6,11,16.152380952380952
2016,9,6,13,29.48348530901722
2016,9,6,19,67.87496393402687
2016,9,6,21,4.021428571428571
2016,9,6,29,153.72020921383375
2016,9,6,31,11.0
2016,9,6,37,49.43229166666667
2016,9,6,41,11.370000000000001
2016,9,6,47,62.0
2016,9,6,61,22.890578508365444
2016,9,6,65,122.92981508347685
2016,9,6,67,51.05196562936005
2016,9,6,71,98.0218925811031
2016,9,6,83,5.217391304347826
2016,9,6,85,5.972831011914751
2016,9,6,89,7.592211460855529
2016,9,6,97,14.161406402737049
2016,9,6,99,81.84290398126464
2016,9,6,101,20.904761904761905
2016,9,6,107,18.107249324628455
2016,9,6,111,3.0570745982030587
2016,9,6,113,81.13445617709094
2016,9,6,115,22.139455782312925
2016,9,34,1,2.1999999999999997
2016,9,34,3,1.3133333333333332
2016,9,34,7,2.213333333333334
2016,9,34,9,2.2947494033412887
2016,9,34,11,7.4399999999999995
2016,9,34,13,0.0
2016,9,34,15,0.0
2016,9,34,17,8.2
2016,9,34,19,0.0977443609022556
2016,9,34,21,0.52
2016,9,34,23,0.2710027100271002
2016,9,34,25,1.1866666666666665
2016,9,34,27,0.8133333333333334
2016,9,34,29,3.0133333333333336
2016,9,34,31,2.3333333333333335
2016,9,34,33,16.0
2016,9,34,35,0.05
2016,9,34,37,3.422222222222222
2016,9,38,105,3.2756756756756755
2016,9,49,11,182.2575406032483
2016,9,49,35,265.54794246426417
2016,10,4,13,2.2438860159448395
2016,10,6,1,3.562147076004414
2016,10,6,7,2.4583333333333335
2016,10,6,11,16.923076923076923
2016,10,6,13,13.197293705448836
2016,10,6,19,66.32563307496392
2016,10,6,21,2.714285714285714
2016,10,6,29,128.7930749157538
2016,10,6,37,33.91634829672079
2016,10,6,41,4.4854651162790695
2016,10,6,47,58.0
2016,10,6,61,8.395448079658605
2016,10,6,65,123.92536536145559
2016,10,6,67,20.874861084454633
2016,10,6,71,74.36978985926355
2016,10,6,83,1.3199999999999998
2016,10,6,85,4.531767103668613
2016,10,6,89,1.6546352583586625
2016,10,6,97,4.009888357256778
2016,10,6,99,36.27692307692308
2016,10,6,101,5.667701863354037
2016,10,6,107,8.983208658284259
2016,10,6,111,0.110185185185185
2016,10,6,113,30.54787714764779
2016,10,6,115,10.891891891891891
2016,10,34,1,1.8387096774193545
2016,10,34,3,0.2838709677419354
2016,10,34,7,0.0
2016,10,34,9,0.7320872274143302
2016,10,34,11,1.896774193548387
2016,10,34,13,0.0
2016,10,34,15,0.0
2016,10,34,17,1.7419354838709675
2016,10,34,19,0.021505376344086
2016,10,34,21,0.0
2016,10,34,23,0.0486725663716814
2016,10,34,25,0.4322580645161289
2016,10,34,27,0.1870967741935484
2016,10,34,29,0.0
2016,10,34,31,0.4838709677419355
2016,10,34,33,1.2836676217765044
2016,10,34,35,0.0
2016,10,34,37,0.3548387096774192
2016,10,38,105,1.2777777777777777
2016,10,49,35,9.803855569155447
2016,11,4,13,1.2154748573561562
2016,11,6,1,3.643867243867244
2016,11,6,7,0.6833333333333333
2016,11,6,13,0.20509554140127378
2016,11,6,19,39.03072064417859
2016,11,6,21,0.1428571428571428
2016,11,6,37,130.9632684512542
2016,11,6,61,1.2999999999999998
2016,11,6,65,66.86454121945573
2016,11,6,67,8.142728365384615
2016,11,6,71,54.79719598140651
2016,11,6,85,0.1695459579180508
2016,11,6,89,0.96514645902855
2016,11,6,97,0.7272727272727273
2016,11,6,111,0.040064102564102505
2016,11,6,113,3.3072484166080223
2016,12,4,13,0.4422640031335683
2016,12,6,1,0.5244708994708993
2016,12,6,13,0.017460317460317298
2016,12,6,19,0.2262305595638928
2016,12,6,37,61.9984984984985
2016,12,6,61,0.0416666666666666
2016,12,6,65,18.94312111801242
2016,12,6,67,2.7938871855491114
2016,12,6,71,0.1300448430493273
2016,12,6,85,0.5917931688804553
2016,12,6,89,0.0111111111111111
2016,12,6,97,0.0
2016,12,6,111,0.0109890109890109
2016,12,6,113,0.8772944783974193
2017,1,4,13,0.2425211033800727
2017,1,6,1,0.3013722730471497
2017,1,6,13,0.0146103896103895
2017,1,6,37,1.0
2017,1,6,61,0.43243243243243235
2017,1,6,65,29.018492822966508
2017,1,6,67,1.4840873817855913
2017,1,6,71,4.003571428571428
2017,1,6,85,0.0616883116883116
2017,1,6,89,0.0095238095238095
2017,1,6,111,0.0033613445378151
2017,1,6,113,0.6905462184873947
2017,2,4,13,0.6942567567567567
2017,2,6,1,0.39118932597193457
2017,2,6,13,0.12369337979094071
2017,2,6,37,0.5625
2017,2,6,61,0.5142857142857142
2017,2,6,65,61.335342894515556
2017,2,6,67,2.864171298730866
2017,2,6,71,6.186577800134138
2017,2,6,85,0.1548275647937494
2017,2,6,89,1.4827810266406756
2017,2,6,111,0.0274725274725274
2017,2,6,113,1.7789946729916788
2017,2,37,129,24.454545454545453
2017,3,4,13,7.692957746478873
2017,3,6,1,2.8085030622418463
2017,3,6,13,0.046728971962616696
2017,3,6,19,26.957219549140156
2017,3,6,31,0.0
2017,3,6,37,33.47938014758599
2017,3,6,47,35.0
2017,3,6,61,0.9999999999999999
2017,3,6,65,251.07318237137224
2017,3,6,67,2.3975654304732643
2017,3,6,71,35.290619977037885
2017,3,6,83,0.9761904761904762
2017,3,6,85,0.1070888828486001
2017,3,6,89,2.7031425364758697
2017,3,6,99,141.63636363636363
2017,3,6,111,0.0558035714285713
2017,3,6,113,1.0537505972288577
2017,3,37,129,16.236842105263158
2017,4,4,13,7.011824043261231
2017,4,6,1,8.649789582275785
2017,4,6,7,2.1619047619047613
2017,4,6,13,20.258138811079988
2017,4,6,19,141.87740022306625
2017,4,6,21,0.3333333333333333
2017,4,6,29,98.59010530562472
2017,4,6,31,32.0
2017,4,6,37,101.30086676098126
2017,4,6,41,1.5128205128205128
2017,4,6,61,4.903846153846154
2017,4,6,65,282.200986904816
2017,4,6,67,59.309927116864365
2017,4,6,71,76.96896476087466
2017,4,6,83,17.02857142857143
2017,4,6,85,0.2246153846153846
2017,4,6,89,4.332586135325861
2017,4,6,97,16.09775641025641
2017,4,6,99,342.9107142857143
2017,4,6,101,1.2380952380952381
2017,4,6,107,70.58120114579793
2017,4,6,111,0.043554006968641
2017,4,6,113,5.87658339197748
2017,4,6,115,1.6122448979591835
2017,4,34,21,0.0
2017,4,34,33,0.0
2017,4,37,67,21.166666666666664
2017,4,37,129,26.827586206896548
2017,4,37,175,9.0
2017,4,49,35,5.980392156862745
2017,5,4,13,2.2259958071278825
2017,5,6,1,9.242190547104917
2017,5,6,7,8.09113196125908
2017,5,6,11,4.542857142857143
2017,5,6,13,26.8561073987117
2017,5,6,19,67.7976092760013
2017,5,6,21,4.142857142857143
2017,5,6,29,180.12447496018746
2017,5,6,31,25.0
2017,5,6,37,91.2355832272185
2017,5,6,41,7.337254901960785
2017,5,6,61,4.175998168498168
2017,5,6,65,130.81157887338205
2017,5,6,67,49.94169345498282
2017,5,6,71,62.37419194326345
2017,5,6,83,9.380252100840336
2017,5,6,85,3.516559912513669
2017,5,6,89,4.090637209489668
2017,5,6,97,25.43333951132116
2017,5,6,99,87.87043808269505
2017,5,6,101,7.706546275395034
2017,5,6,107,97.12335249124929
2017,5,6,111,1.2142857142857142
2017,5,6,113,26.54915196666685
2017,5,6,115,12.855102040816327
2017,5,31,55,0.4999999999999999
2017,5,31,69,0.5
2017,5,31,111,0.1666666666666666
2017,5,34,1,2.558441558441558
2017,5,34,3,0.0
2017,5,34,7,0.0
2017,5,34,9,2.268939393939394
2017,5,34,11,3.1677419354838707
2017,5,34,13,0.0
2017,5,34,15,0.0
2017,5,34,17,1.3
2017,5,34,19,0.1075268817204301
2017,5,34,21,0.1419354838709677
2017,5,34,23,0.7421203438395415
2017,5,34,25,4.2709677419354835
2017,5,34,27,0.46
2017,5,34,29,4.593548387096774
2017,5,34,31,0.5
2017,5,34,33,5.407867494824017
2017,5,34,35,0.0
2017,5,34,37,5.183333333333333
2017,5,37,67,133.92712550607288
2017,5,37,129,39.170212765957444
2017,5,37,147,0.3636363636363636
2017,5,37,175,0.2
2017,5,49,11,27.162499999999998
2017,5,49,35,31.102822580645164
2017,5,53,67,11.25
2017,6,4,13,1.5367072960125068
2017,6,6,1,21.862577639751553
2017,6,6,7,15.404464285714287
2017,6,6,11,11.979591836734695
2017,6,6,13,27.62531328320802
2017,6,6,19,78.271061984399
2017,6,6,21,26.904761904761905
2017,6,6,29,101.06091086296786
2017,6,6,31,12.1
2017,6,6,37,131.5407621460847
2017,6,6,41,8.98076923076923
2017,6,6,61,4.882919811770416
2017,6,6,65,75.38785501315473
2017,6,6,67,70.4961789146134
2017,6,6,71,87.74389615871675
2017,6,6,83,21.90827517447657
2017,6,6,85,6.898994521236569
2017,6,6,89,43.99407781890403
2017,6,6,97,36.1877365723013
2017,6,6,99,31.22603648525019
2017,6,6,101,16.20144217435518
2017,6,6,107,86.70366801042451
2017,6,6,111,2.3479532163742687
2017,6,6,113,67.83206895659553
2017,6,6,115,50.15113636363637
2017,6,31,13,3.2
2017,6,31,31,10.416666666666668
2017,6,31,45,1.6666666666666667
2017,6,31,51,13.333333333333334
2017,6,31,55,4.183333333333334
2017,6,31,69,30.25
2017,6,31,79,19.083333333333336
2017,6,31,89,6.0
2017,6,31,111,1.75
2017,6,31,157,9.416666666666668
2017,6,31,179,46.5
2017,6,34,1,3.6916666666666664
2017,6,34,3,1.58
2017,6,34,7,6.34
2017,6,34,9,1.345565749235474
2017,6,34,11,22.873333333333335
2017,6,34,13,0.3333333333333333
2017,6,34,15,0.0
2017,6,34,17,4.466666666666667
2017,6,34,19,0.25
2017,6,34,21,0.72
2017,6,34,23,2.9263657957244655
2017,6,34,25,11.826666666666666
2017,6,34,27,0.5666666666666667
2017,6,34,29,15.120000000000001
2017,6,34,31,0.5333333333333332
2017,6,34,33,16.03629764065336
2017,6,34,35,0.0833333333333333
2017,6,34,37,4.422222222222222
2017,6,37,67,16.264957264957264
2017,6,37,71,0.5
2017,6,37,129,11.307692307692308
2017,6,37,147,3.642857142857143
2017,6,37,175,7.666666666666667
2017,6,38,105,0.0162337662337662
2017,6,49,11,136.5960264900662
2017,6,49,35,209.6025951402647
2017,6,53,67,37.75
2017,6,56,39,0.125
2017,7,4,13,0.7564424910745513
2017,7,6,1,5.339158240428658
2017,7,6,7,15.331785714285717
2017,7,6,11,18.40427057604972
2017,7,6,13,52.06487914314662
2017,7,6,19,51.36810046553127
2017,7,6,21,31.42857142857143
2017,7,6,29,77.39249178041848
2017,7,6,31,43.0
2017,7,6,37,104.41925486793907
2017,7,6,41,9.875
2017,7,6,47,145.0
2017,7,6,61,41.105833579651815
2017,7,6,65,29.140712713690117
2017,7,6,67,52.700547861907204
2017,7,6,71,44.51023572219585
2017,7,6,83,5.793650793650794
2017,7,6,85,7.586042907561895
2017,7,6,89,58.381485321401286
2017,7,6,97,44.411322463768116
2017,7,6,99,54.44668119253866
2017,7,6,101,96.83975527206456
2017,7,6,107,130.90386073035523
2017,7,6,111,18.71167645140248
2017,7,6,113,204.4764485332897
2017,7,6,115,110.79664460378748
2017,7,31,13,37.083333333333336
2017,7,31,31,21.583333333333332
2017,7,31,45,12.727272727272725
2017,7,31,51,4.166666666666667
2017,7,31,55,2.5
2017,7,31,69,23.5
2017,7,31,79,3.4166666666666665
2017,7,31,89,8.25
2017,7,31,111,15.555555555555554
2017,7,31,157,155.0909090909091
2017,7,31,179,18.0
2017,7,34,1,3.040322580645161
2017,7,34,3,2.3225806451612905
2017,7,34,7,2.8193548387096774
2017,7,34,9,1.4796839729119642
2017,7,34,11,19.877419354838707
2017,7,34,13,0.2258064516129032
2017,7,34,15,0.0
2017,7,34,17,2.903225806451613
2017,7,34,19,0.0111731843575419
2017,7,34,21,1.070967741935484
2017,7,34,23,1.8389261744966443
2017,7,34,25,4.561290322580645
2017,7,34,27,0.2451612903225806
2017,7,34,29,17.464516129032255
2017,7,34,31,0.6129032258064516
2017,7,34,33,7.966601178781925
2017,7,34,35,0.0806451612903225
2017,7,34,37,8.516129032258064
2017,7,37,67,21.575
2017,7,37,129,6.15
2017,7,37,147,6.4111111111111105
2017,7,38,105,12.241935483870968
2017,7,49,11,770.1705756929638
2017,7,49,35,458.47223497199883
2017,7,53,67,58.25
2017,7,56,39,1.3655913978494625
2017,8,4,13,3.852017152358449
2017,8,6,1,8.716483516483516
2017,8,6,7,9.838095238095239
2017,8,6,11,10.898552955665025
2017,8,6,13,23.63847898133612
2017,8,6,19,84.67753626086493
2017,8,6,21,11.257142857142856
2017,8,6,29,111.41020644295462
2017,8,6,31,27.333333333333332
2017,8,6,37,67.4010503994849
2017,8,6,41,9.075438596491228
2017,8,6,61,40.86757208157525
2017,8,6,65,27.507277943551966
2017,8,6,67,39.481206044151065
2017,8,6,71,50.148694138751964
2017,8,6,83,8.022695035460993
2017,8,6,85,4.323301985370951
2017,8,6,89,42.42900431236999
2017,8,6,97,12.269631544925662
2017,8,6,99,63.932804097311134
2017,8,6,101,79.20058708414874
2017,8,6,107,160.36712132089016
2017,8,6,111,1.5848300757175557
2017,8,6,113,168.70990694351414
2017,8,6,115,127.97868638538495
2017,8,31,13,41.91666666666667
2017,8,31,31,9.166666666666666
2017,8,31,45,19.72222222222222
2017,8,31,51,9.555555555555555
2017,8,31,55,1.7666666666666666
2017,8,31,69,60.25
2017,8,31,79,28.416666666666668
2017,8,31,89,14.416666666666668
2017,8,31,111,17.166666666666664
2017,8,31,157,357.5
2017,8,31,179,14.444444444444443
2017,8,34,1,3.580645161290323
2017,8,34,3,2.8000000000000003
2017,8,34,7,2.1483870967741936
2017,8,34,9,2.091375770020534
2017,8,34,11,21.0
2017,8,34,13,0.043010752688172
2017,8,34,15,0.0
2017,8,34,17,24.032258064516128
2017,8,34,19,0.0313901345291479
