DateTime,Pandemic[en]
2014-12-27, 458
2014-12-28, 534
2014-12-29, 699
2014-12-30, 761
2014-12-31, 684
2015-01-01, 579
2015-01-02, 740
2015-01-03, 722
2015-01-04, 662
2015-01-05, 951
2015-01-06, 952
2015-01-07, 1003
2015-01-08, 832
2015-01-09, 751
2015-01-10, 604
2015-01-11, 742
2015-01-12, 859
2015-01-13, 867
2015-01-14, 856
2015-01-15, 996
2015-01-16, 940
2015-01-17, 685
2015-01-18, 691
2015-01-19, 895
2015-01-20, 968
2015-01-21, 1009
2015-01-22, 998
2015-01-23, 969
2015-01-24, 616
2015-01-25, 716
2015-01-26, 1167
2015-01-27, 873
2015-01-28, 1035
2015-01-29, 1068
2015-01-30, 913
2015-01-31, 665
2015-02-01, 737
2015-02-02, 964
2015-02-03, 974
2015-02-04, 1006
2015-02-05, 1091
2015-02-06, 960
2015-02-07, 762
2015-02-08, 774
2015-02-09, 1131
2015-02-10, 1061
2015-02-11, 1009
2015-02-12, 1042
2015-02-13, 980
2015-02-14, 643
2015-02-15, 683
2015-02-16, 932
2015-02-17, 975
2015-02-18, 956
2015-02-19, 1108
2015-02-20, 963
2015-02-21, 703
2015-02-22, 773
2015-02-23, 976
2015-02-24, 1243
2015-02-25, 1217
2015-02-26, 1010
2015-02-27, 957
2015-02-28, 704
2015-03-01, 859
2015-03-02, 1171
2015-03-03, 1090
2015-03-04, 1296
2015-03-05, 1275
2015-03-06, 919
2015-03-07, 628
2015-03-08, 733
2015-03-09, 1105
2015-03-10, 957
2015-03-11, 975
2015-03-12, 1095
2015-03-13, 830
2015-03-14, 613
2015-03-15, 718
2015-03-16, 1047
2015-03-17, 939
2015-03-18, 949
2015-03-19, 846
2015-03-20, 1298
2015-03-21, 542
2015-03-22, 659
2015-03-23, 930
2015-03-24, 898
2015-03-25, 894
2015-03-26, 830
2015-03-27, 1076
2015-03-28, 842
2015-03-29, 571
2015-03-30, 878
2015-03-31, 901
2015-04-01, 832
2015-04-02, 782
2015-04-03, 612
2015-04-04, 508
2015-04-05, 1197
2015-04-06, 799
2015-04-07, 878
2015-04-08, 883
2015-04-09, 880
2015-04-10, 700
2015-04-11, 565
2015-04-12, 679
2015-04-13, 850
2015-04-14, 912
2015-04-15, 895
2015-04-16, 896
2015-04-17, 783
2015-04-18, 608
2015-04-19, 838
2015-04-20, 982
2015-04-21, 1023
2015-04-22, 1123
2015-04-23, 1404
2015-04-24, 958
2015-04-25, 666
2015-04-26, 829
2015-04-27, 1044
2015-04-28, 881
2015-04-29, 892
2015-04-30, 1032
2015-05-01, 743
2015-05-02, 496
2015-05-03, 614
2015-05-04, 887
2015-05-05, 896
2015-05-06, 820
2015-05-07, 847
2015-05-08, 764
2015-05-09, 595
2015-05-10, 671
2015-05-11, 1060
2015-05-12, 966
2015-05-13, 864
2015-05-14, 933
2015-05-15, 734
2015-05-16, 530
2015-05-17, 643
2015-05-18, 987
2015-05-19, 827
2015-05-20, 927
2015-05-21, 1187
2015-05-22, 699
2015-05-23, 478
2015-05-24, 563
2015-05-25, 733
2015-05-26, 731
2015-05-27, 871
2015-05-28, 927
2015-05-29, 707
2015-05-30, 610
2015-05-31, 623
2015-06-01, 795
2015-06-02, 804
2015-06-03, 866
2015-06-04, 806
2015-06-05, 773
2015-06-06, 531
2015-06-07, 658
2015-06-08, 823
2015-06-09, 810
2015-06-10, 772
2015-06-11, 815
2015-06-12, 708
2015-06-13, 501
2015-06-14, 533
2015-06-15, 672
2015-06-16, 662
2015-06-17, 661
2015-06-18, 513
2015-06-19, 367
2015-06-20, 318
2015-06-21, 425
2015-06-22, 502
2015-06-23, 450
2015-06-24, 401
2015-06-25, 511
2015-06-26, 437
2015-06-27, 385
2015-06-28, 410
2015-06-29, 563
2015-06-30, 512
2015-07-01, 471
2015-07-02, 501
2015-07-03, 399
2015-07-04, 448
2015-07-05, 396
2015-07-06, 514
2015-07-07, 580
2015-07-08, 596
2015-07-09, 528
2015-07-10, 454
2015-07-11, 392
2015-07-12, 454
2015-07-13, 601
2015-07-14, 584
2015-07-15, 460
2015-07-16, 475
2015-07-17, 438
2015-07-18, 419
2015-07-19, 374
2015-07-20, 536
2015-07-21, 521
2015-07-22, 560
2015-07-23, 490
2015-07-24, 434
2015-07-25, 306
2015-07-26, 418
2015-07-27, 555
2015-07-28, 499
2015-07-29, 579
2015-07-30, 561
2015-07-31, 449
2015-08-01, 421
2015-08-02, 393
2015-08-03, 462
2015-08-04, 540
2015-08-05, 552
2015-08-06, 606
2015-08-07, 432
2015-08-08, 374
2015-08-09, 479
2015-08-10, 591
2015-08-11, 533
2015-08-12, 526
2015-08-13, 564
2015-08-14, 469
2015-08-15, 384
2015-08-16, 450
2015-08-17, 533
2015-08-18, 636
2015-08-19, 617
2015-08-20, 510
2015-08-21, 487
2015-08-22, 400
2015-08-23, 464
2015-08-24, 638
2015-08-25, 604
2015-08-26, 573
2015-08-27, 609
2015-08-28, 505
2015-08-29, 390
2015-08-30, 439
2015-08-31, 613
2015-09-01, 615
2015-09-02, 629
2015-09-03, 529
2015-09-04, 597
2015-09-05, 413
2015-09-06, 530
2015-09-07, 636
2015-09-08, 688
2015-09-09, 675
2015-09-10, 705
2015-09-11, 561
2015-09-12, 415
2015-09-13, 498
2015-09-14, 733
2015-09-15, 737
2015-09-16, 710
2015-09-17, 716
2015-09-18, 685
2015-09-19, 533
2015-09-20, 541
2015-09-21, 701
2015-09-22, 737
2015-09-23, 1208
2015-09-24, 668
2015-09-25, 581
2015-09-26, 470
2015-09-27, 546
2015-09-28, 764
2015-09-29, 758
2015-09-30, 775
2015-10-01, 726
2015-10-02, 606
2015-10-03, 439
2015-10-04, 539
2015-10-05, 806
2015-10-06, 909
2015-10-07, 744
2015-10-08, 696
2015-10-09, 709
2015-10-10, 499
2015-10-11, 610
2015-10-12, 829
2015-10-13, 741
2015-10-14, 830
2015-10-15, 932
2015-10-16, 671
2015-10-17, 520
2015-10-18, 620
2015-10-19, 800
2015-10-20, 740
2015-10-21, 715
2015-10-22, 813
2015-10-23, 787
2015-10-24, 502
2015-10-25, 555
2015-10-26, 787
2015-10-27, 832
2015-10-28, 795
2015-10-29, 719
2015-10-30, 757
2015-10-31, 485
2015-11-01, 561
2015-11-02, 812
2015-11-03, 790
2015-11-04, 767
2015-11-05, 699
2015-11-06, 764
2015-11-07, 469
2015-11-08, 574
2015-11-09, 793
2015-11-10, 777
2015-11-11, 751
2015-11-12, 691
2015-11-13, 632
2015-11-14, 494
2015-11-15, 501
2015-11-16, 791
2015-11-17, 761
2015-11-18, 792
2015-11-19, 797
2015-11-20, 644
2015-11-21, 458
2015-11-22, 515
2015-11-23, 891
2015-11-24, 775
2015-11-25, 588
2015-11-26, 566
2015-11-27, 556
2015-11-28, 514
2015-11-29, 550
2015-11-30, 799
2015-12-01, 909
2015-12-02, 878
2015-12-03, 746
2015-12-04, 746
2015-12-05, 493
2015-12-06, 718
2015-12-07, 842
2015-12-08, 789
2015-12-09, 880
2015-12-10, 791
2015-12-11, 713
2015-12-12, 480
2015-12-13, 580
2015-12-14, 750
2015-12-15, 678
2015-12-16, 718
2015-12-17, 707
2015-12-18, 540
2015-12-19, 386
2015-12-20, 454
2015-12-21, 539
2015-12-22, 422
2015-12-23, 450
2015-12-24, 333
2015-12-25, 876
2015-12-26, 375
2015-12-27, 391
2015-12-28, 517
2015-12-29, 518
2015-12-30, 477
2015-12-31, 466
2016-01-01, 347
2016-01-02, 408
2016-01-03, 463
2016-01-04, 573
2016-01-05, 613
2016-01-06, 749
2016-01-07, 688
2016-01-08, 560
2016-01-09, 418
2016-01-10, 451
2016-01-11, 698
2016-01-12, 644
2016-01-13, 659
2016-01-14, 768
2016-01-15, 688
2016-01-16, 519
2016-01-17, 535
2016-01-18, 761
2016-01-19, 890
2016-01-20, 884
2016-01-21, 1120
2016-01-22, 805
2016-01-23, 686
2016-01-24, 889
2016-01-25, 1093
2016-01-26, 1123
2016-01-27, 1263
2016-01-28, 2047
2016-01-29, 1738
2016-01-30, 1334
2016-01-31, 1263
2016-02-01, 2201
2016-02-02, 2617
2016-02-03, 2540
2016-02-04, 1452
2016-02-05, 1195
2016-02-06, 804
2016-02-07, 739
2016-02-08, 965
2016-02-09, 1030
2016-02-10, 1371
2016-02-11, 1264
2016-02-12, 1142
2016-02-13, 772
2016-02-14, 771
2016-02-15, 1024
2016-02-16, 1262
2016-02-17, 1141
2016-02-18, 1292
2016-02-19, 1129
2016-02-20, 804
2016-02-21, 808
2016-02-22, 1373
2016-02-23, 1346
2016-02-24, 1281
2016-02-25, 1300
2016-02-26, 1229
2016-02-27, 777
2016-02-28, 1044
2016-02-29, 1430
2016-03-01, 1426
2016-03-02, 1484
2016-03-03, 1279
2016-03-04, 1032
2016-03-05, 692
2016-03-06, 802
2016-03-07, 1295
2016-03-08, 1105
2016-03-09, 1030
2016-03-10, 1342
2016-03-11, 789
2016-03-12, 594
2016-03-13, 609
2016-03-14, 893
2016-03-15, 838
2016-03-16, 885
2016-03-17, 846
2016-03-18, 717
2016-03-19, 580
2016-03-20, 627
2016-03-21, 805
2016-03-22, 743
2016-03-23, 791
2016-03-24, 673
2016-03-25, 476
2016-03-26, 441
2016-03-27, 469
2016-03-28, 845
2016-03-29, 786
2016-03-30, 682
2016-03-31, 597
2016-04-01, 753
2016-04-02, 1140
2016-04-03, 1088
2016-04-04, 1108
2016-04-05, 1078
2016-04-06, 862
2016-04-07, 846
2016-04-08, 719
2016-04-09, 590
2016-04-10, 715
2016-04-11, 854
2016-04-12, 813
2016-04-13, 830
2016-04-14, 827
2016-04-15, 711
2016-04-16, 488
2016-04-17, 671
2016-04-18, 875
2016-04-19, 966
2016-04-20, 856
2016-04-21, 802
2016-04-22, 780
2016-04-23, 553
2016-04-24, 664
2016-04-25, 869
2016-04-26, 1035
2016-04-27, 1181
2016-04-28, 1030
2016-04-29, 810
2016-04-30, 587
2016-05-01, 674
2016-05-02, 1440
2016-05-03, 833
2016-05-04, 819
2016-05-05, 868
2016-05-06, 652
2016-05-07, 636
2016-05-08, 695
2016-05-09, 921
2016-05-10, 953
2016-05-11, 872
2016-05-12, 835
2016-05-13, 848
2016-05-14, 633
2016-05-15, 684
2016-05-16, 947
2016-05-17, 893
2016-05-18, 846
2016-05-19, 870
2016-05-20, 811
2016-05-21, 564
2016-05-22, 612
2016-05-23, 837
2016-05-24, 854
2016-05-25, 815
2016-05-26, 834
2016-05-27, 700
2016-05-28, 623
2016-05-29, 601
2016-05-30, 711
2016-05-31, 779
2016-06-01, 809
2016-06-02, 748
2016-06-03, 665
2016-06-04, 499
2016-06-05, 671
2016-06-06, 816
2016-06-07, 794
2016-06-08, 818
2016-06-09, 754
2016-06-10, 672
2016-06-11, 502
2016-06-12, 570
2016-06-13, 716
2016-06-14, 682
2016-06-15, 655
2016-06-16, 685
2016-06-17, 592
2016-06-18, 470
2016-06-19, 593
2016-06-20, 790
2016-06-21, 824
2016-06-22, 738
2016-06-23, 680
2016-06-24, 462
2016-06-25, 435
2016-06-26, 465
2016-06-27, 544
2016-06-28, 683
2016-06-29, 569
2016-06-30, 521
2016-07-01, 509
2016-07-02, 501
2016-07-03, 576
2016-07-04, 534
2016-07-05, 607
2016-07-06, 577
2016-07-07, 563
2016-07-08, 517
2016-07-09, 444
2016-07-10, 436
2016-07-11, 590
2016-07-12, 518
2016-07-13, 490
2016-07-14, 499
2016-07-15, 475
2016-07-16, 357
2016-07-17, 408
2016-07-18, 515
2016-07-19, 490
2016-07-20, 489
2016-07-21, 508
2016-07-22, 410
2016-07-23, 408
2016-07-24, 431
2016-07-25, 540
2016-07-26, 510
2016-07-27, 506
2016-07-28, 517
2016-07-29, 521
2016-07-30, 440
2016-07-31, 407
2016-08-01, 607
2016-08-02, 685
2016-08-03, 580
2016-08-04, 581
2016-08-05, 580
2016-08-06, 463
2016-08-07, 446
2016-08-08, 569
2016-08-09, 567
2016-08-10, 520
2016-08-11, 445
2016-08-12, 497
2016-08-13, 419
2016-08-14, 420
2016-08-15, 504
2016-08-16, 531
2016-08-17, 490
2016-08-18, 490
2016-08-19, 466
2016-08-20, 382
2016-08-21, 609
2016-08-22, 645
2016-08-23, 630
2016-08-24, 620
2016-08-25, 622
2016-08-26, 665
2016-08-27, 424
2016-08-28, 495
2016-08-29, 626
2016-08-30, 592
2016-08-31, 628
2016-09-01, 647
2016-09-02, 606
2016-09-03, 458
2016-09-04, 499
2016-09-05, 660
2016-09-06, 660
2016-09-07, 667
2016-09-08, 954
2016-09-09, 752
2016-09-10, 491
2016-09-11, 510
2016-09-12, 651
2016-09-13, 814
2016-09-14, 689
2016-09-15, 572
2016-09-16, 520
2016-09-17, 413
2016-09-18, 461
2016-09-19, 649
2016-09-20, 711
2016-09-21, 589
2016-09-22, 635
2016-09-23, 523
2016-09-24, 406
2016-09-25, 457
2016-09-26, 675
2016-09-27, 639
2016-09-28, 616
2016-09-29, 662
2016-09-30, 530
2016-10-01, 426
2016-10-02, 490
2016-10-03, 574
2016-10-04, 661
2016-10-05, 682
2016-10-06, 581
2016-10-07, 589
2016-10-08, 396
2016-10-09, 445
2016-10-10, 640
2016-10-11, 640
2016-10-12, 678
2016-10-13, 689
2016-10-14, 591
2016-10-15, 380
2016-10-16, 452
2016-10-17, 663
2016-10-18, 727
2016-10-19, 667
2016-10-20, 616
2016-10-21, 594
2016-10-22, 397
2016-10-23, 459
2016-10-24, 678
2016-10-25, 616
2016-10-26, 672
2016-10-27, 750
2016-10-28, 560
2016-10-29, 347
2016-10-30, 490
2016-10-31, 649
2016-11-01, 580
2016-11-02, 676
2016-11-03, 588
2016-11-04, 541
2016-11-05, 393
2016-11-06, 502
2016-11-07, 731
2016-11-08, 677
2016-11-09, 539
2016-11-10, 576
2016-11-11, 507
2016-11-12, 374
2016-11-13, 489
2016-11-14, 743
2016-11-15, 670
2016-11-16, 744
2016-11-17, 691
2016-11-18, 550
2016-11-19, 409
2016-11-20, 463
2016-11-21, 659
2016-11-22, 653
2016-11-23, 513
2016-11-24, 422
2016-11-25, 463
2016-11-26, 446
2016-11-27, 508
2016-11-28, 737
2016-11-29, 726
2016-11-30, 719
2016-12-01, 761
2016-12-02, 597
2016-12-03, 404
2016-12-04, 453
2016-12-05, 673
2016-12-06, 652
2016-12-07, 694
2016-12-08, 676
2016-12-09, 580
2016-12-10, 380
2016-12-11, 491
2016-12-12, 708
2016-12-13, 676
2016-12-14, 700
2016-12-15, 647
2016-12-16, 570
2016-12-17, 380
2016-12-18, 464
2016-12-19, 538
2016-12-20, 464
2016-12-21, 500
2016-12-22, 498
2016-12-23, 338
2016-12-24, 308
2016-12-25, 316
2016-12-26, 335
2016-12-27, 493
2016-12-28, 540
2016-12-29, 509
2016-12-30, 508
2016-12-31, 442
2017-01-01, 344
2017-01-02, 491
2017-01-03, 574
2017-01-04, 604
2017-01-05, 728
2017-01-06, 667
2017-01-07, 377
2017-01-08, 470
2017-01-09, 694
2017-01-10, 622
2017-01-11, 536
2017-01-12, 705
2017-01-13, 627
2017-01-14, 407
2017-01-15, 501
2017-01-16, 580
2017-01-17, 623
2017-01-18, 649
2017-01-19, 644
2017-01-20, 497
2017-01-21, 417
2017-01-22, 455
2017-01-23, 630
2017-01-24, 634
2017-01-25, 650
2017-01-26, 633
2017-01-27, 563
2017-01-28, 438
2017-01-29, 458
2017-01-30, 632
2017-01-31, 642
2017-02-01, 622
2017-02-02, 735
2017-02-03, 752
2017-02-04, 389
2017-02-05, 459
2017-02-06, 582
2017-02-07, 657
2017-02-08, 702
2017-02-09, 656
2017-02-10, 610
2017-02-11, 457
2017-02-12, 498
2017-02-13, 684
2017-02-14, 728
2017-02-15, 684
2017-02-16, 658
2017-02-17, 620
2017-02-18, 592
2017-02-19, 676
2017-02-20, 693
2017-02-21, 678
2017-02-22, 775
2017-02-23, 677
2017-02-24, 598
2017-02-25, 471
2017-02-26, 1138
2017-02-27, 716
2017-02-28, 697
2017-03-01, 741
2017-03-02, 716
2017-03-03, 596
2017-03-04, 483
2017-03-05, 500
2017-03-06, 793
2017-03-07, 731
2017-03-08, 736
2017-03-09, 749
2017-03-10, 650
2017-03-11, 374
2017-03-12, 628
2017-03-13, 659
2017-03-14, 776
2017-03-15, 699
2017-03-16, 649
2017-03-17, 583
2017-03-18, 447
2017-03-19, 552
2017-03-20, 751
2017-03-21, 731
2017-03-22, 733
2017-03-23, 696
2017-03-24, 607
2017-03-25, 395
2017-03-26, 548
2017-03-27, 790
2017-03-28, 716
2017-03-29, 621
2017-03-30, 646
2017-03-31, 531
2017-04-01, 385
2017-04-02, 429
2017-04-03, 757
2017-04-04, 690
2017-04-05, 646
2017-04-06, 672
2017-04-07, 597
2017-04-08, 483
2017-04-09, 448
2017-04-10, 615
2017-04-11, 595
2017-04-12, 526
2017-04-13, 439
2017-04-14, 501
2017-04-15, 378
2017-04-16, 442
2017-04-17, 571
2017-04-18, 600
2017-04-19, 642
2017-04-20, 597
2017-04-21, 567
2017-04-22, 401
2017-04-23, 427
2017-04-24, 642
2017-04-25, 619
2017-04-26, 622
2017-04-27, 630
2017-04-28, 544
2017-04-29, 505
2017-04-30, 424
2017-05-01, 559
2017-05-02, 683
2017-05-03, 682
2017-05-04, 623
2017-05-05, 571
2017-05-06, 413
2017-05-07, 466
2017-05-08, 664
2017-05-09, 781
2017-05-10, 639
2017-05-11, 607
2017-05-12, 605
2017-05-13, 387
2017-05-14, 460
2017-05-15, 698
2017-05-16, 621
2017-05-17, 726
2017-05-18, 630
2017-05-19, 543
2017-05-20, 321
2017-05-21, 410
2017-05-22, 573
2017-05-23, 600
2017-05-24, 599
2017-05-25, 558
2017-05-26, 512
2017-05-27, 352
2017-05-28, 369
2017-05-29, 522
2017-05-30, 556
2017-05-31, 622
2017-06-01, 533
2017-06-02, 561
2017-06-03, 360
2017-06-04, 373
2017-06-05, 541
2017-06-06, 514
2017-06-07, 589
2017-06-08, 560
2017-06-09, 457
2017-06-10, 350
2017-06-11, 372
2017-06-12, 632
2017-06-13, 534
2017-06-14, 533
2017-06-15, 518
2017-06-16, 481
2017-06-17, 314
2017-06-18, 394
2017-06-19, 493
2017-06-20, 494
2017-06-21, 441
2017-06-22, 491
2017-06-23, 425
2017-06-24, 483
2017-06-25, 366
2017-06-26, 669
2017-06-27, 620
2017-06-28, 594
2017-06-29, 482
2017-06-30, 434
2017-07-01, 289
2017-07-02, 321
2017-07-03, 415
2017-07-04, 439
2017-07-05, 415
2017-07-06, 551
2017-07-07, 461
2017-07-08, 326
2017-07-09, 332
2017-07-10, 486
2017-07-11, 421
2017-07-12, 440
2017-07-13, 488
2017-07-14, 381
2017-07-15, 340
2017-07-16, 325
2017-07-17, 455
2017-07-18, 496
2017-07-19, 457
2017-07-20, 450
2017-07-21, 457
2017-07-22, 336
2017-07-23, 397
2017-07-24, 445
2017-07-25, 453
2017-07-26, 497
2017-07-27, 441
2017-07-28, 433
2017-07-29, 293
2017-07-30, 338
2017-07-31, 410
2017-08-01, 477
2017-08-02, 493
2017-08-03, 476
2017-08-04, 363
2017-08-05, 300
2017-08-06, 357
2017-08-07, 434
2017-08-08, 509
2017-08-09, 496
2017-08-10, 418
2017-08-11, 328
2017-08-12, 325
2017-08-13, 329
2017-08-14, 528
2017-08-15, 470
2017-08-16, 478
2017-08-17, 470
2017-08-18, 422
2017-08-19, 323
2017-08-20, 361
2017-08-21, 460
2017-08-22, 472
2017-08-23, 463
2017-08-24, 490
2017-08-25, 500
2017-08-26, 362
2017-08-27, 358
2017-08-28, 460
2017-08-29, 531
2017-08-30, 632
2017-08-31, 549
2017-09-01, 425
2017-09-02, 370
2017-09-03, 404
2017-09-04, 446
2017-09-05, 510
2017-09-06, 595
2017-09-07, 518
2017-09-08, 513
2017-09-09, 355
2017-09-10, 383
2017-09-11, 564
2017-09-12, 526
2017-09-13, 527
2017-09-14, 534
2017-09-15, 546
2017-09-16, 362
2017-09-17, 402
2017-09-18, 522
2017-09-19, 601
2017-09-20, 613
2017-09-21, 629
2017-09-22, 559
2017-09-23, 467
2017-09-24, 403
2017-09-25, 665
2017-09-26, 631
2017-09-27, 606
2017-09-28, 590
2017-09-29, 489
2017-09-30, 371
2017-10-01, 464
2017-10-02, 571
2017-10-03, 650
2017-10-04, 670
2017-10-05, 621
2017-10-06, 536
2017-10-07, 390
2017-10-08, 445
2017-10-09, 633
2017-10-10, 638
2017-10-11, 692
2017-10-12, 644
2017-10-13, 1197
2017-10-14, 377
2017-10-15, 477
2017-10-16, 661
2017-10-17, 780
2017-10-18, 802
2017-10-19, 691
2017-10-20, 560
2017-10-21, 404
2017-10-22, 493
2017-10-23, 658
2017-10-24, 725
2017-10-25, 711
2017-10-26, 733
2017-10-27, 578
2017-10-28, 433
2017-10-29, 606
2017-10-30, 741
2017-10-31, 799
2017-11-01, 700
2017-11-02, 671
2017-11-03, 613
2017-11-04, 525
2017-11-05, 465
2017-11-06, 685
2017-11-07, 698
2017-11-08, 663
2017-11-09, 707
2017-11-10, 592
2017-11-11, 427
2017-11-12, 488
2017-11-13, 715
2017-11-14, 739
2017-11-15, 714
2017-11-16, 702
2017-11-17, 601
2017-11-18, 441
2017-11-19, 490
2017-11-20, 686
2017-11-21, 633
2017-11-22, 588
2017-11-23, 543
2017-11-24, 446
2017-11-25, 444
2017-11-26, 516
2017-11-27, 795
2017-11-28, 705
2017-11-29, 666
2017-11-30, 663
2017-12-01, 589
2017-12-02, 372
2017-12-03, 493
2017-12-04, 646
2017-12-05, 656
2017-12-06, 633
2017-12-07, 626
2017-12-08, 555
2017-12-09, 397
2017-12-10, 445
2017-12-11, 682
2017-12-12, 607
2017-12-13, 605
2017-12-14, 507
2017-12-15, 448
2017-12-16, 340
2017-12-17, 393
2017-12-18, 504
2017-12-19, 500
2017-12-20, 538
2017-12-21, 444
2017-12-22, 323
2017-12-23, 239
2017-12-24, 253
2017-12-25, 234
2017-12-26, 363
2017-12-27, 359
2017-12-28, 396
2017-12-29, 445
2017-12-30, 326
2017-12-31, 318
2018-01-01, 312
2018-01-02, 475
2018-01-03, 532
2018-01-04, 505
2018-01-05, 494
2018-01-06, 396
2018-01-07, 415
2018-01-08, 667
2018-01-09, 705
2018-01-10, 700
2018-01-11, 692
2018-01-12, 643
2018-01-13, 456
2018-01-14, 454
2018-01-15, 606
2018-01-16, 933
2018-01-17, 951
2018-01-18, 733
2018-01-19, 653
2018-01-20, 414
2018-01-21, 508
2018-01-22, 751
2018-01-23, 815
2018-01-24, 760
2018-01-25, 697
2018-01-26, 670
2018-01-27, 433
2018-01-28, 530
2018-01-29, 769
2018-01-30, 766
2018-01-31, 780
2018-02-01, 641
2018-02-02, 589
2018-02-03, 442
2018-02-04, 499
2018-02-05, 636
2018-02-06, 714
2018-02-07, 660
2018-02-08, 641
2018-02-09, 575
2018-02-10, 463
2018-02-11, 448
2018-02-12, 692
2018-02-13, 687
2018-02-14, 639
2018-02-15, 576
2018-02-16, 491
2018-02-17, 379
2018-02-18, 443
2018-02-19, 542
2018-02-20, 565
2018-02-21, 620
2018-02-22, 611
2018-02-23, 539
2018-02-24, 403
2018-02-25, 463
2018-02-26, 589
2018-02-27, 647
2018-02-28, 659
2018-03-01, 613
2018-03-02, 511
2018-03-03, 394
2018-03-04, 522
2018-03-05, 727
2018-03-06, 741
2018-03-07, 585
2018-03-08, 626
2018-03-09, 547
2018-03-10, 434
2018-03-11, 548
2018-03-12, 706
2018-03-13, 644
2018-03-14, 601
2018-03-15, 581
2018-03-16, 511
2018-03-17, 387
2018-03-18, 398
2018-03-19, 617
2018-03-20, 683
2018-03-21, 638
2018-03-22, 584
2018-03-23, 504
2018-03-24, 340
2018-03-25, 357
2018-03-26, 534
2018-03-27, 563
2018-03-28, 537
2018-03-29, 485
2018-03-30, 417
2018-03-31, 310
2018-04-01, 329
2018-04-02, 427
2018-04-03, 509
2018-04-04, 485
2018-04-05, 551
2018-04-06, 469
2018-04-07, 362
2018-04-08, 377
2018-04-09, 601
2018-04-10, 517
2018-04-11, 580
2018-04-12, 644
2018-04-13, 478
2018-04-14, 361
2018-04-15, 415
2018-04-16, 597
2018-04-17, 595
2018-04-18, 546
2018-04-19, 482
2018-04-20, 443
2018-04-21, 338
2018-04-22, 351
2018-04-23, 539
2018-04-24, 537
2018-04-25, 581
2018-04-26, 504
2018-04-27, 484
2018-04-28, 534
2018-04-29, 406
2018-04-30, 588
2018-05-01, 633
2018-05-02, 689
2018-05-03, 617
2018-05-04, 508
2018-05-05, 301
2018-05-06, 470
2018-05-07, 647
2018-05-08, 582
2018-05-09, 525
2018-05-10, 607
2018-05-11, 517
2018-05-12, 334
2018-05-13, 358
2018-05-14, 694
2018-05-15, 596
2018-05-16, 583
2018-05-17, 559
2018-05-18, 516
2018-05-19, 322
2018-05-20, 377
2018-05-21, 579
2018-05-22, 657
2018-05-23, 623
2018-05-24, 594
2018-05-25, 493
2018-05-26, 317
2018-05-27, 347
2018-05-28, 555
2018-05-29, 654
2018-05-30, 527
2018-05-31, 515
2018-06-01, 428
2018-06-02, 312
2018-06-03, 351
2018-06-04, 525
2018-06-05, 509
2018-06-06, 489
2018-06-07, 817
2018-06-08, 446
2018-06-09, 326
2018-06-10, 381
2018-06-11, 511
2018-06-12, 558
2018-06-13, 503
2018-06-14, 534
2018-06-15, 464
2018-06-16, 362
2018-06-17, 378
2018-06-18, 479
2018-06-19, 464
2018-06-20, 419
2018-06-21, 405
2018-06-22, 389
2018-06-23, 351
2018-06-24, 332
2018-06-25, 446
2018-06-26, 463
2018-06-27, 368
2018-06-28, 426
2018-06-29, 318
2018-06-30, 275
2018-07-01, 255
2018-07-02, 374
2018-07-03, 338
2018-07-04, 341
2018-07-05, 384
2018-07-06, 327
2018-07-07, 288
2018-07-08, 327
2018-07-09, 404
2018-07-10, 386
2018-07-11, 402
2018-07-12, 376
2018-07-13, 331
2018-07-14, 303
2018-07-15, 273
2018-07-16, 367
2018-07-17, 383
2018-07-18, 387
2018-07-19, 398
2018-07-20, 376
2018-07-21, 286
2018-07-22, 345
2018-07-23, 433
2018-07-24, 449
2018-07-25, 408
2018-07-26, 603
2018-07-27, 516
2018-07-28, 295
2018-07-29, 304
2018-07-30, 444
2018-07-31, 432
2018-08-01, 431
2018-08-02, 376
2018-08-03, 418
2018-08-04, 384
2018-08-05, 361
2018-08-06, 437
2018-08-07, 404
2018-08-08, 437
2018-08-09, 417
2018-08-10, 361
2018-08-11, 299
2018-08-12, 317
2018-08-13, 403
2018-08-14, 447
2018-08-15, 373
2018-08-16, 392
2018-08-17, 381
2018-08-18, 261
2018-08-19, 318
2018-08-20, 441
2018-08-21, 422
2018-08-22, 450
2018-08-23, 423
2018-08-24, 394
2018-08-25, 295
2018-08-26, 327
2018-08-27, 424
2018-08-28, 471
2018-08-29, 438
2018-08-30, 446
2018-08-31, 429
2018-09-01, 237
2018-09-02, 358
2018-09-03, 434
2018-09-04, 512
2018-09-05, 503
2018-09-06, 531
2018-09-07, 484
2018-09-08, 295
2018-09-09, 410
2018-09-10, 523
2018-09-11, 552
2018-09-12, 516
2018-09-13, 476
2018-09-14, 478
2018-09-15, 334
2018-09-16, 351
2018-09-17, 462
2018-09-18, 459
2018-09-19, 532
2018-09-20, 567
2018-09-21, 460
2018-09-22, 305
2018-09-23, 390
2018-09-24, 521
2018-09-25, 556
2018-09-26, 547
2018-09-27, 514
2018-09-28, 427
2018-09-29, 309
2018-09-30, 339
2018-10-01, 603
2018-10-02, 525
2018-10-03, 850
2018-10-04, 558
2018-10-05, 421
2018-10-06, 279
2018-10-07, 339
2018-10-08, 505
2018-10-09, 537
2018-10-10, 472
2018-10-11, 503
2018-10-12, 433
2018-10-13, 333
2018-10-14, 351
2018-10-15, 551
2018-10-16, 555
