,state,statefp,countyfp,year,month,species,inf/pool
6361,California,6,75,2017,8,Culex pipiens,0.0
6362,California,6,75,2017,8,Culex tarsalis,0.0
6363,California,6,75,2017,9,Culex pipiens,0.0
6364,California,6,75,2017,9,Culex tarsalis,0.0
6365,California,6,75,2018,6,Culex pipiens,0.0
6366,California,6,75,2018,6,Culex tarsalis,0.0
6367,California,6,75,2018,7,Culex pipiens,0.0
6368,California,6,75,2018,7,Culex tarsalis,0.0
6369,California,6,75,2018,8,Culex pipiens,0.0
6370,California,6,75,2018,8,Culex tarsalis,0.0
6371,California,6,75,2019,8,Culex pipiens,0.0
6372,California,6,75,2019,8,Culex tarsalis,0.0
6373,California,6,75,2019,10,Culex pipiens,0.0
6374,California,6,75,2019,10,Culex tarsalis,0.0
6375,California,6,75,2020,5,Culex pipiens,0.0
6376,California,6,75,2020,5,Culex tarsalis,0.0
6377,California,6,75,2020,6,Culex pipiens,0.0
6378,California,6,75,2020,6,Culex tarsalis,0.0
6379,California,6,75,2020,7,Culex pipiens,0.0
6380,California,6,75,2020,7,Culex tarsalis,0.0
6381,California,6,75,2020,10,Culex pipiens,0.0
6382,California,6,75,2020,10,Culex tarsalis,0.0
6383,California,6,81,2022,9,Culex pipiens,0.0
6384,California,6,83,2008,8,Culex quinquefasciatus,0.0
6385,California,6,83,2008,9,Culex quinquefasciatus,0.0
6386,California,6,83,2008,9,Culex stigmatosoma,0.0
6387,California,6,83,2008,10,Culex quinquefasciatus,0.0
6388,California,6,83,2008,10,Culex tarsalis,0.0
6389,California,6,83,2009,3,Culex tarsalis,0.0
6390,California,6,83,2009,4,Culex quinquefasciatus,0.0
6391,California,6,83,2009,4,Culex stigmatosoma,0.0
6392,California,6,83,2009,5,Culex quinquefasciatus,0.0
6393,California,6,83,2009,5,Culex stigmatosoma,0.0
6394,California,6,83,2009,5,Culex tarsalis,0.0
6395,California,6,83,2009,6,Culex quinquefasciatus,0.0
6396,California,6,83,2009,6,Culex stigmatosoma,0.0
6397,California,6,83,2009,7,Culex quinquefasciatus,0.0
6398,California,6,83,2009,7,Culex stigmatosoma,0.0
6399,California,6,83,2009,7,Culex tarsalis,0.0
6400,California,6,83,2009,8,Culex quinquefasciatus,0.0
6401,California,6,83,2009,8,Culex tarsalis,0.0
6402,California,6,83,2009,9,Culex quinquefasciatus,0.0
6403,California,6,83,2009,9,Culex tarsalis,0.0
6404,California,6,83,2010,3,Culex tarsalis,0.0
6405,California,6,83,2010,4,Culex tarsalis,0.0
6406,California,6,83,2010,5,Culex quinquefasciatus,0.0
6407,California,6,83,2010,5,Culex stigmatosoma,0.0
6408,California,6,83,2010,5,Culex tarsalis,0.0
6409,California,6,83,2010,6,Culex quinquefasciatus,0.0
6410,California,6,83,2010,6,Culex stigmatosoma,0.0
6411,California,6,83,2010,6,Culex tarsalis,0.0
6412,California,6,83,2010,7,Culex quinquefasciatus,0.0
6413,California,6,83,2010,7,Culex tarsalis,0.0
6414,California,6,83,2010,8,Culex quinquefasciatus,0.0
6415,California,6,83,2010,8,Culex stigmatosoma,0.0
6416,California,6,83,2010,8,Culex tarsalis,0.0
6417,California,6,83,2010,9,Culex quinquefasciatus,0.0
6418,California,6,83,2010,9,Culex stigmatosoma,0.0
6419,California,6,83,2010,9,Culex tarsalis,0.0
6420,California,6,83,2010,11,Culex quinquefasciatus,0.0
6421,California,6,83,2011,4,Culex tarsalis,0.0
6422,California,6,83,2011,5,Culex quinquefasciatus,0.0
6423,California,6,83,2011,5,Culex stigmatosoma,0.0
6424,California,6,83,2011,5,Culex tarsalis,0.0
6425,California,6,83,2011,6,Culex quinquefasciatus,0.0
6426,California,6,83,2011,6,Culex stigmatosoma,0.0
6427,California,6,83,2011,6,Culex tarsalis,0.0
6428,California,6,83,2011,7,Culex quinquefasciatus,0.0
6429,California,6,83,2011,7,Culex stigmatosoma,0.0
6430,California,6,83,2011,7,Culex tarsalis,0.0
6431,California,6,83,2011,8,Culex quinquefasciatus,0.0
6432,California,6,83,2011,8,Culex stigmatosoma,0.0
6433,California,6,83,2011,8,Culex tarsalis,0.0
6434,California,6,83,2011,9,Culex quinquefasciatus,0.0
6435,California,6,83,2011,9,Culex stigmatosoma,0.0
6436,California,6,83,2011,9,Culex tarsalis,0.0
6437,California,6,83,2012,5,Culex quinquefasciatus,0.0
6438,California,6,83,2012,5,Culex stigmatosoma,0.0
6439,California,6,83,2012,5,Culex tarsalis,0.0
6440,California,6,83,2012,6,Culex quinquefasciatus,0.0
6441,California,6,83,2012,6,Culex stigmatosoma,0.0
6442,California,6,83,2012,6,Culex tarsalis,0.0
6443,California,6,83,2012,7,Culex quinquefasciatus,0.0
6444,California,6,83,2012,7,Culex tarsalis,0.0
6445,California,6,83,2012,8,Culex quinquefasciatus,0.0
6446,California,6,83,2012,8,Culex stigmatosoma,0.0
6447,California,6,83,2012,8,Culex tarsalis,0.0
6448,California,6,83,2012,9,Culex quinquefasciatus,0.0
6449,California,6,83,2012,9,Culex tarsalis,0.0
6450,California,6,83,2013,4,Culex tarsalis,0.0
6451,California,6,83,2013,5,Culex quinquefasciatus,0.0
6452,California,6,83,2013,5,Culex stigmatosoma,0.0
6453,California,6,83,2013,5,Culex tarsalis,0.0
6454,California,6,83,2013,6,Culex quinquefasciatus,0.0
6455,California,6,83,2013,6,Culex tarsalis,0.0
6456,California,6,83,2013,7,Culex quinquefasciatus,0.0
6457,California,6,83,2013,7,Culex stigmatosoma,0.0
6458,California,6,83,2013,7,Culex tarsalis,0.0
6459,California,6,83,2013,8,Culex quinquefasciatus,0.0
6460,California,6,83,2013,8,Culex stigmatosoma,0.0
6461,California,6,83,2013,8,Culex tarsalis,0.0
6462,California,6,83,2013,9,Culex quinquefasciatus,0.0
6463,California,6,83,2013,9,Culex tarsalis,0.0
6464,California,6,83,2014,3,Culex quinquefasciatus,0.0
6465,California,6,83,2014,3,Culex tarsalis,0.0
6466,California,6,83,2014,4,Culex quinquefasciatus,0.0
6467,California,6,83,2014,4,Culex tarsalis,0.0
6468,California,6,83,2014,5,Culex quinquefasciatus,0.0
6469,California,6,83,2014,5,Culex tarsalis,0.0
6470,California,6,83,2014,6,Culex quinquefasciatus,0.0
6471,California,6,83,2014,6,Culex stigmatosoma,0.0
6472,California,6,83,2014,6,Culex tarsalis,0.0
6473,California,6,83,2014,7,Culex quinquefasciatus,0.0
6474,California,6,83,2014,7,Culex stigmatosoma,0.0
6475,California,6,83,2014,7,Culex tarsalis,0.0
6476,California,6,83,2014,8,Culex quinquefasciatus,0.0
6477,California,6,83,2014,8,Culex tarsalis,0.0
6478,California,6,83,2014,9,Culex quinquefasciatus,0.0
6479,California,6,83,2014,9,Culex stigmatosoma,0.0
6480,California,6,83,2014,9,Culex tarsalis,0.0
6481,California,6,83,2014,10,Culex quinquefasciatus,0.0
6482,California,6,83,2015,3,Culex quinquefasciatus,0.0
6483,California,6,83,2015,3,Culex stigmatosoma,0.0
6484,California,6,83,2015,3,Culex tarsalis,0.0
6485,California,6,83,2015,4,Culex quinquefasciatus,0.0
6486,California,6,83,2015,4,Culex tarsalis,0.0015313935681470138
6487,California,6,83,2015,5,Culex quinquefasciatus,0.0
6488,California,6,83,2015,6,Culex quinquefasciatus,0.0
6489,California,6,83,2015,6,Culex stigmatosoma,0.0
6490,California,6,83,2015,6,Culex tarsalis,0.0
6491,California,6,83,2015,7,Culex quinquefasciatus,0.0
6492,California,6,83,2015,7,Culex stigmatosoma,0.0
6493,California,6,83,2015,7,Culex tarsalis,0.0
6494,California,6,83,2015,8,Culex quinquefasciatus,0.0
6495,California,6,83,2015,8,Culex stigmatosoma,0.0
6496,California,6,83,2015,8,Culex tarsalis,0.0
6497,California,6,83,2015,9,Culex quinquefasciatus,0.0
6498,California,6,83,2015,9,Culex tarsalis,0.0
6499,California,6,83,2015,10,Culex quinquefasciatus,0.0
6500,California,6,83,2015,10,Culex stigmatosoma,0.0
6501,California,6,83,2016,2,Culex quinquefasciatus,0.0
6502,California,6,83,2016,3,Culex stigmatosoma,0.0
6503,California,6,83,2016,4,Culex quinquefasciatus,0.0
6504,California,6,83,2016,4,Culex stigmatosoma,0.0
6505,California,6,83,2016,4,Culex tarsalis,0.0
6506,California,6,83,2016,5,Culex quinquefasciatus,0.0
6507,California,6,83,2016,5,Culex stigmatosoma,0.0
6508,California,6,83,2016,5,Culex tarsalis,0.0
6509,California,6,83,2016,6,Culex quinquefasciatus,0.0
6510,California,6,83,2016,6,Culex stigmatosoma,0.0
6511,California,6,83,2016,6,Culex tarsalis,0.0
6512,California,6,83,2016,7,Culex quinquefasciatus,0.0
6513,California,6,83,2016,7,Culex stigmatosoma,0.0
6514,California,6,83,2016,7,Culex tarsalis,0.0
6515,California,6,83,2016,8,Culex quinquefasciatus,0.0
6516,California,6,83,2016,8,Culex tarsalis,0.0
6517,California,6,83,2016,9,Culex tarsalis,0.0
6518,California,6,83,2016,10,Culex quinquefasciatus,0.0
6519,California,6,83,2017,3,Culex quinquefasciatus,0.0
6520,California,6,83,2017,3,Culex stigmatosoma,0.0
6521,California,6,83,2017,4,Culex quinquefasciatus,0.0
6522,California,6,83,2017,4,Culex stigmatosoma,0.0
6523,California,6,83,2017,4,Culex tarsalis,0.0
6524,California,6,83,2017,5,Culex quinquefasciatus,0.0
6525,California,6,83,2017,5,Culex stigmatosoma,0.0
6526,California,6,83,2017,5,Culex tarsalis,0.0
6527,California,6,83,2017,6,Culex quinquefasciatus,0.0
6528,California,6,83,2017,6,Culex stigmatosoma,0.0
6529,California,6,83,2017,6,Culex tarsalis,0.0
6530,California,6,83,2017,7,Culex quinquefasciatus,0.0
6531,California,6,83,2017,7,Culex tarsalis,0.0
6532,California,6,83,2017,8,Culex quinquefasciatus,0.0
6533,California,6,83,2017,8,Culex tarsalis,0.0
6534,California,6,83,2017,9,Culex quinquefasciatus,0.0
6535,California,6,83,2017,9,Culex stigmatosoma,0.0
6536,California,6,83,2017,9,Culex tarsalis,0.0
6537,California,6,83,2017,10,Culex quinquefasciatus,0.014925373134328358
6538,California,6,83,2018,3,Culex quinquefasciatus,0.0
6539,California,6,83,2018,6,Culex tarsalis,0.0
6540,California,6,83,2018,8,Culex quinquefasciatus,0.0
6541,California,6,83,2018,8,Culex tarsalis,0.0
6542,California,6,83,2019,4,Culex quinquefasciatus,0.0
6543,California,6,83,2019,6,Culex quinquefasciatus,0.0
6544,California,6,83,2019,6,Culex tarsalis,0.0
6545,California,6,83,2019,7,Culex tarsalis,0.0
6546,California,6,83,2019,8,Culex quinquefasciatus,0.0
6547,California,6,83,2019,8,Culex tarsalis,0.0
6548,California,6,83,2019,9,Culex quinquefasciatus,0.0
6549,California,6,83,2019,9,Culex tarsalis,0.0
6550,California,6,83,2019,10,Culex quinquefasciatus,0.0
6551,California,6,83,2019,10,Culex tarsalis,0.0
6552,California,6,83,2020,5,Culex quinquefasciatus,0.0
6553,California,6,83,2020,5,Culex quinquefasciatus,0.0
6554,California,6,83,2020,5,Culex stigmatosoma,0.0
6555,California,6,83,2020,5,Culex tarsalis,0.0
6556,California,6,83,2020,6,Culex quinquefasciatus,0.0
6557,California,6,83,2020,6,Culex tarsalis,0.0
6558,California,6,83,2020,6,Culex quinquefasciatus,0.0
6559,California,6,83,2020,6,Culex tarsalis,0.0
6560,California,6,83,2020,7,Culex quinquefasciatus,0.0
6561,California,6,83,2020,7,Culex quinquefasciatus,0.0
6562,California,6,83,2020,7,Culex stigmatosoma,0.0
6563,California,6,83,2020,7,Culex tarsalis,0.0
6564,California,6,83,2020,8,Culex quinquefasciatus,0.0
6565,California,6,83,2020,8,Culex tarsalis,0.0
6566,California,6,83,2020,8,Culex quinquefasciatus,0.0
6567,California,6,83,2020,8,Culex tarsalis,0.0
6568,California,6,83,2020,9,Culex quinquefasciatus,0.0
6569,California,6,83,2020,9,Culex quinquefasciatus,0.0
6570,California,6,83,2020,9,Culex tarsalis,0.0
6571,California,6,83,2020,10,Culex quinquefasciatus,0.0
6572,California,6,83,2020,10,Culex quinquefasciatus,0.0051813471502590676
6573,California,6,83,2020,10,Culex tarsalis,0.0
6574,California,6,83,2020,11,Culex quinquefasciatus,0.0
6575,California,6,83,2020,11,Culex tarsalis,0.0
6576,California,6,83,2021,5,Culex quinquefasciatus,0.0
6577,California,6,83,2021,5,Culex quinquefasciatus,0.0
6578,California,6,83,2021,5,Culex tarsalis,0.0
6579,California,6,83,2021,6,Culex tarsalis,0.0
6580,California,6,83,2021,6,Culex quinquefasciatus,0.0
6581,California,6,83,2021,6,Culex tarsalis,0.0
6582,California,6,83,2021,7,Culex quinquefasciatus,0.0
6583,California,6,83,2021,7,Culex quinquefasciatus,0.0
6584,California,6,83,2021,7,Culex tarsalis,0.0
6585,California,6,83,2021,8,Culex quinquefasciatus,0.0
6586,California,6,83,2021,8,Culex quinquefasciatus,0.0
6587,California,6,83,2021,8,Culex tarsalis,0.0
6588,California,6,83,2021,9,Culex quinquefasciatus,0.0
6589,California,6,83,2021,9,Culex quinquefasciatus,0.0
6590,California,6,83,2021,9,Culex tarsalis,0.0
6591,California,6,83,2021,10,Culex quinquefasciatus,0.0
6592,California,6,83,2021,10,Culex quinquefasciatus,0.0
6593,California,6,83,2021,10,Culex tarsalis,0.0
6594,California,6,83,2021,11,Culex quinquefasciatus,0.0
6595,California,6,83,2021,11,Culex tarsalis,0.0
6596,California,6,83,2022,4,Culex tarsalis,0.0
6597,California,6,83,2022,4,Culex quinquefasciatus,0.0
6598,California,6,83,2022,5,Culex quinquefasciatus,0.0
6599,California,6,83,2022,5,Culex tarsalis,0.0
6600,California,6,83,2022,5,Culex quinquefasciatus,0.0
6601,California,6,83,2022,5,Culex tarsalis,0.0
6602,California,6,83,2022,6,Culex tarsalis,0.0
6603,California,6,83,2022,6,Culex quinquefasciatus,0.0
6604,California,6,83,2022,6,Culex tarsalis,0.0
6605,California,6,83,2022,7,Culex quinquefasciatus,0.0
6606,California,6,83,2022,7,Culex tarsalis,0.0
6607,California,6,83,2022,7,Culex quinquefasciatus,0.0
6608,California,6,83,2022,7,Culex tarsalis,0.0
6609,California,6,83,2022,8,Culex quinquefasciatus,0.0
6610,California,6,83,2022,8,Culex tarsalis,0.0
6611,California,6,83,2022,8,Culex quinquefasciatus,0.0
6612,California,6,83,2022,8,Culex tarsalis,0.0
6613,California,6,83,2022,9,Culex quinquefasciatus,0.0
6614,California,6,83,2022,9,Culex tarsalis,0.0
6615,California,6,83,2022,9,Culex quinquefasciatus,0.0
6616,California,6,83,2022,9,Culex stigmatosoma,0.0
6617,California,6,83,2022,9,Culex tarsalis,0.0
6618,California,6,83,2022,10,Culex quinquefasciatus,0.0
6619,California,6,83,2022,10,Culex tarsalis,0.0
6620,California,6,83,2022,10,Culex quinquefasciatus,0.0
6621,California,6,83,2022,10,Culex tarsalis,0.0
6622,California,6,83,2022,11,Culex quinquefasciatus,0.0
6623,California,6,83,2022,11,Culex tarsalis,0.0
6624,California,6,83,2023,4,Culex tarsalis,0.0
6625,California,6,83,2023,4,Culex quinquefasciatus,0.0
6626,California,6,83,2023,4,Culex tarsalis,0.0
6627,California,6,83,2023,5,Culex tarsalis,0.0
6628,California,6,83,2023,5,Culex quinquefasciatus,0.0
6629,California,6,83,2023,5,Culex tarsalis,0.0
6630,California,6,85,2007,3,Culex pipiens,0.0
6631,California,6,85,2007,3,Culex tarsalis,0.0
6632,California,6,85,2007,5,Culex pipiens,0.0
6633,California,6,85,2007,5,Culex tarsalis,0.0
6634,California,6,85,2007,6,Culex pipiens,0.0
6635,California,6,85,2007,6,Culex tarsalis,0.0
6636,California,6,85,2007,7,Culex pipiens,0.010025062656641603
6637,California,6,85,2007,7,Culex tarsalis,0.0
6638,California,6,85,2007,8,Culex pipiens,0.006593406593406593
6639,California,6,85,2007,8,Culex tarsalis,0.010344827586206896
6640,California,6,85,2007,9,Culex pipiens,0.0
6641,California,6,85,2007,9,Culex tarsalis,0.0
6642,California,6,85,2007,10,Culex pipiens,0.0
6643,California,6,85,2007,10,Culex tarsalis,0.0
6644,California,6,85,2008,3,Culex pipiens,0.0
6645,California,6,85,2008,3,Culex tarsalis,0.0
6646,California,6,85,2008,4,Culex pipiens,0.0
6647,California,6,85,2008,4,Culex tarsalis,0.0
6648,California,6,85,2008,5,Culex pipiens,0.0048543689320388345
6649,California,6,85,2008,5,Culex tarsalis,0.0
6650,California,6,85,2008,6,Culex pipiens,0.0
6651,California,6,85,2008,6,Culex tarsalis,0.0
6652,California,6,85,2008,8,Culex pipiens,0.0
6653,California,6,85,2008,8,Culex tarsalis,0.0
6654,California,6,85,2008,9,Culex pipiens,0.0
6655,California,6,85,2008,9,Culex tarsalis,0.0
6656,California,6,85,2009,4,Culex pipiens,0.0
6657,California,6,85,2009,4,Culex tarsalis,0.01809954751131222
6658,California,6,85,2009,5,Culex pipiens,0.0
6659,California,6,85,2009,5,Culex tarsalis,0.001643655489809336
6660,California,6,85,2009,6,Culex pipiens,0.0
6661,California,6,85,2009,6,Culex tarsalis,0.00033090668431502316
6662,California,6,85,2009,7,Culex pipiens,0.0
6663,California,6,85,2009,7,Culex tarsalis,0.0
6664,California,6,85,2009,8,Culex pipiens,0.0
6665,California,6,85,2009,8,Culex tarsalis,0.0
6666,California,6,85,2009,9,Culex pipiens,0.0
6667,California,6,85,2009,9,Culex tarsalis,0.0
6668,California,6,85,2009,10,Culex pipiens,0.0
6669,California,6,85,2009,10,Culex tarsalis,0.0
6670,California,6,85,2010,5,Culex pipiens,0.0
6671,California,6,85,2010,5,Culex tarsalis,0.0
6672,California,6,85,2010,6,Culex pipiens,0.0026666666666666666
6673,California,6,85,2010,6,Culex tarsalis,0.0
6674,California,6,85,2010,7,Culex pipiens,0.004709576138147566
6675,California,6,85,2010,7,Culex tarsalis,0.005376344086021506
6676,California,6,85,2010,8,Culex pipiens,0.0
6677,California,6,85,2010,8,Culex tarsalis,0.0
6678,California,6,85,2010,9,Culex pipiens,0.0
6679,California,6,85,2010,9,Culex tarsalis,0.0
6680,California,6,85,2010,10,Culex pipiens,0.0
6681,California,6,85,2010,10,Culex tarsalis,0.0
6682,California,6,85,2011,5,Culex pipiens,0.0
6683,California,6,85,2011,5,Culex tarsalis,0.0
6684,California,6,85,2011,6,Culex pipiens,0.002638522427440633
6685,California,6,85,2011,6,Culex tarsalis,0.0
6686,California,6,85,2011,7,Culex pipiens,0.0
6687,California,6,85,2011,7,Culex tarsalis,0.0
6688,California,6,85,2011,8,Culex pipiens,0.004761904761904762
6689,California,6,85,2011,8,Culex tarsalis,0.026845637583892617
6690,California,6,85,2011,9,Culex pipiens,0.0011890606420927466
6691,California,6,85,2011,9,Culex tarsalis,0.017369727047146403
6692,California,6,85,2011,10,Culex pipiens,0.0009900990099009901
6693,California,6,85,2011,10,Culex tarsalis,0.0
6694,California,6,85,2012,5,Culex pipiens,0.0
6695,California,6,85,2012,5,Culex tarsalis,0.0
6696,California,6,85,2012,6,Culex pipiens,0.0
6697,California,6,85,2012,6,Culex tarsalis,0.0
6698,California,6,85,2012,7,Culex pipiens,0.0
6699,California,6,85,2012,7,Culex tarsalis,0.0
6700,California,6,85,2012,8,Culex pipiens,0.0014792899408284023
6701,California,6,85,2012,8,Culex tarsalis,0.0021141649048625794
6702,California,6,85,2012,9,Culex pipiens,0.0031545741324921135
6703,California,6,85,2012,9,Culex tarsalis,0.0
6704,California,6,85,2012,10,Culex pipiens,0.0
6705,California,6,85,2012,10,Culex tarsalis,0.0
6706,California,6,85,2013,5,Culex pipiens,0.0
6707,California,6,85,2013,5,Culex tarsalis,0.0
6708,California,6,85,2013,6,Culex pipiens,0.0
6709,California,6,85,2013,6,Culex tarsalis,0.0
6710,California,6,85,2013,7,Culex pipiens,0.0033428844317096467
6711,California,6,85,2013,7,Culex tarsalis,0.011799410029498525
6712,California,6,85,2013,8,Culex pipiens,0.0022104332449160036
6713,California,6,85,2013,8,Culex stigmatosoma,0.0
6714,California,6,85,2013,8,Culex tarsalis,0.0014582573824279985
6715,California,6,85,2013,9,Culex pipiens,0.0015105740181268882
6716,California,6,85,2013,9,Culex stigmatosoma,0.0
6717,California,6,85,2013,9,Culex tarsalis,0.0
6718,California,6,85,2013,10,Culex pipiens,0.0
6719,California,6,85,2013,10,Culex tarsalis,0.0
6720,California,6,85,2014,1,Culex tarsalis,0.0
6721,California,6,85,2014,4,Culex pipiens,0.0
6722,California,6,85,2014,4,Culex tarsalis,0.0
6723,California,6,85,2014,5,Culex pipiens,0.002840909090909091
6724,California,6,85,2014,5,Culex tarsalis,0.009708737864077669
6725,California,6,85,2014,6,Culex pipiens,0.010550996483001172
6726,California,6,85,2014,6,Culex tarsalis,0.020833333333333332
6727,California,6,85,2014,7,Culex pipiens,0.008213552361396304
6728,California,6,85,2014,7,Culex tarsalis,0.016483516483516484
6729,California,6,85,2014,8,Culex pipiens,0.01405152224824356
6730,California,6,85,2014,8,Culex tarsalis,0.0
6731,California,6,85,2014,9,Culex pipiens,0.003048780487804878
6732,California,6,85,2014,9,Culex tarsalis,0.0
6733,California,6,85,2014,10,Culex pipiens,0.0
6734,California,6,85,2014,10,Culex tarsalis,0.0
6735,California,6,85,2015,5,Culex pipiens,0.0
6736,California,6,85,2015,5,Culex tarsalis,0.0
6737,California,6,85,2015,6,Culex pipiens,0.0
6738,California,6,85,2015,6,Culex stigmatosoma,0.0
6739,California,6,85,2015,6,Culex tarsalis,0.0
6740,California,6,85,2015,7,Culex pipiens,0.0
6741,California,6,85,2015,7,Culex tarsalis,0.0007821666014861165
6742,California,6,85,2015,8,Culex pipiens,0.015151515151515152
6743,California,6,85,2015,8,Culex stigmatosoma,0.0
6744,California,6,85,2015,8,Culex tarsalis,0.008048289738430584
6745,California,6,85,2015,9,Culex pipiens,0.012698412698412698
6746,California,6,85,2015,9,Culex tarsalis,0.007766990291262136
6747,California,6,85,2015,10,Culex pipiens,0.01282051282051282
6748,California,6,85,2015,10,Culex tarsalis,0.0
6749,California,6,85,2016,4,Culex pipiens,0.0
6750,California,6,85,2016,4,Culex tarsalis,0.0
6751,California,6,85,2016,5,Culex pipiens,0.0
6752,California,6,85,2016,5,Culex tarsalis,0.0
6753,California,6,85,2016,6,Culex pipiens,0.004699248120300752
6754,California,6,85,2016,6,Culex tarsalis,0.0035460992907801418
6755,California,6,85,2016,7,Culex pipiens,0.0012345679012345679
6756,California,6,85,2016,7,Culex tarsalis,0.005405405405405406
6757,California,6,85,2016,8,Culex pipiens,0.0
6758,California,6,85,2016,8,Culex stigmatosoma,0.0
6759,California,6,85,2016,8,Culex tarsalis,0.005291005291005291
6760,California,6,85,2016,9,Culex pipiens,0.002183406113537118
6761,California,6,85,2016,9,Culex stigmatosoma,0.0
6762,California,6,85,2016,9,Culex tarsalis,0.005
6763,California,6,85,2016,10,Culex pipiens,0.0
6764,California,6,85,2016,10,Culex tarsalis,0.0
6765,California,6,85,2017,6,Culex pipiens,0.0
6766,California,6,85,2017,6,Culex tarsalis,0.0
6767,California,6,85,2017,7,Culex pipiens,0.0
6768,California,6,85,2017,7,Culex tarsalis,0.0
6769,California,6,85,2017,8,Culex pipiens,0.0
6770,California,6,85,2017,8,Culex tarsalis,0.0
6771,California,6,85,2017,9,Culex pipiens,0.0
6772,California,6,85,2017,9,Culex tarsalis,0.0
6773,California,6,85,2017,10,Culex pipiens,0.0
6774,California,6,85,2017,10,Culex tarsalis,0.0
6775,California,6,85,2018,5,Culex pipiens,0.0
6776,California,6,85,2018,6,Culex pipiens,1.0
6777,California,6,85,2018,7,Culex pipiens,0.058823529411764705
6778,California,6,85,2018,7,Culex tarsalis,0.0
6779,California,6,85,2018,8,Culex pipiens,0.0
6780,California,6,85,2018,8,Culex tarsalis,0.005194805194805195
6781,California,6,85,2018,9,Culex pipiens,0.0
6782,California,6,85,2018,9,Culex tarsalis,0.00411522633744856
6783,California,6,85,2018,10,Culex pipiens,0.0
6784,California,6,85,2018,10,Culex tarsalis,0.0
6785,California,6,85,2018,11,Culex pipiens,0.0
6786,California,6,85,2019,6,Culex pipiens,0.0
6787,California,6,85,2019,6,Culex tarsalis,0.0
6788,California,6,85,2019,7,Culex pipiens,0.0
6789,California,6,85,2019,7,Culex tarsalis,0.0
6790,California,6,85,2019,8,Culex pipiens,0.0
6791,California,6,85,2019,8,Culex pipiens,0.0
6792,California,6,85,2019,8,Culex tarsalis,0.0
6793,California,6,85,2019,9,Culex pipiens,0.0
6794,California,6,85,2019,9,Culex tarsalis,0.0
6795,California,6,85,2019,10,Culex pipiens,0.0
6796,California,6,85,2019,10,Culex tarsalis,0.0
6797,California,6,85,2020,3,Culex pipiens,0.0
6798,California,6,85,2020,3,Culex tarsalis,0.0
6799,California,6,85,2020,4,Culex pipiens,0.0
6800,California,6,85,2020,4,Culex tarsalis,0.0
6801,California,6,85,2020,4,Culex pipiens,0.0
6802,California,6,85,2020,4,Culex tarsalis,0.0
6803,California,6,85,2020,5,Culex pipiens,0.0
6804,California,6,85,2020,5,Culex tarsalis,0.0
6805,California,6,85,2020,5,Culex pipiens,0.0012515644555694619
6806,California,6,85,2020,5,Culex stigmatosoma,0.0
6807,California,6,85,2020,5,Culex tarsalis,0.0012598425196850393
6808,California,6,85,2020,5,Culex pipiens,0.0
6809,California,6,85,2020,5,Culex stigmatosoma,0.0
6810,California,6,85,2020,5,Culex tarsalis,0.0
6811,California,6,85,2020,6,Culex pipiens,0.0006493506493506494
6812,California,6,85,2020,6,Culex stigmatosoma,0.0
6813,California,6,85,2020,6,Culex tarsalis,0.0
6814,California,6,85,2020,6,Culex pipiens,0.0006253908692933083
6815,California,6,85,2020,6,Culex stigmatosoma,0.0
6816,California,6,85,2020,6,Culex tarsalis,0.0
6817,California,6,85,2020,7,Culex pipiens,0.0
6818,California,6,85,2020,7,Culex stigmatosoma,0.0
6819,California,6,85,2020,7,Culex tarsalis,0.0
6820,California,6,85,2020,7,Culex pipiens,0.001658374792703151
6821,California,6,85,2020,7,Culex stigmatosoma,0.0
6822,California,6,85,2020,7,Culex tarsalis,0.0
6823,California,6,85,2020,8,Culex pipiens,0.0
6824,California,6,85,2020,8,Culex stigmatosoma,0.0
6825,California,6,85,2020,8,Culex tarsalis,0.0
6826,California,6,85,2020,8,Culex pipiens,0.0
6827,California,6,85,2020,8,Culex stigmatosoma,0.0
6828,California,6,85,2020,8,Culex tarsalis,0.0
6829,California,6,85,2020,9,Culex pipiens,0.0
6830,California,6,85,2020,9,Culex tarsalis,0.0
6831,California,6,85,2020,9,Culex pipiens,0.0
6832,California,6,85,2020,9,Culex tarsalis,0.0
6833,California,6,85,2020,10,Culex pipiens,0.0
6834,California,6,85,2020,10,Culex tarsalis,0.0
6835,California,6,85,2020,10,Culex pipiens,0.0
6836,California,6,85,2020,10,Culex tarsalis,0.0
6837,California,6,85,2020,12,Culex pipiens,0.0
6838,California,6,85,2021,1,Culex pipiens,0.0
6839,California,6,85,2021,1,Culex tarsalis,0.0
6840,California,6,85,2021,1,Culex pipiens,0.0
6841,California,6,85,2021,1,Culex tarsalis,0.0
6842,California,6,85,2021,2,Culex pipiens,0.0
6843,California,6,85,2021,2,Culex tarsalis,0.0
6844,California,6,85,2021,2,Culex pipiens,0.0
6845,California,6,85,2021,2,Culex tarsalis,0.0
6846,California,6,85,2021,3,Culex pipiens,0.0
6847,California,6,85,2021,3,Culex tarsalis,0.0
6848,California,6,85,2021,3,Culex tarsalis,0.0
6849,California,6,85,2021,4,Culex pipiens,0.0
6850,California,6,85,2021,4,Culex tarsalis,0.0
6851,California,6,85,2021,4,Culex pipiens,0.0
6852,California,6,85,2021,4,Culex tarsalis,0.0
6853,California,6,85,2021,5,Culex pipiens,0.0
6854,California,6,85,2021,5,Culex pipiens,0.0
6855,California,6,85,2021,5,Culex tarsalis,0.0
