year,month,statefp,countyfp,infectionRate
2014,6,34,33,0.0
2014,6,46,11,0.0
2014,6,46,13,0.0
2014,6,46,29,0.0
2014,6,46,65,0.0
2014,6,49,35,0.0
2014,7,4,13,0.013702540679417643
2014,7,6,1,0.01293103448275862
2014,7,6,7,0.00794407372100413
2014,7,6,13,0.007177033492822967
2014,7,6,19,0.007508116883116883
2014,7,6,21,0.0
2014,7,6,29,0.004210526315789474
2014,7,6,31,0.008264462809917356
2014,7,6,37,0.004931134160856997
2014,7,6,41,0.008620689655172414
2014,7,6,47,0.013333333333333334
2014,7,6,61,0.0033573615088377602
2014,7,6,65,0.0011716461628588166
2014,7,6,67,0.008840709361679735
2014,7,6,71,0.0051842251434919455
2014,7,6,75,0.0
2014,7,6,83,0.0
2014,7,6,85,0.01046337817638266
2014,7,6,89,0.0029208709506107276
2014,7,6,97,0.0
2014,7,6,99,0.005387931034482759
2014,7,6,101,0.007516973811833172
2014,7,6,107,0.021515151515151515
2014,7,6,111,0.0
2014,7,6,113,0.006342236858153433
2014,7,6,115,0.009502923976608187
2014,7,34,9,0.0
2014,7,34,11,0.0
2014,7,34,15,0.001942286348501665
2014,7,34,21,0.006909258406264394
2014,7,34,25,0.0
2014,7,34,33,0.0
2014,7,46,11,0.0006720430107526882
2014,7,46,13,0.0016016474087632993
2014,7,46,19,0.0
2014,7,46,29,0.0006531678641410843
2014,7,46,33,0.0
2014,7,46,47,0.0
2014,7,46,65,0.0017979144192736426
2014,7,46,93,0.0
2014,7,46,105,0.0
2014,7,49,35,0.0
2014,8,4,13,0.010945461407812794
2014,8,6,1,0.005813953488372093
2014,8,6,7,0.007154650522839846
2014,8,6,13,0.0035534498075214687
2014,8,6,19,0.011135857461024499
2014,8,6,29,0.007771371270995237
2014,8,6,37,0.010973004466886774
2014,8,6,41,0.0
2014,8,6,61,0.004188363142404347
2014,8,6,65,0.0052136133236784935
2014,8,6,67,0.010171869519466853
2014,8,6,71,0.006831566548881037
2014,8,6,75,0.0
2014,8,6,83,0.0
2014,8,6,85,0.010309278350515464
2014,8,6,89,0.00457941672692215
2014,8,6,97,0.00702576112412178
2014,8,6,99,0.005550500454959054
2014,8,6,101,0.013360739979445015
2014,8,6,107,0.020998719590268885
2014,8,6,111,0.0
2014,8,6,113,0.005550416281221091
2014,8,6,115,0.008905852417302799
2014,8,34,9,0.0006373486297004461
2014,8,34,11,0.0
2014,8,34,15,0.003927068723702665
2014,8,34,21,0.012639405204460967
2014,8,34,25,0.0
2014,8,34,29,0.0
2014,8,46,11,0.00510204081632653
2014,8,46,13,0.0007818608287724785
2014,8,46,29,0.0029895366218236174
2014,8,46,47,0.0
2014,8,46,65,0.0
2014,8,49,35,0.0011298903064827456
2014,9,4,13,0.005042864346949067
2014,9,6,1,0.0038022813688212928
2014,9,6,7,0.0017271157167530224
2014,9,6,13,0.0007396449704142012
2014,9,6,19,0.0024578076355890547
2014,9,6,29,0.006863780359028511
2014,9,6,37,0.009826860084230228
2014,9,6,41,0.0
2014,9,6,47,0.01652892561983471
2014,9,6,61,0.0005785363031530228
2014,9,6,65,0.0015726979633561376
2014,9,6,67,0.002463953276145282
2014,9,6,71,0.0038095238095238095
2014,9,6,83,0.0
2014,9,6,85,0.0018796992481203006
2014,9,6,89,0.0017667844522968198
2014,9,6,97,0.005763688760806916
2014,9,6,99,0.002214989603110026
2014,9,6,101,0.0040650406504065045
2014,9,6,111,0.0
2014,9,6,113,0.0033212996389891695
2014,9,6,115,0.0026666666666666666
2014,9,34,9,0.0014272121788772598
2014,9,34,11,0.0
2014,9,34,15,0.0040530582166543845
2014,9,34,21,0.010548523206751054
2014,9,34,29,0.0
2014,9,46,11,0.0
2014,9,46,13,0.0
2014,9,46,29,0.0
2014,9,49,35,0.0011798874568887275
2014,10,4,13,0.002535192474481286
2014,10,6,7,0.0
2014,10,6,13,0.0006293266205160479
2014,10,6,19,0.0019734987313222443
2014,10,6,37,0.004493142046350308
2014,10,6,41,0.0
2014,10,6,61,0.0011049723756906078
2014,10,6,65,0.00034069891949771246
2014,10,6,67,0.0006589351607801792
2014,10,6,71,0.0005555555555555556
2014,10,6,83,0.0
2014,10,6,85,0.0
2014,10,6,89,0.0
2014,10,6,97,0.008888888888888889
2014,10,6,99,0.0008676789587852494
2014,10,6,111,0.0
2014,10,6,113,0.0
2014,10,34,9,0.0005235602094240838
2014,10,34,21,0.0
2014,10,46,29,0.0
2014,11,4,13,0.0009664948453608248
2014,11,6,19,0.0
2014,11,6,37,0.0031570639305445935
2014,11,6,65,0.0
2014,11,6,71,0.0
2014,12,4,13,0.0
2014,12,6,37,0.0
2014,12,6,65,0.0
2015,1,4,13,0.0
2015,1,6,65,0.0
2015,1,6,71,0.0
2015,2,4,13,0.0
2015,2,6,65,0.0
2015,2,6,71,0.0
2015,3,4,13,0.00016633399866932801
2015,3,6,37,0.0002050020500205002
2015,3,6,61,0.0
2015,3,6,65,0.0
2015,3,6,83,0.0
2015,3,6,89,0.0
2015,4,4,13,0.00019860973187686197
2015,4,6,13,0.0
2015,4,6,19,0.0
2015,4,6,29,0.0
2015,4,6,37,0.0
2015,4,6,41,0.0
2015,4,6,61,0.0
2015,4,6,65,0.0002197963220748773
2015,4,6,67,0.0
2015,4,6,83,0.0012330456226880395
2015,4,6,89,0.0
2015,4,6,97,0.0
2015,4,6,107,0.0004675081813931744
2015,5,4,13,0.0027624309392265192
2015,5,6,7,0.0
2015,5,6,13,0.0
2015,5,6,19,0.0
2015,5,6,29,0.0
2015,5,6,37,8.788890841975742e-05
2015,5,6,41,0.0
2015,5,6,61,0.0
2015,5,6,65,0.0007243460764587525
2015,5,6,67,0.0
2015,5,6,71,0.0
2015,5,6,83,0.0
2015,5,6,85,0.0
2015,5,6,89,0.0
2015,5,6,97,0.0
2015,5,6,99,0.0
2015,5,6,101,0.0
2015,5,6,107,0.0064704654560634525
2015,5,6,113,0.0
2015,5,6,115,0.0
2015,5,46,83,0.0
2015,5,46,99,0.0
2015,5,49,35,0.0
2015,5,53,67,0.0
2015,6,4,13,0.006961849067112225
2015,6,6,1,0.0
2015,6,6,7,0.0006298551333193366
2015,6,6,13,0.0010666666666666667
2015,6,6,19,0.0009578544061302681
2015,6,6,29,0.0015203344735841885
2015,6,6,37,0.00023499921666927777
2015,6,6,41,0.0
2015,6,6,47,0.0
2015,6,6,61,0.0008097165991902834
2015,6,6,65,0.003086852813245405
2015,6,6,67,0.0005739429883298259
2015,6,6,71,0.0013219442749644091
2015,6,6,83,0.0
2015,6,6,85,0.0
2015,6,6,89,0.0003284072249589491
2015,6,6,97,0.0
2015,6,6,99,0.00010621348911311737
2015,6,6,101,0.0014425851125216388
2015,6,6,107,0.009372517871326449
2015,6,6,113,0.0002888781896966779
2015,6,6,115,0.004320987654320987
2015,6,34,9,0.0
2015,6,34,11,0.0
2015,6,34,15,0.0
2015,6,34,21,0.0
2015,6,34,25,0.0
2015,6,34,33,0.0
2015,6,46,5,0.0
2015,6,46,11,0.0
2015,6,46,13,0.0006955715279387897
2015,6,46,29,0.0
2015,6,46,33,0.0
2015,6,46,47,0.0
2015,6,46,51,0.0
2015,6,46,59,0.0
2015,6,46,65,0.0
2015,6,46,83,0.0
2015,6,46,93,0.0
2015,6,46,99,0.0
2015,6,46,103,0.0
2015,6,46,105,0.0
2015,6,49,35,0.0
2015,6,53,67,0.0
2015,7,4,13,0.005015432098765432
2015,7,6,1,0.004310344827586207
2015,7,6,7,0.011473319978146056
2015,7,6,13,0.0
2015,7,6,19,0.0018738288569643974
2015,7,6,21,0.005
2015,7,6,29,0.008333333333333333
2015,7,6,37,0.002244129197723812
2015,7,6,41,0.0
2015,7,6,47,0.0
2015,7,6,61,0.003561535417491096
2015,7,6,65,0.00212378640776699
2015,7,6,67,0.003186404673393521
2015,7,6,71,0.01079913606911447
2015,7,6,83,0.0
2015,7,6,85,0.0005027652086475615
2015,7,6,89,0.003947368421052632
2015,7,6,97,0.004281345565749235
2015,7,6,99,0.0010757314974182443
2015,7,6,101,0.008565834557023984
2015,7,6,107,0.012186379928315413
2015,7,6,113,0.00390646492434663
2015,7,6,115,0.008101851851851851
2015,7,34,9,0.0014792899408284023
2015,7,34,11,0.0
2015,7,34,15,0.0026838432635534087
2015,7,34,21,0.004424778761061947
2015,7,34,25,0.0
2015,7,34,33,0.0
2015,7,46,5,0.0
2015,7,46,11,0.0020359687818120122
2015,7,46,13,0.0006420545746388443
2015,7,46,19,0.0
2015,7,46,29,0.0
2015,7,46,33,0.000970873786407767
2015,7,46,47,0.0
2015,7,46,51,0.0
2015,7,46,59,0.0049504950495049506
2015,7,46,65,0.0015961691939345571
2015,7,46,83,0.0007390983000739098
2015,7,46,93,0.0
2015,7,46,99,0.0018302248561966185
2015,7,46,103,0.0
2015,7,46,105,0.0
2015,7,49,35,0.00016355904481517829
2015,7,53,67,0.0
2015,8,4,13,0.002702702702702703
2015,8,6,1,0.0024509803921568627
2015,8,6,7,0.005813953488372093
2015,8,6,13,0.0005574136008918618
2015,8,6,19,0.00712223291626564
2015,8,6,29,0.00677710843373494
2015,8,6,31,0.008583690987124463
2015,8,6,37,0.008090614886731391
2015,8,6,41,0.0
2015,8,6,47,0.013015184381778741
2015,8,6,61,0.0025823111684958036
2015,8,6,65,0.0023109632094657053
2015,8,6,67,0.004450138223990291
2015,8,6,71,0.02255109231853418
2015,8,6,83,0.0
2015,8,6,85,0.010856453558504222
2015,8,6,89,0.00487408610885459
2015,8,6,97,0.000657030223390276
2015,8,6,99,0.0017509727626459145
2015,8,6,101,0.008468595624558928
2015,8,6,107,0.012210485512162032
2015,8,6,113,0.005857294994675187
2015,8,6,115,0.001984126984126984
2015,8,34,1,0.015306122448979591
2015,8,34,9,0.006269592476489028
2015,8,34,15,0.011029411764705883
2015,8,34,21,0.010526315789473684
2015,8,46,5,0.0
2015,8,46,11,0.0028011204481792717
2015,8,46,13,0.00352685838307108
2015,8,46,19,0.0
2015,8,46,29,0.0
2015,8,46,33,0.0
2015,8,46,47,0.0032679738562091504
2015,8,46,51,0.0
2015,8,46,59,0.0125
2015,8,46,65,0.010752688172043012
2015,8,46,83,0.003278688524590164
2015,8,46,93,0.0
2015,8,46,99,0.0012626262626262627
2015,8,46,105,0.0
2015,8,49,35,0.0016637781629116118
2015,8,53,67,0.0
2015,9,4,13,0.00176522506619594
2015,9,6,1,0.004845814977973568
2015,9,6,7,0.0010316368638239339
2015,9,6,13,0.0007968127490039841
2015,9,6,19,0.004566841959590368
2015,9,6,21,0.0
2015,9,6,29,0.011627906976744186
2015,9,6,37,0.012113973724620372
2015,9,6,41,0.0
2015,9,6,61,0.0007265681763138775
2015,9,6,65,0.0005852516582130316
2015,9,6,67,0.002434641470059707
2015,9,6,71,0.008769132653061224
2015,9,6,75,0.0
2015,9,6,83,0.0
2015,9,6,85,0.00963855421686747
2015,9,6,89,0.001282051282051282
2015,9,6,97,0.002012072434607646
2015,9,6,99,0.001006669183339625
2015,9,6,101,0.005154639175257732
2015,9,6,107,0.004537117482382469
2015,9,6,111,0.0
2015,9,6,113,0.0022448015122873348
2015,9,6,115,0.0
2015,9,34,1,0.008528784648187633
2015,9,34,9,0.039735099337748346
2015,9,34,11,0.041666666666666664
2015,9,34,15,0.009825327510917031
2015,9,34,21,0.009615384615384616
2015,9,34,25,0.0
2015,9,34,33,0.0
2015,9,46,11,0.0
2015,9,46,13,0.0024096385542168677
2015,9,46,19,0.0
2015,9,46,29,0.0
2015,9,46,33,0.0
2015,9,46,47,0.0
2015,9,46,59,0.0
2015,9,46,65,0.0
2015,9,46,93,0.0
2015,9,46,99,0.0
2015,9,46,103,0.0
2015,9,46,105,0.0
2015,9,49,35,0.0037543996871333596
2015,10,4,13,0.000388651379712398
2015,10,6,1,0.0020470829068577278
2015,10,6,7,0.0
2015,10,6,13,0.00018380663541953864
2015,10,6,19,0.00045571927692541396
2015,10,6,37,0.008620689655172414
2015,10,6,41,0.0
2015,10,6,61,0.0018105009052504525
2015,10,6,65,0.00022437875133224884
2015,10,6,67,0.001052789893217025
2015,10,6,71,0.005116796440489433
2015,10,6,75,0.0
2015,10,6,83,0.0
2015,10,6,85,0.006211180124223602
2015,10,6,89,0.0
2015,10,6,97,0.0036900369003690036
2015,10,6,99,0.0008570816370259267
2015,10,6,107,0.003436426116838488
2015,10,6,111,0.0
2015,10,6,113,0.00035267148651031563
2015,10,34,1,0.004608294930875576
2015,10,34,9,0.125
2015,10,34,11,0.0
2015,10,34,15,0.0047272727272727275
2015,10,34,21,0.006993006993006993
2015,10,34,25,0.0
2015,10,46,11,0.0
2015,10,46,83,0.0
2015,10,46,99,0.0
2015,11,4,13,0.0
2015,11,6,1,0.0
2015,11,6,13,0.0
2015,11,6,37,0.007207688200747464
2015,11,6,61,0.0
2015,11,6,65,0.00012740476493820868
2015,11,6,71,0.0
2015,12,4,13,0.0
2015,12,6,1,0.0
2015,12,6,71,0.0011074197120708748
2016,1,4,13,0.0
2016,1,6,61,0.0
2016,1,6,65,0.0
2016,1,6,71,0.0
2016,2,4,13,0.0
2016,2,6,61,0.0
2016,2,6,65,0.0
2016,2,6,71,0.0
2016,2,6,83,0.0
2016,3,4,13,0.0
2016,3,6,37,0.0
2016,3,6,65,0.0
2016,3,6,71,0.0
2016,3,6,83,0.0
2016,4,4,13,0.00020242914979757084
2016,4,6,1,0.0
2016,4,6,13,0.0
2016,4,6,19,0.0
2016,4,6,37,0.00021872265966754156
2016,4,6,41,0.0
2016,4,6,61,0.0
2016,4,6,65,0.0
2016,4,6,71,0.0
2016,4,6,75,0.0
2016,4,6,83,0.0
2016,4,6,85,0.0
2016,4,6,89,0.0
2016,4,6,97,0.0
2016,4,6,99,0.0
2016,4,6,107,0.0
2016,5,4,13,0.0006622516556291391
2016,5,6,1,0.0
2016,5,6,13,0.0
2016,5,6,19,0.0
2016,5,6,29,0.00013948946854512484
2016,5,6,31,0.0
2016,5,6,37,0.00035523978685612787
2016,5,6,41,0.0
2016,5,6,61,0.0
2016,5,6,65,0.00026476039184537993
2016,5,6,67,0.0
2016,5,6,71,0.0013333333333333333
2016,5,6,75,0.0
2016,5,6,83,0.0
2016,5,6,85,0.0
2016,5,6,89,0.0
2016,5,6,97,0.0
2016,5,6,99,0.0
2016,5,6,101,0.004246284501061571
2016,5,6,107,0.00026002392220084245
2016,5,6,113,0.0
2016,5,49,35,0.0
2016,6,4,13,0.00543859649122807
2016,6,6,1,0.0
2016,6,6,7,0.00018677624206200972
2016,6,6,13,0.0
2016,6,6,19,0.0034916201117318434
2016,6,6,29,0.003738317757009346
2016,6,6,31,0.02702702702702703
2016,6,6,37,0.00217791924945552
2016,6,6,41,0.0
2016,6,6,61,0.0009372071227741331
2016,6,6,65,0.000219751241594515
2016,6,6,67,0.006953961727831075
2016,6,6,71,0.0012850467289719626
2016,6,6,75,0.0
2016,6,6,83,0.0
2016,6,6,85,0.0042997542997543
2016,6,6,89,0.0
2016,6,6,97,0.0
2016,6,6,99,0.0013605442176870747
2016,6,6,101,0.003678273663560569
2016,6,6,107,0.0011355392234173422
2016,6,6,113,0.0009414584046559398
2016,6,6,115,0.0
2016,6,46,11,0.0
2016,6,46,13,0.0
2016,6,46,19,0.0
2016,6,46,29,0.0
2016,6,46,47,0.0
2016,6,46,51,0.0
2016,6,46,63,0.0
2016,6,46,79,0.0
2016,6,46,105,0.0
2016,6,49,35,0.0
2016,6,53,67,0.0
2016,7,4,13,0.007424907188660142
2016,7,6,1,0.003745318352059925
2016,7,6,7,0.005420054200542005
2016,7,6,13,0.0008428150021070375
2016,7,6,19,0.011222444889779559
2016,7,6,21,0.005
2016,7,6,29,0.005619834710743801
2016,7,6,37,0.00873926590166426
2016,7,6,41,0.0
2016,7,6,47,0.004048582995951417
2016,7,6,61,0.004817145104207629
2016,7,6,65,0.0008944543828264759
2016,7,6,67,0.00757193336698637
2016,7,6,71,0.0029884198729921555
2016,7,6,75,0.0
2016,7,6,83,0.0
2016,7,6,85,0.002542372881355932
2016,7,6,89,0.00013048016701461377
2016,7,6,97,0.0006157635467980296
2016,7,6,99,0.008242424242424242
2016,7,6,101,0.008575942225231325
2016,7,6,107,0.007454983369652483
2016,7,6,113,0.004489828353464717
2016,7,6,115,0.004405286343612335
2016,7,46,11,0.0
2016,7,46,13,0.0
2016,7,46,19,0.0
2016,7,46,29,0.0
2016,7,46,47,0.0
2016,7,46,51,0.0
2016,7,46,63,0.0
2016,7,46,79,0.0
2016,7,46,93,0.0
2016,7,46,105,0.0
2016,7,49,35,0.00022030799057081802
2016,7,53,67,0.0
2016,7,56,39,0.0
2016,8,4,13,0.0033487892838742917
2016,8,6,1,0.0
2016,8,6,7,0.004970178926441352
2016,8,6,13,0.0019074868860276585
2016,8,6,19,0.013145539906103286
2016,8,6,29,0.007629107981220657
2016,8,6,37,0.01458408354339215
2016,8,6,41,0.0
2016,8,6,47,0.009009009009009009
2016,8,6,61,0.003590357326038639
2016,8,6,65,0.00013825521913452232
2016,8,6,67,0.006706244503078276
2016,8,6,71,0.0034795575991052566
2016,8,6,75,0.0
2016,8,6,83,0.0
2016,8,6,85,0.0022675736961451248
2016,8,6,89,0.004262120404901438
2016,8,6,97,0.0
2016,8,6,99,0.009932043910088865
2016,8,6,101,0.00853018372703412
2016,8,6,107,0.008490930142802007
2016,8,6,113,0.006395284173061951
2016,8,6,115,0.006559766763848397
2016,8,46,11,0.0
2016,8,46,13,0.0012841091492776886
2016,8,46,19,0.0
2016,8,46,29,0.0
2016,8,46,47,0.0
2016,8,46,51,0.0
2016,8,46,63,0.0
2016,8,46,79,0.0
2016,8,46,93,0.0
2016,8,46,105,0.0
2016,8,49,35,0.0024650514092958388
2016,8,53,67,0.0
2016,8,56,39,0.0
2016,9,4,13,0.003966822935448972
2016,9,6,1,0.0
2016,9,6,7,0.0011329305135951663
2016,9,6,13,0.0016987542468856172
2016,9,6,19,0.00211118930330753
2016,9,6,21,0.0
2016,9,6,29,0.002204261572373255
2016,9,6,37,0.00787332691802992
2016,9,6,41,0.0
2016,9,6,47,0.0
2016,9,6,61,0.0010931351114997813
2016,9,6,65,5.967655308229397e-05
2016,9,6,67,0.0014537701104865284
2016,9,6,71,0.00017580872011251758
2016,9,6,75,0.0
2016,9,6,83,0.0
2016,9,6,85,0.0030349013657056147
2016,9,6,89,0.006666666666666667
2016,9,6,97,0.0
2016,9,6,99,0.0018221318943163502
2016,9,6,101,0.0
2016,9,6,107,0.004183006535947713
2016,9,6,111,0.0
2016,9,6,113,0.0025212314225053077
2016,9,6,115,0.0
2016,9,46,13,0.0
2016,9,46,19,0.0
2016,9,46,29,0.0
2016,9,46,63,0.0
2016,9,49,35,0.003219149814279818
2016,10,4,13,0.002694990488268865
2016,10,6,1,0.0
2016,10,6,7,0.0
2016,10,6,13,0.001384083044982699
2016,10,6,19,0.000224517287831163
2016,10,6,37,0.00384172109104879
2016,10,6,41,0.0
2016,10,6,47,0.0
2016,10,6,61,0.0
2016,10,6,65,0.0
2016,10,6,67,0.00029163021289005544
2016,10,6,71,0.0
2016,10,6,75,0.0
2016,10,6,83,0.0
2016,10,6,85,0.0
2016,10,6,89,0.0
2016,10,6,97,0.0
2016,10,6,99,0.0004139072847682119
2016,10,6,107,0.0
2016,10,6,113,0.0008503401360544217
2016,10,49,35,0.0017985611510791368
2016,11,4,13,0.0008894159501927068
2016,11,6,37,0.0004970178926441351
2016,11,6,61,0.0
2016,11,6,65,0.0
2016,11,6,71,0.000723589001447178
2016,11,6,97,0.0
2016,12,4,13,0.0
2016,12,6,37,0.0026954177897574125
2016,12,6,61,0.0
2016,12,6,65,0.0
2016,12,6,71,0.0
2017,1,4,13,0.0
2017,1,6,61,0.0
2017,1,6,65,0.0
2017,1,6,71,0.0
2017,2,4,13,0.0
2017,2,6,1,0.0
2017,2,6,61,0.0
2017,2,6,65,0.0
2017,2,6,71,0.0
2017,3,4,13,0.0
2017,3,6,1,0.0
2017,3,6,37,0.0
2017,3,6,61,0.0
2017,3,6,65,0.0
2017,3,6,71,0.0
2017,3,6,83,0.0
2017,3,6,89,0.0
2017,4,4,13,0.00010446046171524079
2017,4,6,1,0.0
2017,4,6,13,0.0
2017,4,6,37,0.0
2017,4,6,41,0.0
2017,4,6,61,0.0
2017,4,6,65,3.4936938825420114e-05
2017,4,6,71,0.0
2017,4,6,83,0.0
2017,4,6,89,0.0
2017,4,6,97,0.0
2017,5,4,13,0.0021269633507853404
2017,5,6,1,0.0
2017,5,6,13,0.0
2017,5,6,19,0.0
2017,5,6,29,0.00037917087967644087
2017,5,6,31,0.0
2017,5,6,37,0.0004441680731988985
2017,5,6,41,0.0
2017,5,6,61,0.0
2017,5,6,65,0.0
2017,5,6,67,0.0
2017,5,6,71,0.00035612535612535614
2017,5,6,83,0.0
2017,5,6,89,0.0
2017,5,6,97,0.0
2017,5,6,99,0.0
2017,5,6,101,0.0
2017,5,6,107,0.0007656235046415925
2017,5,6,113,0.0
2017,5,6,115,0.0
2017,5,31,55,0.0
2017,5,31,69,0.0
2017,5,31,111,0.0
2017,5,34,37,0.0
2017,5,49,35,0.0
2017,5,53,67,0.0
2017,6,4,13,0.009857328145265888
2017,6,6,1,0.0
2017,6,6,7,0.0
2017,6,6,13,0.0
2017,6,6,19,0.00011875074219213871
2017,6,6,29,0.005152224824355972
2017,6,6,37,0.002844524290740325
2017,6,6,41,0.0
2017,6,6,61,0.0
2017,6,6,65,0.002748511223087494
2017,6,6,67,5.3553258715792856e-05
2017,6,6,71,0.004185944040537563
2017,6,6,75,0.0
2017,6,6,83,0.0
2017,6,6,85,0.0
2017,6,6,89,0.0
2017,6,6,97,0.0
2017,6,6,99,0.0006400682739492212
2017,6,6,101,0.0
2017,6,6,107,0.007142857142857143
2017,6,6,111,0.0
2017,6,6,113,0.00017869907076483203
2017,6,6,115,0.0
2017,6,31,13,0.0
2017,6,31,31,0.0
2017,6,31,45,0.0
2017,6,31,51,0.0
2017,6,31,55,0.0
2017,6,31,69,0.0
2017,6,31,79,0.0
2017,6,31,89,0.0
2017,6,31,111,0.0
2017,6,31,157,0.0
2017,6,31,179,0.0
2017,6,49,35,8.960573476702509e-05
2017,6,53,67,0.0
2017,6,56,39,0.0
2017,7,4,13,0.006726457399103139
2017,7,6,1,0.0
2017,7,6,7,0.001440922190201729
2017,7,6,13,0.0004985044865403788
2017,7,6,19,0.0038507109004739335
2017,7,6,29,0.01756311745334797
2017,7,6,31,0.0
2017,7,6,37,0.008522962350020686
2017,7,6,41,0.0
2017,7,6,47,0.007042253521126761
2017,7,6,61,0.000732511292882432
2017,7,6,65,0.005299482376140005
2017,7,6,67,0.0014235280719735793
2017,7,6,71,0.020950323974082072
2017,7,6,75,0.0
2017,7,6,83,0.0
2017,7,6,85,0.0
2017,7,6,89,0.0
2017,7,6,97,0.0
2017,7,6,99,0.0060895522388059705
2017,7,6,101,0.001923816852635629
2017,7,6,107,0.010370566087588347
2017,7,6,111,0.0
2017,7,6,113,0.0005221153128962483
2017,7,6,115,0.002770083102493075
2017,7,31,13,0.0022471910112359553
2017,7,31,31,0.0
2017,7,31,45,0.0
2017,7,31,51,0.0
2017,7,31,55,0.0
2017,7,31,69,0.0036101083032490976
2017,7,31,79,0.0
2017,7,31,89,0.0
2017,7,31,111,0.007142857142857143
2017,7,31,157,0.004103165298944901
2017,7,31,179,0.0
2017,7,49,35,0.0015107332326177844
2017,7,53,67,0.0
2017,7,56,39,0.0
2017,8,4,13,0.008723235527359239
2017,8,6,1,0.0
2017,8,6,7,0.00510204081632653
2017,8,6,13,0.001937984496124031
2017,8,6,19,0.010121923165401427
2017,8,6,29,0.010378510378510378
2017,8,6,37,0.016919527371880023
2017,8,6,41,0.0
2017,8,6,61,0.0019177126917712692
2017,8,6,65,0.002957658779576588
2017,8,6,67,0.0037918562594796406
2017,8,6,71,0.0113050944476245
2017,8,6,75,0.0
2017,8,6,83,0.0
2017,8,6,85,0.0
2017,8,6,89,0.0
2017,8,6,97,0.0
2017,8,6,99,0.007628128724672229
2017,8,6,101,0.002287457110179184
2017,8,6,107,0.01354898205291906
2017,8,6,111,0.0
2017,8,6,113,0.0030341646944596155
2017,8,6,115,0.004119464469618949
2017,8,31,13,0.0019880715705765406
2017,8,31,31,0.0
2017,8,31,45,0.0026954177897574125
2017,8,31,51,0.0
2017,8,31,55,0.0
2017,8,31,69,0.0013831258644536654
2017,8,31,79,0.002932551319648094
2017,8,31,89,0.006097560975609756
2017,8,31,111,0.0
2017,8,31,157,0.006526806526806527
2017,8,31,179,0.008064516129032258
2017,8,49,35,0.003360162538094866
2017,8,53,67,0.0
2017,8,56,39,0.0
2017,9,4,13,0.00582698341550874
2017,9,6,1,0.0
2017,9,6,7,0.001800720288115246
2017,9,6,13,0.0007024938531787847
2017,9,6,19,0.004662477194405028
2017,9,6,29,0.0018315018315018315
2017,9,6,37,0.00986784140969163
2017,9,6,41,0.0
2017,9,6,61,0.002355712603062426
2017,9,6,65,0.0006704210244033253
2017,9,6,67,0.003321117727897389
2017,9,6,71,0.0025652464867276376
2017,9,6,75,0.0
2017,9,6,83,0.0
2017,9,6,85,0.0
2017,9,6,89,0.0
2017,9,6,97,0.0022675736961451248
2017,9,6,99,0.0030278413706520935
2017,9,6,101,0.0
2017,9,6,107,0.003717965741601381
2017,9,6,111,0.0
2017,9,6,113,0.0030991735537190084
2017,9,6,115,0.005208333333333333
2017,9,31,13,0.0
2017,9,31,31,0.0
2017,9,31,45,0.037037037037037035
2017,9,31,51,0.0
2017,9,31,55,0.0
2017,9,31,69,0.0
2017,9,31,79,0.0
2017,9,31,89,0.0
2017,9,31,111,0.013333333333333334
2017,9,31,157,0.011695906432748537
2017,9,31,179,0.0
2017,9,49,35,0.002784185824516745
2017,9,56,39,0.0
2017,10,4,13,0.0013230695212893915
2017,10,6,1,0.0
2017,10,6,7,0.0
2017,10,6,13,0.0006828269033799932
2017,10,6,19,0.00048355899419729207
2017,10,6,37,0.004132231404958678
2017,10,6,41,0.0
2017,10,6,61,0.0046801872074883
2017,10,6,65,4.308302098143122e-05
2017,10,6,67,0.0008082440897150939
2017,10,6,71,0.0008652015919709292
2017,10,6,83,0.014925373134328358
2017,10,6,85,0.0
2017,10,6,89,0.0
2017,10,6,97,0.0
2017,10,6,99,0.0004130524576621231
2017,10,6,107,0.0
2017,10,6,113,0.0030303030303030303
2017,11,4,13,0.00024968789013732833
2017,11,6,1,0.0
2017,11,6,37,0.0018115942028985507
2017,11,6,61,0.0
2017,11,6,65,0.0
2017,11,6,71,0.0006821282401091405
2017,11,6,97,0.0
2017,12,4,13,0.0
2017,12,6,1,0.0
2017,12,6,61,0.0
2017,12,6,65,0.0
2017,12,6,71,0.0
2018,1,4,13,0.0012578616352201257
2018,1,6,61,0.0
2018,1,6,65,0.0
2018,2,4,13,0.0
2018,2,6,1,0.0
2018,2,6,61,0.0
2018,2,6,65,0.0
2018,3,4,13,0.0006634599436059048
2018,3,6,1,0.0
2018,3,6,37,0.0
2018,3,6,61,0.0
2018,3,6,65,0.0
2018,3,6,83,0.0
2018,3,6,89,0.0
2018,4,4,13,0.00017812611328820805
2018,4,6,1,0.0
2018,4,6,37,0.0
2018,4,6,41,0.0
2018,4,6,61,0.0
2018,4,6,65,0.0
2018,4,6,71,0.000275027502750275
2018,4,6,89,0.0
2018,4,6,97,0.0
2018,4,6,107,0.0
2018,5,4,13,0.0
2018,5,6,1,0.0008244023083264633
2018,5,6,7,0.0
2018,5,6,13,0.0
2018,5,6,19,0.0
2018,5,6,29,0.0
2018,5,6,37,0.0
2018,5,6,41,0.0
2018,5,6,61,0.0
2018,5,6,65,0.0
2018,5,6,67,8.077544426494346e-05
2018,5,6,71,0.0
2018,5,6,85,0.0
2018,5,6,89,0.0
