state,statefp,county,countyfp,year,month,trap_type,species,num_sites,num_collection_events,num_trap_nights,num_adult_females_collected,num_collection_events_with_detection
California,06,San Bernardino,071,2009,5,CO2,Culex tarsalis,23,100,100,820,36
California,06,San Bernardino,071,2009,5,GRAV,Culex quinquefasciatus,20,80,80,2305,57
California,06,San Bernardino,071,2009,5,GRAV,Culex stigmatosoma,20,80,80,62,24
California,06,San Bernardino,071,2009,5,GRAV,Culex tarsalis,20,80,80,12,5
California,06,San Bernardino,071,2009,6,CO2,Culex quinquefasciatus,23,115,115,1062,73
California,06,San Bernardino,071,2009,6,CO2,Culex stigmatosoma,23,115,115,276,27
California,06,San Bernardino,071,2009,6,CO2,Culex tarsalis,23,115,115,592,31
California,06,San Bernardino,071,2009,6,GRAV,Culex quinquefasciatus,20,95,95,2116,78
California,06,San Bernardino,071,2009,6,GRAV,Culex stigmatosoma,20,95,95,95,37
California,06,San Bernardino,071,2009,6,GRAV,Culex tarsalis,20,95,95,15,9
California,06,San Bernardino,071,2009,7,CO2,Culex quinquefasciatus,23,110,110,3362,73
California,06,San Bernardino,071,2009,7,CO2,Culex stigmatosoma,23,110,110,105,22
California,06,San Bernardino,071,2009,7,CO2,Culex tarsalis,23,110,110,475,35
California,06,San Bernardino,071,2009,7,GRAV,Culex quinquefasciatus,20,85,85,1339,67
California,06,San Bernardino,071,2009,7,GRAV,Culex stigmatosoma,20,85,85,64,33
California,06,San Bernardino,071,2009,7,GRAV,Culex tarsalis,20,85,85,3,3
California,06,San Bernardino,071,2009,8,CO2,Culex quinquefasciatus,24,101,101,2882,74
California,06,San Bernardino,071,2009,8,CO2,Culex stigmatosoma,24,101,101,137,16
California,06,San Bernardino,071,2009,8,CO2,Culex tarsalis,24,101,101,227,30
California,06,San Bernardino,071,2009,8,GRAV,Culex quinquefasciatus,20,80,80,2050,74
California,06,San Bernardino,071,2009,8,GRAV,Culex stigmatosoma,20,80,80,51,30
California,06,San Bernardino,071,2009,8,GRAV,Culex tarsalis,20,80,80,5,5
California,06,San Bernardino,071,2009,9,CO2,Culex quinquefasciatus,23,121,121,2441,94
California,06,San Bernardino,071,2009,9,CO2,Culex stigmatosoma,23,121,121,154,34
California,06,San Bernardino,071,2009,9,CO2,Culex tarsalis,23,121,121,1790,52
California,06,San Bernardino,071,2009,9,GRAV,Culex quinquefasciatus,20,88,88,893,71
California,06,San Bernardino,071,2009,9,GRAV,Culex stigmatosoma,20,88,88,18,12
California,06,San Bernardino,071,2009,9,GRAV,Culex tarsalis,20,88,88,2,2
California,06,San Bernardino,071,2009,10,CO2,Culex quinquefasciatus,23,50,50,274,23
California,06,San Bernardino,071,2009,10,CO2,Culex stigmatosoma,23,50,50,49,8
California,06,San Bernardino,071,2009,10,CO2,Culex tarsalis,23,50,50,119,10
California,06,San Bernardino,071,2009,10,GRAV,Culex quinquefasciatus,20,40,40,174,26
California,06,San Bernardino,071,2009,11,CO2,Culex quinquefasciatus,23,44,44,125,22
California,06,San Bernardino,071,2009,11,CO2,Culex stigmatosoma,23,44,44,3,2
California,06,San Bernardino,071,2009,11,CO2,Culex tarsalis,23,44,44,4,3
California,06,San Bernardino,071,2009,11,GRAV,Culex quinquefasciatus,20,44,44,491,33
California,06,San Bernardino,071,2009,11,GRAV,Culex stigmatosoma,20,44,44,1,1
California,06,San Bernardino,071,2009,12,CO2,Culex quinquefasciatus,23,59,59,31,10
California,06,San Bernardino,071,2009,12,CO2,Culex stigmatosoma,23,59,59,1,1
California,06,San Bernardino,071,2009,12,CO2,Culex tarsalis,23,59,59,1,1
California,06,San Bernardino,071,2009,12,GRAV,Culex quinquefasciatus,20,45,45,183,23
California,06,San Bernardino,071,2010,1,CO2,Culex quinquefasciatus,23,25,25,6,4
California,06,San Bernardino,071,2010,1,GRAV,Culex quinquefasciatus,20,20,20,89,12
California,06,San Bernardino,071,2010,1,GRAV,Culex stigmatosoma,20,20,20,1,1
California,06,San Bernardino,071,2010,2,CO2,Culex quinquefasciatus,23,50,50,7,5
California,06,San Bernardino,071,2010,2,CO2,Culex stigmatosoma,23,50,50,1,1
California,06,San Bernardino,071,2010,2,CO2,Culex tarsalis,23,50,50,7,5
California,06,San Bernardino,071,2010,2,GRAV,Culex quinquefasciatus,20,40,40,21,7
California,06,San Bernardino,071,2010,2,GRAV,Culex stigmatosoma,20,40,40,1,1
California,06,San Bernardino,071,2010,3,CO2,Culex quinquefasciatus,23,86,86,32,17
California,06,San Bernardino,071,2010,3,CO2,Culex stigmatosoma,23,86,86,14,7
California,06,San Bernardino,071,2010,3,CO2,Culex tarsalis,23,86,86,110,24
California,06,San Bernardino,071,2010,3,GRAV,Culex quinquefasciatus,20,66,66,1042,40
California,06,San Bernardino,071,2010,3,GRAV,Culex stigmatosoma,20,66,66,15,9
California,06,San Bernardino,071,2010,4,CO2,Culex quinquefasciatus,23,101,101,150,25
California,06,San Bernardino,071,2010,4,CO2,Culex stigmatosoma,23,101,101,99,20
California,06,San Bernardino,071,2010,4,CO2,Culex tarsalis,23,101,101,263,36
California,06,San Bernardino,071,2010,4,GRAV,Culex quinquefasciatus,20,89,89,1238,70
California,06,San Bernardino,071,2010,4,GRAV,Culex stigmatosoma,20,89,89,15,9
California,06,San Bernardino,071,2010,4,GRAV,Culex tarsalis,20,89,89,1,1
California,06,San Bernardino,071,2010,5,CO2,Culex quinquefasciatus,23,97,97,424,47
California,06,San Bernardino,071,2010,5,CO2,Culex stigmatosoma,23,97,97,223,29
California,06,San Bernardino,071,2010,5,CO2,Culex tarsalis,23,97,97,437,35
California,06,San Bernardino,071,2010,5,GRAV,Culex quinquefasciatus,20,79,79,3282,63
California,06,San Bernardino,071,2010,5,GRAV,Culex stigmatosoma,20,79,79,55,24
California,06,San Bernardino,071,2010,5,GRAV,Culex tarsalis,20,79,79,1,1
California,06,San Bernardino,071,2010,6,CO2,Culex quinquefasciatus,23,123,123,1024,65
California,06,San Bernardino,071,2010,6,CO2,Culex stigmatosoma,23,123,123,262,31
California,06,San Bernardino,071,2010,6,CO2,Culex tarsalis,23,123,123,293,49
California,06,San Bernardino,071,2010,6,GRAV,Culex quinquefasciatus,20,100,100,4080,90
California,06,San Bernardino,071,2010,6,GRAV,Culex stigmatosoma,20,100,100,127,42
California,06,San Bernardino,071,2010,6,GRAV,Culex tarsalis,20,100,100,11,7
California,06,San Bernardino,071,2010,7,CO2,Culex quinquefasciatus,24,100,100,616,61
California,06,San Bernardino,071,2010,7,CO2,Culex stigmatosoma,24,100,100,258,35
California,06,San Bernardino,071,2010,7,CO2,Culex tarsalis,24,100,100,116,29
California,06,San Bernardino,071,2010,7,GRAV,Culex quinquefasciatus,20,78,78,3075,76
California,06,San Bernardino,071,2010,7,GRAV,Culex stigmatosoma,20,78,78,127,39
California,06,San Bernardino,071,2010,7,GRAV,Culex tarsalis,20,78,78,7,7
California,06,San Bernardino,071,2010,8,CO2,Culex quinquefasciatus,23,111,111,558,78
California,06,San Bernardino,071,2010,8,CO2,Culex stigmatosoma,23,111,111,417,44
California,06,San Bernardino,071,2010,8,CO2,Culex tarsalis,23,111,111,275,43
California,06,San Bernardino,071,2010,8,GRAV,Culex quinquefasciatus,20,91,91,3344,83
California,06,San Bernardino,071,2010,8,GRAV,Culex stigmatosoma,20,91,91,162,54
California,06,San Bernardino,071,2010,8,GRAV,Culex tarsalis,20,91,91,9,8
California,06,San Bernardino,071,2010,9,CO2,Culex quinquefasciatus,23,112,112,334,53
California,06,San Bernardino,071,2010,9,CO2,Culex stigmatosoma,23,112,112,99,25
California,06,San Bernardino,071,2010,9,CO2,Culex tarsalis,23,112,112,213,25
California,06,San Bernardino,071,2010,9,GRAV,Culex quinquefasciatus,20,85,85,1817,85
California,06,San Bernardino,071,2010,9,GRAV,Culex stigmatosoma,20,85,85,24,12
California,06,San Bernardino,071,2010,9,GRAV,Culex tarsalis,20,85,85,3,3
California,06,San Bernardino,071,2010,10,CO2,Culex quinquefasciatus,23,99,99,364,48
California,06,San Bernardino,071,2010,10,CO2,Culex stigmatosoma,23,99,99,72,16
California,06,San Bernardino,071,2010,10,CO2,Culex tarsalis,23,99,99,137,21
California,06,San Bernardino,071,2010,10,GRAV,Culex quinquefasciatus,20,80,80,1025,78
California,06,San Bernardino,071,2010,10,GRAV,Culex stigmatosoma,20,80,80,14,12
California,06,San Bernardino,071,2010,10,GRAV,Culex tarsalis,20,80,80,1,1
California,06,San Bernardino,071,2010,11,CO2,Culex quinquefasciatus,24,125,125,539,54
California,06,San Bernardino,071,2010,11,CO2,Culex stigmatosoma,24,125,125,67,13
California,06,San Bernardino,071,2010,11,CO2,Culex tarsalis,24,125,125,33,11
California,06,San Bernardino,071,2010,11,GRAV,Culex quinquefasciatus,21,100,101,3759,74
California,06,San Bernardino,071,2010,11,GRAV,Culex stigmatosoma,21,100,101,20,13
California,06,San Bernardino,071,2010,11,GRAV,Culex tarsalis,21,100,101,1,1
California,06,San Bernardino,071,2010,12,CO2,Culex quinquefasciatus,22,24,24,12,6
California,06,San Bernardino,071,2010,12,CO2,Culex stigmatosoma,22,24,24,3,2
California,06,San Bernardino,071,2010,12,GRAV,Culex quinquefasciatus,21,21,21,50,10
California,06,San Bernardino,071,2011,1,CO2,Culex quinquefasciatus,23,47,47,6,6
California,06,San Bernardino,071,2011,1,CO2,Culex stigmatosoma,23,47,47,4,3
California,06,San Bernardino,071,2011,1,CO2,Culex tarsalis,23,47,47,2,2
California,06,San Bernardino,071,2011,1,GRAV,Culex quinquefasciatus,19,38,38,68,21
California,06,San Bernardino,071,2011,1,GRAV,Culex stigmatosoma,19,38,38,1,1
California,06,San Bernardino,071,2011,1,GRAV,Culex tarsalis,19,38,38,2,2
California,06,San Bernardino,071,2011,2,CO2,Culex quinquefasciatus,23,50,50,2,2
California,06,San Bernardino,071,2011,2,GRAV,Culex quinquefasciatus,20,40,40,32,16
California,06,San Bernardino,071,2011,2,GRAV,Culex stigmatosoma,20,40,40,1,1
California,06,San Bernardino,071,2011,3,CO2,Culex quinquefasciatus,24,50,50,8,4
California,06,San Bernardino,071,2011,3,CO2,Culex stigmatosoma,24,50,50,7,4
California,06,San Bernardino,071,2011,3,CO2,Culex tarsalis,24,50,50,42,3
California,06,San Bernardino,071,2011,3,GRAV,Culex quinquefasciatus,20,39,39,112,24
California,06,San Bernardino,071,2011,4,CO2,Culex quinquefasciatus,23,100,100,61,35
California,06,San Bernardino,071,2011,4,CO2,Culex stigmatosoma,23,100,100,39,14
California,06,San Bernardino,071,2011,4,CO2,Culex tarsalis,23,100,100,445,29
California,06,San Bernardino,071,2011,4,GRAV,Culex quinquefasciatus,21,79,79,483,46
California,06,San Bernardino,071,2011,4,GRAV,Culex stigmatosoma,21,79,79,8,4
California,06,San Bernardino,071,2011,4,GRAV,Culex tarsalis,21,79,79,5,4
California,06,San Bernardino,071,2011,5,CO2,Culex quinquefasciatus,23,115,115,306,40
California,06,San Bernardino,071,2011,5,CO2,Culex stigmatosoma,23,115,115,120,19
California,06,San Bernardino,071,2011,5,CO2,Culex tarsalis,23,115,115,257,28
California,06,San Bernardino,071,2011,5,GRAV,Culex quinquefasciatus,20,95,95,2656,90
California,06,San Bernardino,071,2011,5,GRAV,Culex stigmatosoma,20,95,95,22,13
California,06,San Bernardino,071,2011,5,GRAV,Culex tarsalis,20,95,95,13,7
California,06,San Bernardino,071,2011,6,CO2,Culex quinquefasciatus,23,110,110,611,56
California,06,San Bernardino,071,2011,6,CO2,Culex stigmatosoma,23,110,110,141,38
California,06,San Bernardino,071,2011,6,CO2,Culex tarsalis,23,110,110,257,43
California,06,San Bernardino,071,2011,6,GRAV,Culex quinquefasciatus,20,85,85,1565,78
California,06,San Bernardino,071,2011,6,GRAV,Culex stigmatosoma,20,85,85,38,19
California,06,San Bernardino,071,2011,6,GRAV,Culex tarsalis,20,85,85,4,2
California,06,San Bernardino,071,2011,7,CO2,Culex quinquefasciatus,23,100,100,564,59
California,06,San Bernardino,071,2011,7,CO2,Culex stigmatosoma,23,100,100,97,22
California,06,San Bernardino,071,2011,7,CO2,Culex tarsalis,23,100,100,181,38
California,06,San Bernardino,071,2011,7,GRAV,Culex quinquefasciatus,20,80,80,1493,78
California,06,San Bernardino,071,2011,7,GRAV,Culex stigmatosoma,20,80,80,56,26
California,06,San Bernardino,071,2011,7,GRAV,Culex tarsalis,20,80,80,14,11
California,06,San Bernardino,071,2011,8,CO2,Culex quinquefasciatus,23,123,123,2547,97
California,06,San Bernardino,071,2011,8,CO2,Culex stigmatosoma,23,123,123,319,49
California,06,San Bernardino,071,2011,8,CO2,Culex tarsalis,23,123,123,344,45
California,06,San Bernardino,071,2011,8,GRAV,Culex quinquefasciatus,20,99,99,4619,130
California,06,San Bernardino,071,2011,8,GRAV,Culex stigmatosoma,20,99,99,123,45
California,06,San Bernardino,071,2011,8,GRAV,Culex tarsalis,20,99,99,4,3
California,06,San Bernardino,071,2011,9,CO2,Culex quinquefasciatus,23,96,96,4295,79
California,06,San Bernardino,071,2011,9,CO2,Culex stigmatosoma,23,96,96,253,43
California,06,San Bernardino,071,2011,9,CO2,Culex tarsalis,23,96,96,285,28
California,06,San Bernardino,071,2011,9,GRAV,Culex quinquefasciatus,20,78,78,2846,89
California,06,San Bernardino,071,2011,9,GRAV,Culex stigmatosoma,20,78,78,59,21
California,06,San Bernardino,071,2011,10,CO2,Culex quinquefasciatus,23,96,96,1271,73
California,06,San Bernardino,071,2011,10,CO2,Culex stigmatosoma,23,96,96,69,26
California,06,San Bernardino,071,2011,10,CO2,Culex tarsalis,23,96,96,247,28
California,06,San Bernardino,071,2011,10,GRAV,Culex quinquefasciatus,20,78,78,2881,98
California,06,San Bernardino,071,2011,10,GRAV,Culex stigmatosoma,20,78,78,21,16
California,06,San Bernardino,071,2011,11,CO2,Culex quinquefasciatus,23,73,73,1369,43
California,06,San Bernardino,071,2011,11,CO2,Culex stigmatosoma,23,73,73,58,12
California,06,San Bernardino,071,2011,11,CO2,Culex tarsalis,23,73,73,4,2
California,06,San Bernardino,071,2011,11,GRAV,Culex quinquefasciatus,20,59,59,2003,74
California,06,San Bernardino,071,2011,11,GRAV,Culex stigmatosoma,20,59,59,11,11
California,06,San Bernardino,071,2011,11,GRAV,Culex tarsalis,20,59,59,1,1
California,06,San Bernardino,071,2011,12,CO2,Culex quinquefasciatus,23,25,25,21,5
California,06,San Bernardino,071,2011,12,GRAV,Culex quinquefasciatus,20,20,20,48,13
California,06,San Bernardino,071,2011,12,GRAV,Culex stigmatosoma,20,20,20,1,1
California,06,San Bernardino,071,2012,1,CO2,Culex quinquefasciatus,19,41,41,1,1
California,06,San Bernardino,071,2012,1,CO2,Culex stigmatosoma,19,41,41,1,1
California,06,San Bernardino,071,2012,1,GRAV,Culex quinquefasciatus,25,49,49,120,14
California,06,San Bernardino,071,2012,1,GRAV,Culex stigmatosoma,25,49,49,3,3
California,06,San Bernardino,071,2012,2,CO2,Culex quinquefasciatus,18,40,40,7,3
California,06,San Bernardino,071,2012,2,CO2,Culex stigmatosoma,18,40,40,2,2
California,06,San Bernardino,071,2012,2,CO2,Culex tarsalis,18,40,40,1,1
California,06,San Bernardino,071,2012,2,GRAV,Culex quinquefasciatus,25,50,50,146,29
California,06,San Bernardino,071,2012,2,GRAV,Culex stigmatosoma,25,50,50,16,8
California,06,San Bernardino,071,2012,3,CO2,Culex quinquefasciatus,18,40,40,7,6
California,06,San Bernardino,071,2012,3,CO2,Culex stigmatosoma,18,40,40,4,4
California,06,San Bernardino,071,2012,3,CO2,Culex tarsalis,18,40,40,1,1
California,06,San Bernardino,071,2012,3,GRAV,Culex quinquefasciatus,25,50,50,23,8
California,06,San Bernardino,071,2012,3,GRAV,Culex stigmatosoma,25,50,50,1,1
California,06,San Bernardino,071,2012,4,CO2,Culex quinquefasciatus,22,44,44,83,14
California,06,San Bernardino,071,2012,4,CO2,Culex stigmatosoma,22,44,44,14,6
California,06,San Bernardino,071,2012,4,CO2,Culex tarsalis,22,44,44,8,3
California,06,San Bernardino,071,2012,4,GRAV,Culex quinquefasciatus,25,44,44,265,29
California,06,San Bernardino,071,2012,4,GRAV,Culex stigmatosoma,25,44,44,35,11
California,06,San Bernardino,071,2012,5,CO2,Culex quinquefasciatus,18,99,99,303,36
California,06,San Bernardino,071,2012,5,CO2,Culex stigmatosoma,18,99,99,45,18
California,06,San Bernardino,071,2012,5,CO2,Culex tarsalis,18,99,99,50,21
California,06,San Bernardino,071,2012,5,GRAV,Culex quinquefasciatus,25,124,124,1075,93
California,06,San Bernardino,071,2012,5,GRAV,Culex stigmatosoma,25,124,124,43,24
California,06,San Bernardino,071,2012,6,CO2,Culex quinquefasciatus,18,79,79,478,45
California,06,San Bernardino,071,2012,6,CO2,Culex stigmatosoma,18,79,79,100,19
California,06,San Bernardino,071,2012,6,CO2,Culex tarsalis,18,79,79,100,19
California,06,San Bernardino,071,2012,6,GRAV,Culex quinquefasciatus,25,99,99,625,70
California,06,San Bernardino,071,2012,6,GRAV,Culex stigmatosoma,25,99,99,56,20
California,06,San Bernardino,071,2012,7,CO2,Culex quinquefasciatus,18,98,98,569,65
California,06,San Bernardino,071,2012,7,CO2,Culex stigmatosoma,18,98,98,63,24
California,06,San Bernardino,071,2012,7,CO2,Culex tarsalis,18,98,98,138,29
California,06,San Bernardino,071,2012,7,GRAV,Culex quinquefasciatus,25,125,125,1335,113
California,06,San Bernardino,071,2012,7,GRAV,Culex stigmatosoma,25,125,125,80,37
California,06,San Bernardino,071,2012,8,CO2,Culex quinquefasciatus,18,79,79,1054,63
California,06,San Bernardino,071,2012,8,CO2,Culex stigmatosoma,18,79,79,83,24
California,06,San Bernardino,071,2012,8,CO2,Culex tarsalis,18,79,79,91,28
California,06,San Bernardino,071,2012,8,GRAV,Culex quinquefasciatus,25,98,98,641,100
California,06,San Bernardino,071,2012,8,GRAV,Culex stigmatosoma,25,98,98,24,17
California,06,San Bernardino,071,2012,8,GRAV,Culex tarsalis,25,98,98,4,4
California,06,San Bernardino,071,2012,9,CO2,Culex quinquefasciatus,18,80,80,1637,70
California,06,San Bernardino,071,2012,9,CO2,Culex stigmatosoma,18,80,80,88,30
California,06,San Bernardino,071,2012,9,CO2,Culex tarsalis,18,80,80,190,19
California,06,San Bernardino,071,2012,9,GRAV,Culex quinquefasciatus,25,100,100,433,91
California,06,San Bernardino,071,2012,9,GRAV,Culex stigmatosoma,25,100,100,6,6
California,06,San Bernardino,071,2012,9,GRAV,Culex tarsalis,25,100,100,2,2
California,06,San Bernardino,071,2012,10,CO2,Culex quinquefasciatus,18,100,100,1650,80
California,06,San Bernardino,071,2012,10,CO2,Culex stigmatosoma,18,100,100,107,30
California,06,San Bernardino,071,2012,10,CO2,Culex tarsalis,18,100,100,323,30
California,06,San Bernardino,071,2012,10,GRAV,Culex quinquefasciatus,25,125,125,644,81
California,06,San Bernardino,071,2012,10,GRAV,Culex stigmatosoma,25,125,125,6,3
California,06,San Bernardino,071,2012,10,GRAV,Culex tarsalis,25,125,125,1,1
California,06,San Bernardino,071,2012,11,CO2,Culex quinquefasciatus,18,40,40,252,22
California,06,San Bernardino,071,2012,11,CO2,Culex stigmatosoma,18,40,40,12,8
California,06,San Bernardino,071,2012,11,CO2,Culex tarsalis,18,40,40,2,2
California,06,San Bernardino,071,2012,11,GRAV,Culex quinquefasciatus,25,50,50,129,37
California,06,San Bernardino,071,2012,11,GRAV,Culex stigmatosoma,25,50,50,1,1
California,06,San Bernardino,071,2012,12,CO2,Culex quinquefasciatus,18,40,40,79,10
California,06,San Bernardino,071,2012,12,CO2,Culex stigmatosoma,18,40,40,2,2
California,06,San Bernardino,071,2012,12,CO2,Culex tarsalis,18,40,40,1,1
California,06,San Bernardino,071,2012,12,GRAV,Culex quinquefasciatus,25,50,50,124,16
California,06,San Bernardino,071,2012,12,GRAV,Culex stigmatosoma,25,50,50,1,1
California,06,San Bernardino,071,2013,1,CO2,Culex quinquefasciatus,18,80,80,4,4
California,06,San Bernardino,071,2013,1,GRAV,Culex quinquefasciatus,25,100,100,174,34
California,06,San Bernardino,071,2013,1,GRAV,Culex stigmatosoma,25,100,100,5,4
California,06,San Bernardino,071,2013,2,CO2,Culex tarsalis,18,38,38,1,1
California,06,San Bernardino,071,2013,2,GRAV,Culex quinquefasciatus,25,50,50,44,14
California,06,San Bernardino,071,2013,2,GRAV,Culex stigmatosoma,25,50,50,2,2
California,06,San Bernardino,071,2013,2,OTHER,No Detection,2,2,2,0,0
California,06,San Bernardino,071,2013,3,CO2,Culex quinquefasciatus,16,35,35,23,9
California,06,San Bernardino,071,2013,3,CO2,Culex stigmatosoma,16,35,35,7,3
California,06,San Bernardino,071,2013,3,CO2,Culex tarsalis,16,35,35,1,1
California,06,San Bernardino,071,2013,3,GRAV,Culex quinquefasciatus,25,50,50,538,42
California,06,San Bernardino,071,2013,3,GRAV,Culex stigmatosoma,25,50,50,13,7
California,06,San Bernardino,071,2013,3,GRAV,Culex tarsalis,25,50,50,1,1
California,06,San Bernardino,071,2013,3,OTHER,Culex quinquefasciatus,2,4,4,4,4
California,06,San Bernardino,071,2013,3,OTHER,Culex stigmatosoma,2,4,4,1,1
California,06,San Bernardino,071,2013,4,CO2,Culex quinquefasciatus,16,70,70,24,10
California,06,San Bernardino,071,2013,4,CO2,Culex stigmatosoma,16,70,70,36,18
California,06,San Bernardino,071,2013,4,CO2,Culex tarsalis,16,70,70,11,5
California,06,San Bernardino,071,2013,4,GRAV,Culex quinquefasciatus,25,94,94,973,74
California,06,San Bernardino,071,2013,4,GRAV,Culex stigmatosoma,25,94,94,44,23
California,06,San Bernardino,071,2013,4,GRAV,Culex tarsalis,25,94,94,2,2
California,06,San Bernardino,071,2013,4,OTHER,Culex quinquefasciatus,2,7,7,2,1
California,06,San Bernardino,071,2013,4,OTHER,Culex stigmatosoma,2,7,7,2,1
California,06,San Bernardino,071,2013,5,CO2,Culex quinquefasciatus,16,70,70,370,36
California,06,San Bernardino,071,2013,5,CO2,Culex stigmatosoma,16,70,70,392,28
California,06,San Bernardino,071,2013,5,CO2,Culex tarsalis,16,70,70,201,28
California,06,San Bernardino,071,2013,5,GRAV,Culex quinquefasciatus,25,100,100,2259,92
California,06,San Bernardino,071,2013,5,GRAV,Culex stigmatosoma,25,100,100,86,40
California,06,San Bernardino,071,2013,5,GRAV,Culex tarsalis,25,100,100,7,6
California,06,San Bernardino,071,2013,5,OTHER,Culex quinquefasciatus,2,7,7,11,5
California,06,San Bernardino,071,2013,5,OTHER,Culex stigmatosoma,2,7,7,36,6
California,06,San Bernardino,071,2013,5,OTHER,Culex tarsalis,2,7,7,5,3
California,06,San Bernardino,071,2013,6,CO2,Culex quinquefasciatus,16,72,72,765,46
California,06,San Bernardino,071,2013,6,CO2,Culex stigmatosoma,16,72,72,290,30
California,06,San Bernardino,071,2013,6,CO2,Culex tarsalis,16,72,72,276,26
California,06,San Bernardino,071,2013,6,GRAV,Culex quinquefasciatus,25,100,100,1057,85
California,06,San Bernardino,071,2013,6,GRAV,Culex stigmatosoma,25,100,100,61,36
California,06,San Bernardino,071,2013,6,GRAV,Culex tarsalis,25,100,100,8,4
California,06,San Bernardino,071,2013,6,OTHER,Culex quinquefasciatus,2,8,8,39,6
California,06,San Bernardino,071,2013,6,OTHER,Culex stigmatosoma,2,8,8,60,6
California,06,San Bernardino,071,2013,6,OTHER,Culex tarsalis,2,8,8,3,3
California,06,San Bernardino,071,2013,7,CO2,Culex quinquefasciatus,16,89,89,1734,56
California,06,San Bernardino,071,2013,7,CO2,Culex stigmatosoma,16,89,89,290,36
California,06,San Bernardino,071,2013,7,CO2,Culex tarsalis,16,89,89,93,31
California,06,San Bernardino,071,2013,7,GRAV,Culex quinquefasciatus,29,139,139,3090,132
California,06,San Bernardino,071,2013,7,GRAV,Culex stigmatosoma,29,139,139,79,40
California,06,San Bernardino,071,2013,7,GRAV,Culex tarsalis,29,139,139,5,3
California,06,San Bernardino,071,2013,7,OTHER,Culex quinquefasciatus,2,10,10,54,7
California,06,San Bernardino,071,2013,7,OTHER,Culex stigmatosoma,2,10,10,45,9
California,06,San Bernardino,071,2013,7,OTHER,Culex tarsalis,2,10,10,3,2
California,06,San Bernardino,071,2013,8,CO2,Culex quinquefasciatus,16,72,72,1031,50
California,06,San Bernardino,071,2013,8,CO2,Culex stigmatosoma,16,72,72,150,24
California,06,San Bernardino,071,2013,8,CO2,Culex tarsalis,16,72,72,48,21
California,06,San Bernardino,071,2013,8,GRAV,Culex quinquefasciatus,33,161,161,5206,146
California,06,San Bernardino,071,2013,8,GRAV,Culex stigmatosoma,33,161,161,160,55
California,06,San Bernardino,071,2013,8,GRAV,Culex tarsalis,33,161,161,18,14
California,06,San Bernardino,071,2013,8,OTHER,Culex quinquefasciatus,2,8,8,27,4
California,06,San Bernardino,071,2013,8,OTHER,Culex stigmatosoma,2,8,8,13,6
California,06,San Bernardino,071,2013,8,OTHER,Culex tarsalis,2,8,8,1,1
California,06,San Bernardino,071,2013,9,CO2,Culex quinquefasciatus,16,72,72,458,38
California,06,San Bernardino,071,2013,9,CO2,Culex stigmatosoma,16,72,72,65,17
California,06,San Bernardino,071,2013,9,CO2,Culex tarsalis,16,72,72,77,19
California,06,San Bernardino,071,2013,9,GRAV,Culex quinquefasciatus,30,144,144,3473,125
California,06,San Bernardino,071,2013,9,GRAV,Culex stigmatosoma,30,144,144,51,27
California,06,San Bernardino,071,2013,9,GRAV,Culex tarsalis,30,144,144,8,7
California,06,San Bernardino,071,2013,9,OTHER,Culex quinquefasciatus,2,8,8,2,2
California,06,San Bernardino,071,2013,9,OTHER,Culex stigmatosoma,2,8,8,3,3
California,06,San Bernardino,071,2013,10,BGS,Culex quinquefasciatus,2,3,3,18,3
California,06,San Bernardino,071,2013,10,CO2,Culex quinquefasciatus,16,90,90,286,43
California,06,San Bernardino,071,2013,10,CO2,Culex stigmatosoma,16,90,90,24,12
California,06,San Bernardino,071,2013,10,CO2,Culex tarsalis,16,90,90,212,18
California,06,San Bernardino,071,2013,10,GRAV,Culex quinquefasciatus,29,156,156,3021,134
California,06,San Bernardino,071,2013,10,GRAV,Culex stigmatosoma,29,156,156,19,14
California,06,San Bernardino,071,2013,10,GRAV,Culex tarsalis,29,156,156,3,2
California,06,San Bernardino,071,2013,10,OTHER,Culex quinquefasciatus,2,10,10,16,5
California,06,San Bernardino,071,2013,10,OTHER,Culex stigmatosoma,2,10,10,1,1
California,06,San Bernardino,071,2013,11,CO2,Culex quinquefasciatus,17,73,73,48,18
California,06,San Bernardino,071,2013,11,CO2,Culex stigmatosoma,17,73,73,8,5
California,06,San Bernardino,071,2013,11,CO2,Culex tarsalis,17,73,73,5,4
California,06,San Bernardino,071,2013,11,GRAV,Culex quinquefasciatus,28,121,121,4378,103
California,06,San Bernardino,071,2013,11,GRAV,Culex stigmatosoma,28,121,121,30,14
California,06,San Bernardino,071,2013,11,OTHER,Culex quinquefasciatus,2,8,8,5,3
California,06,San Bernardino,071,2013,11,OTHER,Culex stigmatosoma,2,8,8,3,3
California,06,San Bernardino,071,2013,12,CO2,Culex quinquefasciatus,16,36,36,17,9
California,06,San Bernardino,071,2013,12,GRAV,Culex quinquefasciatus,28,68,68,1599,61
California,06,San Bernardino,071,2013,12,GRAV,Culex stigmatosoma,28,68,68,7,6
California,06,San Bernardino,071,2013,12,OTHER,No Detection,2,4,4,0,0
California,06,San Bernardino,071,2014,1,CO2,Culex quinquefasciatus,16,36,36,3,3
California,06,San Bernardino,071,2014,1,CO2,Culex tarsalis,16,36,36,1,1
California,06,San Bernardino,071,2014,1,GRAV,Culex quinquefasciatus,25,50,50,930,48
California,06,San Bernardino,071,2014,1,GRAV,Culex stigmatosoma,25,50,50,4,3
